state,year,18-24_count,18-24<hs_grad,18-24_hs_grad/equiv,18-24_some_college/associate,18-24_bachelor/higher,25+_count,25+<9th_grade,25+_9th-12th_grade_nongrad,25+_hs_grad/equiv,25+_some_college,25+_associate's,25+_bachelor's,25+>bachelor,25-34_count,25-34_hs_grad/higher,25-34_bachelor/higher,35-44_count,35-44_hs_grad/higher,35-44_bachelor/higher,45-64_count,45-64_hs_grad/higher,45-64_bachelor/higher,65+_count,65+_hs_grad/higher,65+_bachelor/higher,25+_earnings,25+<hs_grad,25+_hs_grad/equiv,25+_some_college/associate,25+_bachelor's,25+>bachelor
Illinois ,2014,1256770.000,0.128,0.281,0.462,0.129,8639076.000,0.052,0.066,0.267,0.209,0.078,0.201,0.127,1777446.000,0.910,0.402,1681898.000,0.891,0.372,3391878.000,0.894,0.313,1787854.000,0.822,0.242,38097.000,21533.000,28847.000,34676.000,51638.000,67863.000
Indiana ,2014,670265.000,0.170,0.313,0.427,0.090,4342916.000,0.039,0.077,0.343,0.211,0.085,0.157,0.089,843079.000,0.894,0.290,832070.000,0.894,0.284,1726273.000,0.900,0.239,941494.000,0.838,0.189,33475.000,21065.000,29174.000,31976.000,44424.000,57085.000
Iowa ,2014,318801.000,0.107,0.279,0.516,0.098,2062734.000,0.031,0.048,0.317,0.214,0.113,0.186,0.090,390194.000,0.931,0.354,365753.000,0.933,0.338,816159.000,0.936,0.258,490628.000,0.880,0.201,36247.000,25178.000,29741.000,34242.000,46851.000,60464.000
Kansas ,2014,300013.000,0.127,0.272,0.498,0.103,1881521.000,0.039,0.058,0.265,0.241,0.081,0.203,0.113,387054.000,0.906,0.337,349971.000,0.897,0.364,726963.000,0.919,0.312,417533.000,0.876,0.260,35743.000,23067.000,28063.000,32063.000,46785.000,54289.000
Kentucky ,2014,430973.000,0.133,0.338,0.446,0.084,2967181.000,0.066,0.089,0.338,0.207,0.077,0.130,0.092,562906.000,0.894,0.271,559455.000,0.886,0.259,1191798.000,0.857,0.210,653022.000,0.744,0.171,31564.000,20244.000,26201.000,30884.000,43798.000,53222.000
Louisiana ,2014,474204.000,0.192,0.320,0.417,0.072,3060688.000,0.057,0.107,0.338,0.215,0.054,0.152,0.078,660444.000,0.861,0.269,578342.000,0.863,0.252,1190732.000,0.842,0.210,631170.000,0.774,0.203,33355.000,21053.000,27446.000,31702.000,46903.000,56644.000
Maine ,2014,112710.000,0.119,0.296,0.476,0.109,959407.000,0.031,0.052,0.323,0.203,0.097,0.194,0.100,152283.000,0.935,0.321,156180.000,0.955,0.318,408380.000,0.934,0.292,242564.000,0.854,0.264,32062.000,19375.000,26240.000,31134.000,40695.000,54404.000
Maryland ,2014,562419.000,0.122,0.304,0.447,0.127,4062813.000,0.041,0.063,0.257,0.191,0.065,0.207,0.175,827460.000,0.899,0.416,771141.000,0.901,0.425,1642041.000,0.915,0.377,822171.000,0.850,0.319,46142.000,25063.000,32369.000,41041.000,59691.000,79623.000
Massachusetts ,2014,700372.000,0.102,0.276,0.449,0.172,4654351.000,0.050,0.054,0.249,0.157,0.079,0.232,0.180,928715.000,0.926,0.501,839355.000,0.918,0.468,1870704.000,0.909,0.403,1015577.000,0.830,0.300,45809.000,23801.000,32137.000,38355.000,57451.000,72212.000
Michigan ,2014,1005716.000,0.131,0.286,0.486,0.097,6680525.000,0.032,0.069,0.297,0.236,0.093,0.165,0.108,1196312.000,0.913,0.315,1189934.000,0.912,0.322,2763212.000,0.915,0.265,1531067.000,0.846,0.218,34548.000,18457.000,26372.000,31332.000,48731.000,65473.000
Minnesota ,2014,501482.000,0.120,0.272,0.479,0.128,3672583.000,0.030,0.045,0.257,0.216,0.110,0.227,0.116,750973.000,0.941,0.396,672081.000,0.930,0.398,1471696.000,0.942,0.332,777833.000,0.878,0.262,40378.000,21937.000,30858.000,36338.000,51226.000,66580.000
Mississippi ,2014,310816.000,0.179,0.291,0.472,0.057,1950710.000,0.058,0.114,0.300,0.231,0.086,0.130,0.080,383751.000,0.862,0.239,385978.000,0.869,0.235,753668.000,0.837,0.195,427313.000,0.745,0.191,30933.000,20301.000,26236.000,29733.000,41004.000,50912.000
Missouri ,2014,594320.000,0.132,0.292,0.484,0.092,4076767.000,0.036,0.076,0.314,0.225,0.075,0.171,0.104,794702.000,0.908,0.333,734449.000,0.909,0.324,1615726.000,0.901,0.266,931890.000,0.835,0.203,33275.000,20342.000,27080.000,31398.000,44221.000,55536.000
Montana ,2014,103107.000,0.133,0.349,0.451,0.067,695850.000,0.022,0.052,0.306,0.245,0.082,0.195,0.098,128275.000,0.924,0.309,115039.000,0.943,0.327,282383.000,0.940,0.291,170153.000,0.893,0.261,30731.000,20119.000,25751.000,28274.000,37487.000,50584.000
Nebraska ,2014,188925.000,0.106,0.277,0.508,0.109,1224701.000,0.043,0.054,0.272,0.231,0.104,0.202,0.093,254597.000,0.902,0.366,227479.000,0.892,0.339,471948.000,0.922,0.287,270677.000,0.879,0.207,35066.000,22122.000,28617.000,32312.000,43402.000,56915.000
Nevada ,2014,256970.000,0.182,0.362,0.401,0.054,1919598.000,0.061,0.088,0.282,0.258,0.081,0.152,0.079,405679.000,0.855,0.223,383515.000,0.838,0.231,729890.000,0.855,0.233,400514.000,0.852,0.236,32363.000,23029.000,29608.000,34121.000,45505.000,58182.000
New Hampshire ,2014,128223.000,0.114,0.294,0.471,0.120,931304.000,0.026,0.053,0.286,0.188,0.098,0.217,0.133,154599.000,0.934,0.370,159569.000,0.949,0.403,407689.000,0.937,0.345,209447.000,0.861,0.304,41105.000,29231.000,31871.000,38384.000,51965.000,65924.000
New Jersey ,2014,798047.000,0.121,0.280,0.455,0.144,6127931.000,0.052,0.058,0.282,0.171,0.064,0.231,0.143,1147338.000,0.918,0.425,1177266.000,0.904,0.430,2491202.000,0.909,0.376,1312125.000,0.819,0.275,45239.000,21808.000,31921.000,40086.000,60575.000,81156.000
New Mexico ,2014,211672.000,0.183,0.298,0.470,0.050,1373822.000,0.066,0.092,0.264,0.234,0.080,0.151,0.114,276256.000,0.864,0.219,245560.000,0.835,0.245,533920.000,0.856,0.282,318086.000,0.805,0.288,30897.000,17275.000,25086.000,30299.000,42412.000,54671.000
New York ,2014,1981342.000,0.128,0.258,0.463,0.151,13539612.000,0.067,0.076,0.266,0.161,0.086,0.196,0.149,2845848.000,0.896,0.434,2507726.000,0.876,0.391,5290358.000,0.869,0.323,2895680.000,0.783,0.257,40339.000,20071.000,29501.000,36359.000,53280.000,70858.000
North Carolina ,2014,991459.000,0.138,0.309,0.458,0.095,6661937.000,0.050,0.085,0.266,0.219,0.092,0.186,0.101,1279666.000,0.878,0.316,1320250.000,0.875,0.330,2600872.000,0.883,0.282,1461149.000,0.810,0.232,31932.000,18463.000,26101.000,30684.000,44021.000,58579.000
North Dakota ,2014,93106.000,0.109,0.233,0.529,0.129,478850.000,0.033,0.045,0.279,0.235,0.135,0.198,0.076,107993.000,0.943,0.325,82197.000,0.956,0.342,183981.000,0.946,0.255,104679.000,0.832,0.203,38635.000,26212.000,32599.000,36363.000,42262.000,61384.000
Ohio ,2014,1101063.000,0.137,0.326,0.441,0.095,7857460.000,0.030,0.077,0.339,0.204,0.084,0.166,0.101,1467370.000,0.911,0.323,1418006.000,0.912,0.310,3175216.000,0.909,0.259,1796868.000,0.837,0.197,35199.000,20122.000,28402.000,31815.000,48648.000,62450.000
Oklahoma ,2014,395873.000,0.166,0.333,0.430,0.071,2529885.000,0.042,0.085,0.317,0.241,0.073,0.160,0.081,527616.000,0.885,0.259,476104.000,0.879,0.262,964597.000,0.881,0.239,561568.000,0.842,0.213,32431.000,20884.000,27380.000,31848.000,43293.000,53563.000
Oregon ,2014,364567.000,0.136,0.290,0.498,0.076,2746957.000,0.042,0.061,0.243,0.262,0.084,0.192,0.116,540740.000,0.902,0.320,521875.000,0.886,0.353,1050116.000,0.907,0.295,634226.000,0.884,0.283,32096.000,20166.000,26075.000,31106.000,42084.000,58547.000
Pennsylvania ,2014,1228166.000,0.120,0.323,0.436,0.121,8858865.000,0.035,0.071,0.364,0.162,0.079,0.175,0.114,1635951.000,0.911,0.372,1518192.000,0.918,0.344,3570623.000,0.914,0.281,2134099.000,0.832,0.202,37024.000,21183.000,30098.000,35141.000,50017.000,65271.000
Rhode Island ,2014,116747.000,0.112,0.292,0.475,0.121,725871.000,0.057,0.085,0.287,0.184,0.082,0.181,0.123,138101.000,0.890,0.348,126269.000,0.903,0.345,294321.000,0.873,0.295,167180.000,0.770,0.254,37479.000,22770.000,30605.000,35901.000,49218.000,70358.000
South Carolina ,2014,487869.000,0.145,0.309,0.462,0.084,3260929.000,0.045,0.093,0.303,0.207,0.088,0.167,0.096,618537.000,0.869,0.275,603149.000,0.885,0.291,1277660.000,0.879,0.258,761583.000,0.807,0.239,31461.000,19107.000,25086.000,31251.000,45253.000,53066.000
South Dakota ,2014,86794.000,0.160,0.306,0.463,0.071,555488.000,0.034,0.049,0.306,0.220,0.113,0.200,0.078,111603.000,0.924,0.306,97015.000,0.937,0.331,217516.000,0.946,0.282,129354.000,0.846,0.205,32419.000,20706.000,27443.000,31865.000,40316.000,49632.000
Tennessee ,2014,631942.000,0.129,0.359,0.423,0.088,4425073.000,0.054,0.088,0.333,0.205,0.067,0.162,0.091,854494.000,0.898,0.293,846622.000,0.892,0.284,1737144.000,0.871,0.247,986813.000,0.770,0.200,31536.000,19152.000,25517.000,31094.000,43654.000,54313.000
Texas ,2014,2753234.000,0.163,0.316,0.442,0.078,17087888.000,0.090,0.088,0.252,0.225,0.067,0.182,0.096,3904730.000,0.857,0.288,3660268.000,0.824,0.300,6426877.000,0.825,0.276,3096013.000,0.768,0.243,35506.000,20364.000,27038.000,34643.000,51491.000,66552.000
Utah ,2014,332619.000,0.141,0.292,0.502,0.066,1704734.000,0.030,0.056,0.230,0.274,0.099,0.208,0.103,436363.000,0.914,0.298,387456.000,0.916,0.334,585936.000,0.915,0.309,294979.000,0.911,0.304,35451.000,21854.000,29498.000,32155.000,45861.000,65096.000
Vermont ,2014,66473.000,0.086,0.321,0.466,0.127,438279.000,0.028,0.052,0.307,0.187,0.078,0.209,0.140,72896.000,0.947,0.385,72290.000,0.940,0.391,186438.000,0.931,0.336,106655.000,0.869,0.318,34874.000,24994.000,29753.000,31389.000,42228.000,53258.000
Virginia ,2014,835457.000,0.108,0.301,0.470,0.121,5623295.000,0.048,0.067,0.246,0.199,0.073,0.209,0.159,1165651.000,0.918,0.397,1100571.000,0.909,0.426,2210227.000,0.895,0.363,1146846.000,0.811,0.289,41086.000,22944.000,29126.000,35780.000,55797.000,76877.000
Washington ,2014,674393.000,0.152,0.316,0.426,0.106,4784484.000,0.040,0.055,0.228,0.245,0.100,0.210,0.121,1012757.000,0.909,0.336,924373.000,0.903,0.371,1854838.000,0.912,0.323,992516.000,0.887,0.304,40180.000,22799.000,31016.000,35409.000,54844.000,70746.000
West Virginia ,2014,170776.000,0.142,0.353,0.436,0.069,1296350.000,0.050,0.099,0.411,0.184,0.065,0.118,0.074,219419.000,0.912,0.244,227673.000,0.902,0.222,520203.000,0.866,0.191,329055.000,0.755,0.137,31426.000,20404.000,26671.000,30545.000,40963.000,52574.000
Wisconsin ,2014,559900.000,0.111,0.320,0.465,0.105,3898162.000,0.030,0.057,0.319,0.207,0.103,0.189,0.095,732093.000,0.927,0.336,693410.000,0.926,0.330,1596939.000,0.926,0.276,875720.000,0.869,0.220,36134.000,22276.000,30102.000,33699.000,47027.000,60613.000
Wyoming ,2014,57427.000,0.120,0.330,0.484,0.066,388962.000,0.022,0.053,0.274,0.279,0.107,0.179,0.087,83555.000,0.925,0.267,71119.000,0.939,0.259,153956.000,0.933,0.271,80332.000,0.901,0.260,36526.000,25537.000,30662.000,32602.000,43572.000,61174.000
