state,year,18-24_count,18-24<hs_grad,18-24_hs_grad/equiv,18-24_some_college/associate,18-24_bachelor/higher,25+_count,25+<9th_grade,25+_9th-12th_grade_nongrad,25+_hs_grad/equiv,25+_some_college,25+_associate's,25+_bachelor's,25+>bachelor,25-34_count,25-34_hs_grad/higher,25-34_bachelor/higher,35-44_count,35-44_hs_grad/higher,35-44_bachelor/higher,45-64_count,45-64_hs_grad/higher,45-64_bachelor/higher,65+_count,65+_hs_grad/higher,65+_bachelor/higher,25+_earnings,25+<hs_grad,25+_hs_grad/equiv.1,25+_some_college/associate,25+_bachelor's.1,25+>bachelor.1
Alabama ,2016,463070.0,0.13684540134320944,0.3211285550780659,0.47096983177489365,0.07105621180383095,3300713.0,0.047806943530079714,0.10115905260469481,0.30636895725256935,0.21547798914961708,0.0821125617404482,0.1535062272908914,0.09356826843169945,629565.0,0.8739590034388824,0.2626813752352815,598269.0,0.8682933596759986,0.28331569912530985,1288927.0,0.8611876390206737,0.2434521117177311,783952.0,0.8027583321427842,0.2128395616058126,33888.0,20524.0,27144.0,31547.0,48304.0,57307.0
Alaska ,2016,75647.0,0.13950321889830397,0.3928510053273758,0.39361772443057885,0.07402805134374132,478951.0,0.02169741789869945,0.047155136955554955,0.2796277698553714,0.2706957496695904,0.08522583729859631,0.18970834177191404,0.1058897465502734,121629.0,0.9389619251987602,0.2755346175665343,92373.0,0.9410000757797192,0.30506749807844286,189117.0,0.9367534383476895,0.2969590253652501,75832.0,0.8926310792277666,0.3128494566937441,43493.0,27147.0,32063.0,41663.0,51665.0,75950.0
Arizona ,2016,673240.0,0.1553472758600202,0.32996405442338544,0.4379181272651655,0.0767705424514289,4626409.0,0.057326319398047165,0.0754848955204782,0.2389535814926869,0.25500036853637453,0.08448085761548536,0.18065393699519433,0.10810004044173353,929487.0,0.8692310919894523,0.2710032523316625,849315.0,0.8513084073635813,0.30186915337654463,1677781.0,0.8696379324834409,0.29091937505550486,1169826.0,0.8735829089112398,0.2902303419482897,35919.0,21300.0,27708.0,34251.0,50479.0,62034.0
Arkansas ,2016,290440.0,0.15561561768351467,0.33134898774273513,0.43714708717807466,0.07588830739567552,1990448.0,0.05031882269720184,0.0901631190566144,0.34262085721405433,0.2259335586762377,0.06697738398591674,0.14198210654083904,0.08200415182913595,382578.0,0.8882267145523266,0.24821343621431446,364966.0,0.8733799860808952,0.2583610528103988,757274.0,0.8716369504300954,0.21559963764766782,485630.0,0.8075860222803369,0.19214422502728415,31687.0,22442.0,26629.0,30419.0,45963.0,56296.0
California ,2016,3852527.0,0.11694038743920548,0.29892587384851554,0.4837645524612806,0.10036918625099837,26304241.0,0.09717623101156958,0.07841001760894754,0.2049454686793662,0.21298459058370092,0.07724134674708918,0.20628475841595278,0.12295758695337379,5902164.0,0.8799824945562339,0.3546585625204586,5168066.0,0.8184479455177236,0.3537814726050325,9885572.0,0.8100330461403751,0.31425586703531166,5348439.0,0.7954365750455413,0.30518287672347016,40005.0,21558.0,30231.0,36985.0,60121.0,82271.0
Colorado ,2016,534527.0,0.12681305153902422,0.32070971157677725,0.43605842174483234,0.11641881513936621,3745506.0,0.03423008800413082,0.05136208565678443,0.21950145053832512,0.21021618974846124,0.08611092867025176,0.24943839363760198,0.14914086374444468,837560.0,0.9155379913080854,0.4044164000191031,745669.0,0.9005403201688685,0.42268620527338535,1419221.0,0.9230267872304595,0.3961144881593494,743056.0,0.9105881656295084,0.3725156650373592,40893.0,25649.0,31515.0,36440.0,51136.0,65657.0
Connecticut ,2016,356553.0,0.0942384442144646,0.2952352104736182,0.4554722579812819,0.15505408733063528,2467737.0,0.040730839631613905,0.05406653950562803,0.2750601056757669,0.1682310554163592,0.07548940588077255,0.21937872633915204,0.1670433275507074,436596.0,0.9323699713236036,0.4343489175347461,424492.0,0.9155838036994808,0.4400412728626217,1030009.0,0.9214443757287558,0.3844830482063749,576640.0,0.8479796753607103,0.3141266648168701,47481.0,23388.0,35458.0,41504.0,61257.0,80306.0
Delaware ,2016,85281.0,0.16822035388890844,0.34679471394566197,0.3903565858749311,0.09462834629049847,662547.0,0.03372892791001997,0.07282049424418192,0.320692720667364,0.18441257752280216,0.07882912457531314,0.18371074052104983,0.125805414559269,128569.0,0.8904245969090527,0.3249072482480225,110018.0,0.871293788289189,0.33369085058808556,257286.0,0.915817417193318,0.31076311964117753,166674.0,0.8758834611277104,0.2797616904856186,40032.0,26171.0,31751.0,36993.0,54225.0,71356.0
Florida ,2016,1763628.0,0.15471119759949378,0.3059267600650477,0.4498216177107644,0.0895404246246941,14703671.0,0.05187561664022542,0.07429784031484382,0.2890253053132106,0.20138834716854043,0.09719484338298919,0.1819890420562321,0.1042290051239585,2660916.0,0.8944525118417869,0.28952623833296504,2467080.0,0.8817618399079074,0.3129610713880377,5484911.0,0.8820361898306098,0.2804426544022319,4090764.0,0.8446168001869577,0.27568151083758435,32100.0,20825.0,26129.0,31670.0,45031.0,59576.0
Georgia ,2016,1014366.0,0.16223828480055522,0.32703974699467453,0.41837561590195255,0.09234635230281772,6785395.0,0.04931282556137115,0.0866595091369036,0.27766695969799843,0.20547145744647144,0.07637108819751835,0.187207229645437,0.11731093031430005,1403742.0,0.8785973490855157,0.31523812780411214,1385447.0,0.869063197653898,0.3403515255365236,2637072.0,0.8795588440512812,0.30872270457537754,1359134.0,0.8137122608955408,0.24876134362027585,36223.0,21274.0,27706.0,32448.0,50962.0,62819.0
