state,year,18-24_count,18-24<hs_grad,18-24_hs_grad/equiv,18-24_some_college/associate,18-24_bachelor/higher,25+_count,25+<9th_grade,25+_9th-12th_grade_nongrad,25+_hs_grad/equiv,25+_some_college,25+_associate's,25+_bachelor's,25+>bachelor,25-34_count,25-34_hs_grad/higher,25-34_bachelor/higher,35-44_count,35-44_hs_grad/higher,35-44_bachelor/higher,45-64_count,45-64_hs_grad/higher,45-64_bachelor/higher,65+_count,65+_hs_grad/higher,65+_bachelor/higher,25+_earnings,25+<hs_grad,25+_hs_grad/equiv.1,25+_some_college/associate,25+_bachelor's.1,25+>bachelor.1
Alabama ,2018,461302.0,0.13259426579550923,0.3496321281936779,0.43827687718674535,0.07949672882406753,3337464.0,0.039428739905509096,0.0948585512832498,0.307711483929115,0.2163280263097969,0.08637845981260023,0.16062675132975218,0.09466798742997677,635976.0,0.8894250726442507,0.271514962828786,593480.0,0.8790944934959898,0.2895581990968525,1278345.0,0.8734457443022032,0.25044960476240763,829663.0,0.8260486486681942,0.22581698834345992,36084.0,22738.0,29436.0,32826.0,50081.0,61177.0
Alaska ,2018,68625.0,0.1145792349726776,0.4569034608378871,0.3722695810564663,0.05624772313296904,485353.0,0.024771661038460666,0.04207453132050281,0.2828724660195775,0.26630102214264667,0.08228650075306014,0.18468001640043433,0.11701380232531786,117688.0,0.9412344504112569,0.26956019305281764,97020.0,0.9506390434961863,0.3199443413729128,182645.0,0.9384598538147773,0.30096635549837114,88000.0,0.8920568181818181,0.3260568181818182,46189.0,25840.0,35328.0,44619.0,57708.0,77402.0
Arizona ,2018,689343.0,0.1534316008141085,0.33469840123131733,0.42633928247621283,0.08553071547836127,4840304.0,0.05300183624830176,0.07218327609174961,0.23950913000505752,0.24960374389707754,0.08851138275612441,0.18553214839398516,0.11165848260770397,979328.0,0.8956376208992288,0.29124665076460593,882618.0,0.8649630984185684,0.3074387787242046,1719255.0,0.8676554670482273,0.2960526507120817,1259103.0,0.8753009086627543,0.2961838705808818,37464.0,23893.0,30617.0,36486.0,51576.0,66004.0
Arkansas ,2018,287926.0,0.11963490619117412,0.3729083167202684,0.43015913811187595,0.07729763897668152,2021939.0,0.04575558411999571,0.08233235522931207,0.33970708315137105,0.22288901890709858,0.07623523756156837,0.1466028401450291,0.08647788088562514,392937.0,0.91814463896248,0.2596446758640698,367053.0,0.8938109755266951,0.25856483941011243,754273.0,0.8685104729985031,0.22112815916783446,507676.0,0.8253492384906909,0.2118536231769869,35209.0,23899.0,29805.0,32401.0,46919.0,61185.0
California ,2018,3755863.0,0.10397610349472279,0.305191643039163,0.47566990595769865,0.1151623475084155,26815644.0,0.08935925611184277,0.07304657684148849,0.20731786266255622,0.20844720343095247,0.07982441145176301,0.21274342693391962,0.12926126256747741,6034398.0,0.8989052429090689,0.36632883677874745,5264457.0,0.8386044372667495,0.3711609763362109,9849452.0,0.8174338024084995,0.323012691467505,5667337.0,0.8064110180848607,0.32202831770900514,42156.0,24263.0,31954.0,39614.0,62347.0,90204.0
Colorado ,2018,528539.0,0.12684778228285898,0.32170189900839863,0.4080815228393742,0.1433687958693682,3900287.0,0.032731693847145096,0.048574117750821925,0.20834748827458083,0.20915178806072476,0.0844181466645916,0.25997804776930517,0.1567987176328306,889656.0,0.9295368097332003,0.42765630760653556,781388.0,0.9085870271875176,0.4460101767623767,1421388.0,0.9205748184169277,0.40845919622228416,807855.0,0.913220813140972,0.3911543531945708,44885.0,29312.0,35013.0,39129.0,54937.0,68181.0
Connecticut ,2018,344203.0,0.09940645491178171,0.29587191279564673,0.4426138063875097,0.16210782590506184,2493396.0,0.03919112728182768,0.051550174942127124,0.26869658890926273,0.1660281800403947,0.0785960192444361,0.21818756426977504,0.17775034531217665,447891.0,0.9317065982571653,0.4344963395111757,424573.0,0.9207839405708794,0.45522678078916934,1007785.0,0.9162569397242467,0.38992741507365164,613147.0,0.8733778359838669,0.33659628115280676,50202.0,25769.0,35446.0,41716.0,64398.0,83968.0
Delaware ,2018,84321.0,0.13190071275245788,0.34783743077050794,0.4318734360361001,0.08838842044093405,679700.0,0.038580255995292044,0.06305428865676034,0.332200971016625,0.1768162424599088,0.07598646461674267,0.18269530675297926,0.13066647050169192,127399.0,0.8949363809763028,0.32729456275166996,112393.0,0.8770386056071108,0.3079640191115105,259152.0,0.9217640612459097,0.31397789714144597,180756.0,0.8804963597335634,0.3060147380999801,40661.0,24961.0,32173.0,36893.0,52267.0,70036.0
Florida ,2018,1769325.0,0.15195964562756983,0.321592132592938,0.4311237336272307,0.09532448815226145,15302125.0,0.04632506923058072,0.06880482285957015,0.28675455206384737,0.19707713797920223,0.09734007531633679,0.19085316581847292,0.11284517673198984,2758515.0,0.9064619913250427,0.31165935294895986,2586704.0,0.891023093481125,0.3339956949074962,5598122.0,0.8927865452021232,0.2959224539943931,4358784.0,0.8573866014007576,0.29066707595512875,35254.0,22097.0,27900.0,33334.0,46380.0,61748.0
Georgia ,2018,1038010.0,0.1533829153861716,0.32573289274669803,0.4200017340873402,0.10088245777979017,6978172.0,0.04424081263689115,0.07987464338798184,0.2783138621404001,0.19821007564731852,0.08064776849868419,0.19522548312079438,0.12348735456792982,1442243.0,0.8994774112268182,0.3316091671098421,1401044.0,0.8754250401843197,0.3495379160112031,2678457.0,0.8864532826175667,0.3242034499713828,1456428.0,0.8335269577349516,0.26619166893248414,39150.0,23946.0,30400.0,35172.0,54692.0,67375.0
