id,state_id,year,18-24_count,18-24<hs_grad,18-24_hs_grad/equiv,18-24_some_college/associate,18-24_bachelor/higher,25+_count,25+<9th_grade,25+_9th-12th_grade_nongrad,25+_hs_grad/equiv,25+_some_college,25+_associate's,25+_bachelor's,25+>bachelor,25-34_count,25-34_hs_grad/higher,25-34_bachelor/higher,35-44_count,35-44_hs_grad/higher,35-44_bachelor/higher,45-64_count,45-64_hs_grad/higher,45-64_bachelor/higher,65+_count,65+_hs_grad/higher,65+_bachelor/higher,25+_earnings,25+<hs_grad,25+_hs_grad/equiv.1,25+_some_college/associate,25+_bachelor's.1,25+>bachelor.1
50,50,2014,57427.0,0.12,0.33,0.484,0.066,388962.0,0.022,0.053,0.274,0.279,0.107,0.179,0.087,83555.0,0.925,0.267,71119.0,0.939,0.259,153956.0,0.933,0.271,80332.0,0.901,0.26,36526.0,25537.0,30662.0,32602.0,43572.0,61174.0
1,1,2015,468319.0,0.1515889810150773,0.319466005009406,0.4541434364183387,0.0748015775571779,3282252.0,0.0483905562400449,0.1029939200280782,0.3101721013499268,0.2156991602107333,0.0811796291083073,0.1537438319787755,0.0878208010841337,624472.0,0.8690365620876517,0.2580259803481982,612193.0,0.8634531920489127,0.2704931288008846,1283740.0,0.858913798744294,0.2375886082851667,761847.0,0.8026007846719879,0.2115254112702419,32468.0,20732.0,27223.0,30878.0,46740.0,56164.0
2,2,2015,82518.0,0.1505974454058508,0.380716934487021,0.4106013233476332,0.0580842967594949,469523.0,0.0258155617509685,0.0479103260117182,0.2727278535875772,0.2754412456897745,0.0811738722064733,0.1871452516703122,0.1097858890831759,118778.0,0.9288504605229924,0.2834531647274748,91656.0,0.9402221349393384,0.2926376887492363,188081.0,0.935942492862118,0.3059054343607275,71008.0,0.8783517350157729,0.3012477467327625,41968.0,21923.0,33815.0,41036.0,52885.0,70590.0
3,3,2015,669583.0,0.1705344968435578,0.303639728009821,0.4521874061916148,0.0736383689550063,4536954.0,0.0598013557113428,0.0792727896293416,0.2448495179805658,0.2546984166028573,0.084220823045594,0.1738904560196114,0.1032666410106869,914761.0,0.8695954462422425,0.263508173173102,845274.0,0.8391787751663957,0.287206278674134,1656915.0,0.8652387117021694,0.278709529456852,1120004.0,0.8638772718668862,0.2784240056285513,35016.0,20377.0,27947.0,33632.0,49801.0,60884.0
4,4,2015,284441.0,0.1276503738912463,0.3169479786669291,0.4834218695617017,0.0719797778801227,1987819.0,0.0532971060242406,0.0926271456304623,0.3413047163750824,0.226824474461709,0.0679282168044475,0.1403422545010385,0.0776760862030195,385391.0,0.8864114626444313,0.2413989947871123,367499.0,0.878658173219519,0.2508414988884323,756815.0,0.8599049965975832,0.2101094719317138,478114.0,0.7998887294661943,0.186461806180116,30983.0,21608.0,26241.0,30020.0,42828.0,55490.0
5,5,2015,3943137.0,0.1244641005372118,0.2958307053495732,0.4829527860685541,0.0967524080446608,26085263.0,0.0990121127013363,0.0790006602578628,0.20816661882995,0.2148063065340763,0.0763919075686528,0.2026337246436809,0.1199886694644405,5832712.0,0.8706394212503549,0.3403493949298371,5190370.0,0.8132098482381795,0.3470220812774426,9872623.0,0.8123386257127412,0.3105999287119542,5189558.0,0.7944397191437113,0.3011664962603751,37476.0,20880.0,29108.0,36161.0,57282.0,80442.0
6,6,2015,527949.0,0.1337591320373748,0.2987599180981496,0.4561936853749131,0.1112872644895624,3671853.0,0.0369222297297849,0.0512765625421279,0.2170522621684473,0.2203348009846799,0.0820302446748276,0.2475676450010389,0.1448162548990932,827137.0,0.9210674894243638,0.392833351669675,737989.0,0.8991963294845858,0.4323682331308461,1395155.0,0.9215893574549064,0.3861492092276485,711572.0,0.894911547952983,0.3626168539515326,40229.0,25304.0,31280.0,35392.0,50196.0,63270.0
7,7,2015,352843.0,0.1076427759655144,0.2765110828328747,0.468466144999334,0.1473799962022769,2474718.0,0.0423369450579823,0.0555602698974186,0.2743407531686438,0.1687141726855342,0.0759561291427952,0.2165632609452875,0.1665284691023381,442776.0,0.922145735089526,0.4374762859775598,432504.0,0.9190481475315836,0.4180331280173131,1034155.0,0.9186785346490614,0.3834579922738854,565283.0,0.8431139800772357,0.3130891960310145,46500.0,22595.0,35288.0,40982.0,61071.0,77568.0
8,8,2015,89098.0,0.1411255022559429,0.3068531280163415,0.442198478080316,0.1098228916473994,652636.0,0.0378342598324333,0.0730315213993711,0.2984971714707739,0.2007029952377741,0.0805288093209691,0.1801632150233821,0.1292420277152961,124348.0,0.879925692411619,0.3287226171711648,110727.0,0.8898191046447569,0.3530484886251772,256737.0,0.9092261730876344,0.3108745525576757,160824.0,0.8637081530119882,0.2620753121424663,40734.0,25297.0,30752.0,36993.0,52261.0,65967.0
9,9,2015,1774002.0,0.1639913596489744,0.2970160123833006,0.4511950944812914,0.0877975334864335,14394281.0,0.052107708610107,0.071639493490505,0.2919130868710983,0.2039175836570093,0.0961190767361009,0.1820402839155356,0.1022627667196437,2593253.0,0.8969468077353039,0.2907279004401036,2463472.0,0.8864606539063565,0.3068961205972708,5392323.0,0.8858901812817963,0.2829617216921167,3945233.0,0.8431040701525107,0.2678057290912856,31662.0,19735.0,25474.0,31137.0,42714.0,57128.0
10,10,2015,1028679.0,0.1640608975200232,0.3186173723775833,0.4369536074907721,0.0803681226116213,6683767.0,0.0496899428121895,0.0888151846107142,0.2811740744403567,0.2068605922378802,0.074210845470825,0.1861897639459903,0.1130595964820437,1383268.0,0.8743482824730999,0.3076330833938181,1388193.0,0.8687459164539801,0.3330667997893665,2609547.0,0.8789996884516738,0.3014956235699146,1302759.0,0.8050568063624969,0.2498128970899452,35014.0,20592.0,26802.0,31750.0,49696.0,61443.0
11,11,2015,134483.0,0.0633462965579292,0.3837734137400266,0.4718217172430716,0.0810585724589725,985914.0,0.0405157042094949,0.0507650768728306,0.271390810963228,0.2162521274675073,0.107464748446619,0.2079623577715703,0.1056491742687496,216396.0,0.9532107802362336,0.3143449971348823,177777.0,0.923105913588372,0.3455452617605202,354588.0,0.9232010107505048,0.3145340507857005,237153.0,0.8356841364013948,0.2876244449785581,38609.0,25396.0,31995.0,36558.0,46167.0,65094.0
12,12,2015,156767.0,0.1392002143308221,0.3443709454158081,0.4641601867740021,0.0522686534793674,1065982.0,0.0372707981935905,0.0626689756487445,0.2745515402699107,0.2697841051725076,0.095952839729001,0.1778322710890052,0.0819394698972403,216810.0,0.9032885936995526,0.2510908168442415,204505.0,0.8982812156182001,0.2968924965159776,401403.0,0.9106807871391096,0.2547041252805784,243264.0,0.8811538082083662,0.2446642330965535,31173.0,20974.0,26002.0,29633.0,42661.0,57829.0
13,13,2015,1237872.0,0.1245775007432109,0.2885993059056186,0.4614677446456499,0.1253554487055204,8661938.0,0.0527095668428935,0.0617685095413982,0.2671679247761875,0.2083369795535364,0.0805826594464195,0.2029219096234584,0.1265124502161063,1773212.0,0.9141907453818268,0.3999217239675797,1672605.0,0.8896553579595899,0.3737654736175008,3387896.0,0.8953701648456741,0.3171812239809014,1828225.0,0.8356843386344679,0.2432167813042705,40120.0,22052.0,29773.0,35823.0,52369.0,70580.0
14,14,2015,676373.0,0.1595451030718257,0.3125597857986643,0.4341243662890151,0.0937707448404948,4363573.0,0.0377995280473135,0.0800250161965893,0.3430159183769814,0.2063446629631267,0.0834504201029752,0.1597825910097069,0.0895818633033067,842022.0,0.8859245957944092,0.293842678694856,822598.0,0.8986345699843666,0.285891772165748,1733629.0,0.8990251086016674,0.2445136762248439,965324.0,0.8346192573685105,0.1881523716389523,35368.0,21431.0,30137.0,32335.0,46884.0,60699.0
15,15,2015,320642.0,0.1088846751205394,0.2608734975455492,0.5309784744356635,0.0992633528982478,2074504.0,0.0320587475367605,0.0506911531623944,0.3205161330129997,0.2143201459240377,0.1141130602785051,0.1817470585740013,0.086553701511301,392752.0,0.931763555627979,0.3351809793457449,368059.0,0.9235095460238713,0.3358320269304649,812541.0,0.9285882189329524,0.2491431201625518,501152.0,0.8828958080582339,0.1973513025988123,36469.0,24854.0,30734.0,34482.0,46518.0,61206.0
16,16,2015,302928.0,0.1247524164157819,0.296532509375165,0.4894793482279617,0.0892357259810912,1888479.0,0.038098384996603,0.0592042590889281,0.2654400710836604,0.2362091397362639,0.0838283083899794,0.2036003577482196,0.1136194789563452,384499.0,0.900015344643289,0.3560607439811287,347230.0,0.9018661981971604,0.3515364455836189,730698.0,0.9167125132407644,0.3153778989404651,426052.0,0.8817585646822453,0.257358256738614,36727.0,23174.0,28715.0,33462.0,46436.0,59574.0
17,17,2015,425719.0,0.1418142013863605,0.3482790291248452,0.4349253850544608,0.0749813844343334,2988790.0,0.0615469805506576,0.0869960753348345,0.3354337373987466,0.2044472846871141,0.0786475463314585,0.1361303403718561,0.0967980353253323,561502.0,0.9050582188487308,0.2746953706309149,563472.0,0.8876448164238862,0.2724128261918959,1189688.0,0.8594833267209554,0.2210966236525879,674128.0,0.7623982389101179,0.1860166021883084,32495.0,19482.0,27326.0,31285.0,45058.0,53986.0
18,18,2015,459284.0,0.1667617421900175,0.3275380810130551,0.4314476445946299,0.0742525322022975,3095255.0,0.0516703793386974,0.1023621640220272,0.3413395665300597,0.2113593225760074,0.0612818653067356,0.1520840770792713,0.0799026251472011,670600.0,0.8699821055770951,0.2646391291380853,578072.0,0.8632973055259553,0.252560234711247,1192975.0,0.8559944676124814,0.220807644753662,653608.0,0.7876999669526689,0.2006936879597557,35208.0,20694.0,28713.0,31959.0,46367.0,57131.0
19,19,2015,112229.0,0.1196125778542088,0.310516889573996,0.4740396867119906,0.0958308458598045,961240.0,0.0282718155715534,0.0545368482376929,0.3270067829054138,0.1918573925346427,0.0970985393866256,0.1950740709916358,0.1061545503724356,151964.0,0.930641467716038,0.326044326287805,152672.0,0.9529710752462796,0.3374816600293439,406036.0,0.9268537765124276,0.2766577347821375,250568.0,0.8715757798282303,0.303905526643466,33282.0,20130.0,27259.0,32010.0,41214.0,54528.0
20,20,2015,556183.0,0.1097228789804794,0.2869073668199136,0.4639983602519315,0.1393713939476755,4102486.0,0.0423825943586401,0.0613754684354803,0.2509027453110138,0.1924155256105688,0.0649603679330045,0.211177320288235,0.1767859780630573,834133.0,0.9056601285406524,0.4043276072281039,769729.0,0.9072270890144454,0.4408668505409046,1651639.0,0.912172696333763,0.3868242394373105,846985.0,0.8459181685626074,0.3259904248599444,47312.0,25074.0,34243.0,41290.0,60745.0,81087.0
21,21,2015,700584.0,0.1019435214049992,0.2748749614607242,0.4501287497287977,0.1730527674054788,4706644.0,0.0453605583936239,0.0522353082153653,0.2516491580837641,0.1590740663623592,0.0770141102662534,0.2308895680234154,0.1837772306552184,941776.0,0.9356014593703812,0.5088226924449126,838603.0,0.9188459855259282,0.4620791959961984,1882039.0,0.9108052489879328,0.3983610329010185,1044226.0,0.8441180357508815,0.3210607665390442,46480.0,23077.0,32480.0,38797.0,57285.0,74405.0
22,22,2015,986405.0,0.1299861618706312,0.2888428181122358,0.4841023717438577,0.0970686482732751,6728347.0,0.0298942667493219,0.0686291893090531,0.2941988574608295,0.2368208714562432,0.0924579246581664,0.1702566767142063,0.1077422136521793,1221558.0,0.9120140017911552,0.3158679325910026,1175407.0,0.9124660649460145,0.3218221433086582,2760741.0,0.9162652345873809,0.2674720301542231,1570641.0,0.8590626374836771,0.234254040229435,35543.0,20106.0,26835.0,31865.0,49839.0,66580.0
23,23,2015,505761.0,0.1315562093558024,0.274825461037921,0.4649607225547245,0.128657607051552,3700935.0,0.0303147718076648,0.0419118411968867,0.2543060064551255,0.2146752104535745,0.1118509241583545,0.229018883066036,0.1179223628623577,745711.0,0.933833616508272,0.4071255486374748,675937.0,0.930120706515548,0.4000520758591407,1474329.0,0.9433376132464328,0.335102273644485,804958.0,0.8916813051115711,0.2682723819130936,40851.0,22801.0,31311.0,36845.0,51601.0,67260.0
24,24,2015,311989.0,0.1575632474221847,0.2888274907128136,0.4918923423582241,0.0617169195067774,1952337.0,0.0577830569210131,0.107561860477981,0.3102896682283848,0.2243485627737424,0.0917541387578066,0.1296067226098773,0.0786559902311947,373921.0,0.8745697620620398,0.2311183378307182,385487.0,0.8633935774747268,0.2223680694809423,751968.0,0.8398203115026172,0.1967025192561385,440961.0,0.7668773428942696,0.1962645222593381,31090.0,21833.0,26411.0,30679.0,39960.0,51111.0
25,25,2015,593894.0,0.1382300545215139,0.3008482995281986,0.4655645620262201,0.0953570839240672,4097212.0,0.0355292818628862,0.0751860045318621,0.3099554038209397,0.2235568967385627,0.077324531901205,0.1725373253812592,0.1059105557632848,796209.0,0.911878665023882,0.326543658762963,733744.0,0.9075658540308336,0.3325465012320373,1616311.0,0.8975784981974385,0.2665427631192264,950948.0,0.8421648712653058,0.2166711534174318,35129.0,21161.0,27375.0,32114.0,45607.0,57209.0
26,26,2015,100393.0,0.1615650493560308,0.3551044395525584,0.4235454663173727,0.059785044774038,706329.0,0.0203743581248964,0.0441465662601988,0.3148660185267772,0.2284870081789081,0.0860732038469325,0.2040621296874402,0.1019907153748465,128657.0,0.9385420148145844,0.3292008985131007,118633.0,0.95216339467096,0.3647973160924869,280108.0,0.9427363731132278,0.280913076384823,178931.0,0.9108539045777424,0.2898156272529634,31848.0,17549.0,26806.0,30429.0,39292.0,52284.0
27,27,2015,192977.0,0.1170294905610513,0.2617928561434782,0.4961212994294657,0.1250563538660047,1232583.0,0.0388274055378015,0.0509239540055314,0.2692459655860904,0.2375061152068461,0.101457670599059,0.1984093566112789,0.1036295324533926,252652.0,0.920242072099172,0.3471256906733372,232446.0,0.8970556602393674,0.3611204322724418,468794.0,0.926080538573446,0.2926850599623715,278691.0,0.8855614282484903,0.2276212723051695,36403.0,22266.0,29307.0,34836.0,46833.0,60470.0
28,28,2015,254123.0,0.1862523266292307,0.3494213432078167,0.4141104898021824,0.0502158403607701,1968167.0,0.0638670397379897,0.080104991090695,0.2790164655743136,0.2603254703488067,0.0810957606747801,0.1549401041679898,0.0806501684054249,411910.0,0.8726323711490374,0.2150372654220582,388122.0,0.8399395035581595,0.2489809905132922,746023.0,0.8533691320508885,0.2323708518370077,422112.0,0.8593169585323327,0.2490239557273899,33755.0,25316.0,30254.0,33253.0,45977.0,62155.0
29,29,2015,130063.0,0.1109231680031984,0.3180228043332846,0.4488824646517457,0.1221715630117712,937214.0,0.0194715401178386,0.0494999007697281,0.2849701348891502,0.1920404518071646,0.0973086189493541,0.219280761917769,0.1374285915489952,155315.0,0.947725589930142,0.4074107459034864,156414.0,0.9402547086577928,0.3963328090835858,407128.0,0.9400974632056748,0.3463603584130789,218357.0,0.89563421369592,0.3115585944119034,42178.0,29179.0,33726.0,40122.0,51426.0,67491.0
30,30,2015,792764.0,0.1162943826914441,0.2720582670252433,0.4593308979721581,0.1523164523111544,6166384.0,0.0518057260138194,0.0576196681880337,0.2849931175223599,0.1660775585821447,0.0635829685598561,0.2330874950376103,0.1428334660961756,1151980.0,0.9202694491223806,0.4366360527092484,1168897.0,0.9049907733529986,0.4331485152241814,2502556.0,0.9068148724743822,0.3721646988119347,1342951.0,0.822291356870057,0.28102886851419,45704.0,22278.0,31719.0,39832.0,60935.0,83032.0
31,31,2015,208145.0,0.1808450839558961,0.2987004251843667,0.4739052103101203,0.0465492805496168,1377548.0,0.0673805921826317,0.0862314779593887,0.268453077497118,0.2361848734127594,0.0771769840324983,0.1438178560747066,0.120755138840897,272426.0,0.8487882948029923,0.2169139509444766,246672.0,0.8421507102549134,0.2458892780696633,527856.0,0.8625723682216362,0.2760771877178624,330594.0,0.8217299769505798,0.2994186222375481,31109.0,18599.0,26477.0,29996.0,42423.0,57560.0
32,32,2015,1941151.0,0.119030410308111,0.261815283818724,0.4616343602326661,0.1575199456404988,13641473.0,0.0662168227727313,0.0742274679574559,0.2650023938030739,0.1595907568046354,0.0846731874189832,0.1999108160826913,0.1503785551604287,2875580.0,0.898077605213557,0.4408755798830149,2498772.0,0.8760443129665292,0.3967424799061299,5304674.0,0.8687851506049193,0.3242804364603743,2962447.0,0.7917289321969304,0.2697496360272436,40996.0,20814.0,30614.0,36736.0,55360.0,71684.0
33,33,2015,992108.0,0.1423887318719333,0.3082839771476492,0.4546128042511501,0.0947144867292673,6762644.0,0.0503609239226551,0.0841159167923078,0.2640254314732522,0.2148338726687372,0.0922439507387938,0.1888923917923226,0.105527512611931,1298130.0,0.8806444655003736,0.3207706470076186,1312886.0,0.8758170930301641,0.3315017450106102,2636083.0,0.8840605549976992,0.292249523250975,1515545.0,0.8114104167147792,0.2435011827428417,33096.0,20359.0,26632.0,31060.0,46171.0,59243.0
34,34,2015,93597.0,0.1028238084553992,0.2627220957936686,0.5038943555883202,0.130559740162612,492017.0,0.0368727096827955,0.0382629055500114,0.2757425048321501,0.2270673574287067,0.1305950810642721,0.2146775416296591,0.0767818998124048,114100.0,0.9482559158632778,0.3562313759859772,86540.0,0.9671712502888836,0.3224520452969725,184020.0,0.9445929790240192,0.2910498858819693,107357.0,0.8320836088936912,0.1983382546084559,40741.0,30667.0,33374.0,37644.0,45787.0,65049.0
35,35,2015,1087145.0,0.1374398079373036,0.3267880549512714,0.4383058377677311,0.0974662993436938,7896470.0,0.0296038609657226,0.0733882355026993,0.3374701607173838,0.2056522724711168,0.0860295803061367,0.1683041916197997,0.0995516984171408,1486363.0,0.9198479779165656,0.3205011158108752,1400811.0,0.9145516418703166,0.3187867599554829,3169742.0,0.9122038954589996,0.2587967727341846,1839554.0,0.8390093468308079,0.2021446502793611,36014.0,20775.0,29284.0,32285.0,50191.0,62324.0
36,36,2015,392378.0,0.1688524840842249,0.3241695507903093,0.4310613744909246,0.0759165906345411,2557863.0,0.0425964955902642,0.0843289886909502,0.3160352997795425,0.2369438863613883,0.07379441353974,0.16488959729274,0.0814113187453745,535955.0,0.8886305753281526,0.2535586010019497,479383.0,0.8778617514596888,0.2662422322026438,966494.0,0.8791197876034409,0.2444991898552914,576031.0,0.8444736481196324,0.2259756853363794,32950.0,22135.0,27321.0,32197.0,42195.0,55490.0
37,37,2015,363364.0,0.1516550896621569,0.3019121321870081,0.4493730804372475,0.0970596977135874,2804461.0,0.0368355987121946,0.0628573547644271,0.2335315056975297,0.2577493500533614,0.0875144992210624,0.2019083167852931,0.1196033747661315,553310.0,0.9103739314308434,0.3431765194917858,527375.0,0.8883128703484238,0.3683451054752311,1063998.0,0.9015035742548388,0.305169746559674,659778.0,0.8995222635492545,0.2922619426534379,33828.0,21904.0,26567.0,31625.0,44049.0,61139.0
38,38,2015,1214756.0,0.1238931933655812,0.3277044937419531,0.43086924452318,0.1175330683692856,8895727.0,0.0333967083297407,0.0697033530817661,0.356890673466036,0.1599952426597623,0.0831273261870558,0.1811542777785334,0.1157324184971054,1648641.0,0.920886960836228,0.3784165260963423,1501855.0,0.9157335428520064,0.3565697087934587,3564038.0,0.9131375703626056,0.2831167905617168,2181193.0,0.8392696107130364,0.2166681261126365,37775.0,21860.0,30304.0,35547.0,50791.0,66931.0
39,39,2015,114340.0,0.0972013293685499,0.2852982333391639,0.4873360153926884,0.1301644218995977,730083.0,0.0552252278165633,0.0681086944909003,0.2798243487384311,0.1845995592281973,0.0851314165649659,0.1933081581135295,0.1338025950474124,143020.0,0.9106208921829116,0.3627394769962243,123682.0,0.901109296421468,0.350471370126615,292849.0,0.8928628747238337,0.337887443699654,170532.0,0.8026470105317477,0.2617807801468346,41130.0,23540.0,34328.0,37783.0,50880.0,70840.0
40,40,2015,487006.0,0.128094931068611,0.3377063116265508,0.4476413021605483,0.0865574551442898,3319832.0,0.0442829637162362,0.0924272674038927,0.2943218211042004,0.2066119610871875,0.0941975377067273,0.1734554640114319,0.0947029849703238,631579.0,0.8894960092086659,0.2921059756578353,600449.0,0.8797999497043046,0.2846869592588213,1293850.0,0.877730803416161,0.2650740039417243,793954.0,0.8064232940447431,0.2416349058005879,32063.0,19637.0,26184.0,31663.0,44151.0,52733.0
41,41,2015,85681.0,0.1420735052111903,0.301618795298841,0.4595067751310092,0.0968009243589594,563108.0,0.0344907193646689,0.0543767802979179,0.3124764698778919,0.2129769067390269,0.1106253152148433,0.1963424423023647,0.078711366203286,111923.0,0.9196769207401516,0.3130187718342074,98348.0,0.9218997844389312,0.3164883881726115,218324.0,0.9356690056979536,0.2637593668126271,134513.0,0.8563261543493937,0.231501787931278,34248.0,24776.0,29135.0,32264.0,41273.0,51443.0
42,42,2015,633012.0,0.1046552040087707,0.3635886839428005,0.4403644796623129,0.0913916323861159,4473487.0,0.0530425147094425,0.0864023970562561,0.3313158169454834,0.2047541436914872,0.0671735494034072,0.1609438006637775,0.0963677775301459,865801.0,0.8979061008245544,0.3052941726794032,841160.0,0.8851728565314566,0.2950033287365067,1750746.0,0.8743729815747115,0.2458249226329804,1015780.0,0.7845173167418141,0.2049991139813739,32406.0,20461.0,26490.0,31615.0,45600.0,56896.0
43,43,2015,2787469.0,0.1598859036638613,0.3215802579329133,0.4392866790626191,0.0792471593406061,17472861.0,0.0892565905491951,0.0865098165663883,0.2532873122495508,0.2184227872012488,0.0689194517142899,0.1869336681611557,0.0966703735581711,3977864.0,0.8667199280820058,0.2943532006121878,3725435.0,0.8245861221575467,0.307044949113325,6548055.0,0.8218469453906542,0.2802905595631069,3221507.0,0.7762156034427365,0.2499584821637823,36361.0,21362.0,28000.0,35462.0,51887.0,70031.0
44,44,2015,341637.0,0.1270061498022755,0.309928374268595,0.4947005154593911,0.0683649604697383,1741949.0,0.0286742034353474,0.0561537679920594,0.242155195129134,0.262946848616119,0.0916266779337397,0.2114309890817699,0.1070123178118303,440506.0,0.9227797124216244,0.3133441996249767,402256.0,0.9128664333160972,0.3349682789069647,591345.0,0.9139182710600412,0.3212608544927242,307842.0,0.9097069275797324,0.2987344157067587,36431.0,23626.0,30517.0,32661.0,46255.0,70017.0
45,45,2015,67228.0,0.0835812459094424,0.2635062771464271,0.5077646218837389,0.1451478550603915,438654.0,0.0280471624560587,0.0550912564344563,0.2898115599082648,0.1711371604955158,0.0864371463613691,0.2230094789971139,0.1464662353472212,70733.0,0.9155839565690695,0.3890404761568151,69851.0,0.9440093914188772,0.3848763797225523,187986.0,0.9338674156586128,0.3587341610545466,110084.0,0.8714163729515643,0.3654754551070092,36529.0,21884.0,30898.0,36054.0,40348.0,55525.0
46,46,2015,827861.0,0.1017924506650271,0.3052674301603771,0.4736592254013657,0.11928089377323,5685318.0,0.0451065358173456,0.0656631695887547,0.2461000422491758,0.1983004292811765,0.0750978221446891,0.212691181038598,0.15704081988026,1172805.0,0.9232796585962714,0.3960334411944015,1095902.0,0.911516723210652,0.4238408178833509,2229167.0,0.8993852860732282,0.3693532157976499,1187444.0,0.8159685846237802,0.294528415655812,41361.0,22657.0,29674.0,35656.0,55799.0,78049.0
47,47,2015,669067.0,0.138479404902648,0.3138639329095591,0.4435968296149713,0.1040598325728215,4889314.0,0.039239247060017,0.0524363949625653,0.2306354224744003,0.2395307398952082,0.0964143436073036,0.2167394035236845,0.125004448476821,1050364.0,0.912416076712454,0.3556976438644127,926769.0,0.903512094168018,0.3724293756049242,1875555.0,0.914552759049988,0.3316159750047319,1036626.0,0.8972117234180891,0.3184957737891968,41140.0,24751.0,31319.0,37293.0,55795.0,71123.0
48,48,2015,164334.0,0.1155999367142526,0.3723757712950454,0.4322903355361641,0.0797339564545377,1300347.0,0.0446419301924793,0.0954091484811361,0.4070375061425911,0.1880336556319198,0.069226906356534,0.1170887463115614,0.0785621068837779,217874.0,0.9066341096229932,0.2618761302404142,230444.0,0.9149034038638456,0.214794049747444,515668.0,0.8734398876796698,0.1849949967808745,336361.0,0.7713765864651372,0.1559752765629784,31634.0,18618.0,26658.0,30816.0,41512.0,52317.0
49,49,2015,560301.0,0.1110224682804421,0.3143756659367018,0.4632884824406881,0.1113133833421678,3918997.0,0.0296706019422826,0.0559492645694804,0.3122298894334443,0.2133114671942846,0.1049758394813775,0.1894729697420028,0.0943899676371275,725456.0,0.933022815994354,0.3357543393396704,696695.0,0.9176799029704532,0.3352428250525696,1596083.0,0.927768167444926,0.2735427919475365,900763.0,0.8730909240277409,0.2206174099069344,37222.0,22730.0,30884.0,35361.0,47383.0,61217.0
50,50,2015,57860.0,0.1547355686138956,0.3414621500172831,0.4574144486692015,0.0463878326996197,388747.0,0.0199950096077911,0.0582692599557038,0.287667814799857,0.2630142483414663,0.1085847607827198,0.1726264125510936,0.0898424939613681,82440.0,0.9166181465308104,0.2666302765647744,72140.0,0.946534516218464,0.2818824507901303,151620.0,0.9206371191135734,0.2430550059358923,82547.0,0.9071922662240904,0.2770058269834155,37811.0,25376.0,32377.0,35229.0,46092.0,61476.0
1,1,2016,463070.0,0.1368454013432094,0.3211285550780659,0.4709698317748936,0.0710562118038309,3300713.0,0.0478069435300797,0.1011590526046948,0.3063689572525693,0.215477989149617,0.0821125617404482,0.1535062272908914,0.0935682684316994,629565.0,0.8739590034388824,0.2626813752352815,598269.0,0.8682933596759986,0.2833156991253098,1288927.0,0.8611876390206737,0.2434521117177311,783952.0,0.8027583321427842,0.2128395616058126,33888.0,20524.0,27144.0,31547.0,48304.0,57307.0
2,2,2016,75647.0,0.1395032188983039,0.3928510053273758,0.3936177244305788,0.0740280513437413,478951.0,0.0216974178986994,0.0471551369555549,0.2796277698553714,0.2706957496695904,0.0852258372985963,0.189708341771914,0.1058897465502734,121629.0,0.9389619251987602,0.2755346175665343,92373.0,0.9410000757797192,0.3050674980784428,189117.0,0.9367534383476896,0.2969590253652501,75832.0,0.8926310792277666,0.3128494566937441,43493.0,27147.0,32063.0,41663.0,51665.0,75950.0
3,3,2016,673240.0,0.1553472758600202,0.3299640544233854,0.4379181272651655,0.0767705424514289,4626409.0,0.0573263193980471,0.0754848955204782,0.2389535814926869,0.2550003685363745,0.0844808576154853,0.1806539369951943,0.1081000404417335,929487.0,0.8692310919894523,0.2710032523316625,849315.0,0.8513084073635813,0.3018691533765446,1677781.0,0.8696379324834409,0.2909193750555048,1169826.0,0.8735829089112398,0.2902303419482897,35919.0,21300.0,27708.0,34251.0,50479.0,62034.0
4,4,2016,290440.0,0.1556156176835146,0.3313489877427351,0.4371470871780746,0.0758883073956755,1990448.0,0.0503188226972018,0.0901631190566144,0.3426208572140543,0.2259335586762377,0.0669773839859167,0.141982106540839,0.0820041518291359,382578.0,0.8882267145523266,0.2482134362143144,364966.0,0.8733799860808952,0.2583610528103988,757274.0,0.8716369504300954,0.2155996376476678,485630.0,0.8075860222803369,0.1921442250272841,31687.0,22442.0,26629.0,30419.0,45963.0,56296.0
5,5,2016,3852527.0,0.1169403874392054,0.2989258738485155,0.4837645524612806,0.1003691862509983,26304241.0,0.0971762310115695,0.0784100176089475,0.2049454686793662,0.2129845905837009,0.0772413467470891,0.2062847584159527,0.1229575869533737,5902164.0,0.8799824945562339,0.3546585625204586,5168066.0,0.8184479455177236,0.3537814726050325,9885572.0,0.8100330461403751,0.3142558670353116,5348439.0,0.7954365750455413,0.3051828767234701,40005.0,21558.0,30231.0,36985.0,60121.0,82271.0
6,6,2016,534527.0,0.1268130515390242,0.3207097115767772,0.4360584217448323,0.1164188151393662,3745506.0,0.0342300880041308,0.0513620856567844,0.2195014505383251,0.2102161897484612,0.0861109286702517,0.2494383936376019,0.1491408637444446,837560.0,0.9155379913080854,0.4044164000191031,745669.0,0.9005403201688685,0.4226862052733853,1419221.0,0.9230267872304596,0.3961144881593494,743056.0,0.9105881656295084,0.3725156650373592,40893.0,25649.0,31515.0,36440.0,51136.0,65657.0
