id,state_id,year,18-24_count,18-24<hs_grad,18-24_hs_grad/equiv,18-24_some_college/associate,18-24_bachelor/higher,25+_count,25+<9th_grade,25+_9th-12th_grade_nongrad,25+_hs_grad/equiv,25+_some_college,25+_associate's,25+_bachelor's,25+>bachelor,25-34_count,25-34_hs_grad/higher,25-34_bachelor/higher,35-44_count,35-44_hs_grad/higher,35-44_bachelor/higher,45-64_count,45-64_hs_grad/higher,45-64_bachelor/higher,65+_count,65+_hs_grad/higher,65+_bachelor/higher,25+_earnings,25+<hs_grad,25+_hs_grad/equiv.1,25+_some_college/associate,25+_bachelor's.1,25+>bachelor.1
49,49,2019,543737.0,0.1029891289354963,0.3337771753623535,0.4453605327575647,0.1178731629445853,4015285.0,0.0246064725168948,0.047832221125026,0.304683727307028,0.2003023446654471,0.1091780533635844,0.2066797251004598,0.1067174559215597,737315.0,0.9457070587198144,0.3716511938587984,714436.0,0.9286108202834124,0.3757663387623244,1543638.0,0.9307829944585452,0.2967949739511465,1019896.0,0.9088318808976602,0.2527218461490191,42222.0,29561.0,33547.0,40482.0,52425.0,67112.0
50,50,2019,54723.0,0.1142481223617126,0.3368236390548764,0.459934579610036,0.088993658973375,389847.0,0.0167912027025987,0.0377173609133839,0.3014028580443097,0.239850505454704,0.1129520042478203,0.1877223628756922,0.103563705761491,76649.0,0.9379117796709676,0.264413103889157,73671.0,0.9485550623718968,0.3347178672747757,140738.0,0.9521593315238244,0.2685273344796714,98789.0,0.9395884157143002,0.3121703833422749,40800.0,29982.0,36929.0,36885.0,47962.0,61288.0
1,1,2021,468727.0,0.1343681929993365,0.3627335314586102,0.4119220783099757,0.0909761972320775,3451208.0,0.0368137765095583,0.0838590429785744,0.3127267322050713,0.2044681166710323,0.0878034589627747,0.1658190407532666,0.108509831919722,633583.0,0.9065142214989984,0.2921180019034601,637640.0,0.8841556364092591,0.3114484662191832,1294176.0,0.8777090596642187,0.2687795168508765,885809.0,0.858769779941274,0.2429925638597034,40362.0,25395.0,31997.0,36662.0,52385.0,65470.0
2,2,2021,67493.0,0.1320877720652512,0.4991776925014446,0.3335160683330123,0.0352184671002918,485779.0,0.0217135775733409,0.0451686878189464,0.2788778436284813,0.2434234497580175,0.0829101299150436,0.2087821828444622,0.1191241284617078,112341.0,0.9375027817092602,0.2961518946778113,102955.0,0.9466563061531738,0.3470156864649604,172073.0,0.9296635730184284,0.327430799718724,98410.0,0.9199878061172644,0.3449954272939742,50554.0,31565.0,39150.0,44785.0,60141.0,80892.0
3,3,2021,681735.0,0.1469779313076195,0.3587508342684474,0.389287626423757,0.104983608000176,4980297.0,0.0469124632526935,0.0633948136024819,0.2345356110288201,0.2370322492815187,0.0938307494512877,0.1979145018861325,0.1263796114970653,1000536.0,0.9112015959445736,0.3268508079669297,915424.0,0.8873964414304192,0.3468993602964309,1730352.0,0.8734997272231315,0.3118140124090358,1333985.0,0.8961405113250899,0.3230523581599493,44330.0,30289.0,35309.0,41543.0,57474.0,74205.0
4,4,2021,284335.0,0.1148363725886718,0.4004888599715124,0.3878418063200098,0.0968329611198058,2037763.0,0.044489962767996,0.0688156571691605,0.3410906960230409,0.213584700477926,0.0792741844856344,0.1590651120861454,0.0936796869900964,384776.0,0.9184564525854004,0.2706847620433706,383984.0,0.8935502520938372,0.2926658402433434,743850.0,0.8810553202930699,0.2372400349532835,525153.0,0.866397030960501,0.2323722800783771,37936.0,28714.0,31600.0,35644.0,51046.0,63107.0
5,5,2021,3558188.0,0.0954030534642913,0.341475773624103,0.440931451626502,0.1221897212851035,26909869.0,0.0884678033921309,0.0670468518445779,0.2073215964001905,0.1965041524356733,0.0787917250730577,0.2214068749275591,0.1404609959268103,5827869.0,0.9144100527997456,0.3981733288788749,5414686.0,0.8532912157787174,0.3969561669873377,9702788.0,0.8130233289648295,0.33946109097715,5964526.0,0.8193494336347934,0.3309907610428724,50014.0,28501.0,36311.0,43044.0,71142.0,99341.0
6,6,2021,525940.0,0.1231205080427425,0.3515439023462752,0.3844621059436438,0.1408734836673384,4044182.0,0.0333889523270713,0.042268869205194,0.2013690283968426,0.1961924562247693,0.0826265979127546,0.2738029594118167,0.1703511365215512,901297.0,0.9432917229281802,0.4746016019136866,850293.0,0.9146153149561388,0.4705095772868882,1412425.0,0.9163969768306282,0.4368826663362656,880167.0,0.9270842919582306,0.3991833367985848,51409.0,32220.0,39362.0,42459.0,63777.0,79017.0
7,7,2021,343982.0,0.0895453831886552,0.3085364931885971,0.4201324487909251,0.1817856748318226,2534376.0,0.042786863511965,0.0460677500102589,0.2552012803151545,0.1604607998181801,0.0742076156024204,0.2318874547423113,0.1893882359997095,450863.0,0.9460900539631772,0.4652921175612104,451126.0,0.9081210127547514,0.4790457654845874,983215.0,0.915806817430572,0.4166362392762519,649172.0,0.8819172730801698,0.3575862791371162,53008.0,30190.0,39819.0,45344.0,69915.0,88250.0
8,8,2021,83763.0,0.1238255554361711,0.3619378484533744,0.4200422620966297,0.0941943340138247,711104.0,0.0328011092610926,0.0536363176131761,0.2831737692376924,0.1812435311853118,0.0929498357483574,0.2057294010440104,0.1504660359103591,128564.0,0.9134750007778228,0.359027410472605,122088.0,0.9077304894829958,0.3927331105432147,258901.0,0.9118273007829248,0.3515397777528862,201551.0,0.9193802064986032,0.3382369722799688,47422.0,30387.0,34262.0,43479.0,61378.0,73888.0
9,9,2021,1731183.0,0.1323366738236223,0.3389456804970936,0.4134224977948605,0.1152951478844235,15762122.0,0.0438468246851534,0.0582043458361761,0.2768323960441367,0.1891092455698541,0.1003991721419235,0.2060776461443453,0.1255303695784108,2738541.0,0.9201578504758556,0.3359916831626767,2728862.0,0.899498398966309,0.3696365004899478,5695723.0,0.8985526508223802,0.324351974279648,4598996.0,0.8830568671944921,0.3154194959073676,40465.0,25755.0,31711.0,37236.0,51381.0,67954.0
10,10,2021,1043171.0,0.1425959885771364,0.3738006520503349,0.3731928897563295,0.110410469616199,7234271.0,0.0420184701402532,0.0682728086907443,0.2668376675410694,0.1923306439584582,0.0842614273089852,0.2092835615364699,0.1369954208240194,1464846.0,0.9134257116447736,0.3662146054943659,1448368.0,0.8924824354031572,0.3839265987649548,2735370.0,0.8916365976083674,0.3426881920910151,1585687.0,0.8619399667147426,0.2996694807991741,43055.0,27341.0,32398.0,38476.0,60454.0,72973.0
11,11,2021,115665.0,0.0658626204988544,0.4323866338131673,0.3640600008645657,0.1376907448234124,1021687.0,0.0332068431917015,0.0374713586450644,0.2633830126056218,0.202499395607461,0.1104144419964235,0.2220337539774901,0.1309911939762373,197767.0,0.9551239590022602,0.3451991484929235,190893.0,0.95447187691534,0.4062170954409014,350460.0,0.928750784682988,0.3449694686982822,282567.0,0.8949806594542179,0.332558295908581,44841.0,28885.0,35586.0,41095.0,55171.0,73122.0
12,12,2021,173371.0,0.1326461749658247,0.4080324852483979,0.392482018330632,0.0668393214551453,1257566.0,0.0316643420703167,0.0557370348753067,0.2689974124618509,0.2358389142200091,0.1006102264215158,0.2017882162844733,0.1053638536665272,246440.0,0.9285505599740302,0.3077544229832819,253434.0,0.9168106883843524,0.3271581555750215,443682.0,0.9007419728544318,0.3008663862856731,314010.0,0.9134326932263304,0.2994140314002739,40800.0,30768.0,32925.0,37877.0,50581.0,68649.0
13,13,2021,1140595.0,0.1059131418251,0.3249286556577926,0.4061502987475835,0.1630079037695238,8730697.0,0.0457091799199995,0.0525652190197414,0.2514109698229133,0.1956069486777516,0.0833078962653268,0.2213204741843635,0.1500793121099037,1705429.0,0.9379135689612408,0.4413147659621128,1684439.0,0.9056320828477612,0.4371870990875894,3237520.0,0.8953646618399269,0.3477822530826064,2103309.0,0.8790458273130577,0.2983779368604423,48354.0,29695.0,35334.0,41652.0,63725.0,81737.0
14,14,2021,660956.0,0.1340512832926851,0.3661015256688796,0.3818816986304686,0.1179654924079666,4559631.0,0.0362237645984949,0.0573658263135766,0.3329207999506978,0.1938108588173034,0.0908863019836473,0.1848985148140277,0.1038939335222521,882725.0,0.9178215185929932,0.3281633577841343,871732.0,0.9020490242413952,0.3458987395208619,1689595.0,0.910943746874251,0.2769864967640174,1115579.0,0.8939232452385711,0.230896243116803,42955.0,30634.0,36144.0,40528.0,54525.0,70183.0
15,15,2021,318834.0,0.1086301962776868,0.3072194308009811,0.4691218627875321,0.1150285101338,2137261.0,0.0274365180480998,0.0393152731463307,0.3025704394549847,0.2057423028820532,0.1195249433737854,0.2067496669803079,0.098660856114438,390807.0,0.9479180260333104,0.3556333433126837,408966.0,0.9312925768890324,0.3616217485072108,769907.0,0.931609921717818,0.2952174743183267,567581.0,0.9267787329033212,0.2441536978862928,44644.0,32775.0,36727.0,41100.0,55434.0,70977.0
16,16,2021,290243.0,0.1194585226861629,0.3177854418538948,0.4379468238682759,0.1248092115916662,1942133.0,0.0346294512270786,0.0464267895144153,0.2541767221915286,0.2245155197918989,0.0862839980578055,0.2201002711966688,0.1338672480206041,376531.0,0.9226199170851802,0.3689151756429085,378985.0,0.9060094726704224,0.4041004261382376,696941.0,0.9180102763361604,0.3538333947923855,489676.0,0.927456113838538,0.3038641877486338,44350.0,30885.0,34137.0,40240.0,55916.0,67095.0
17,17,2021,416072.0,0.1033523044088523,0.3874882231921398,0.394859543540541,0.1142999288584668,3077867.0,0.0466124754578414,0.0735096740697372,0.3274845859161556,0.1930138631721253,0.0895776198256779,0.1587287559858824,0.1110730255725799,582979.0,0.9132507345890676,0.3140919312702516,573400.0,0.904942448552494,0.3334949424485525,1153072.0,0.879021431445738,0.246616863474267,768416.0,0.8371402990047058,0.2234622912589014,40448.0,25571.0,32207.0,37420.0,51906.0,62124.0
18,18,2021,424818.0,0.1488260855236831,0.3847553540575023,0.380661836362866,0.0857567240559486,3117186.0,0.0430170031560516,0.0902111712294357,0.3283224036037631,0.2062247809402454,0.0677652857416913,0.1679319103832751,0.0965274449455374,610641.0,0.8936772997555028,0.2884542636344431,621977.0,0.8848092453579474,0.3022539418660175,1118238.0,0.8617306870272697,0.2491982923134431,766330.0,0.8380488823352864,0.236933175002936,40562.0,26784.0,31701.0,36877.0,52491.0,63934.0
19,19,2021,107494.0,0.093158687926768,0.3879100228849982,0.4258098126407055,0.0931214765475282,1015078.0,0.0187699861488476,0.035949946703603,0.2961299525750731,0.1837159311895243,0.105555435148826,0.2216450361450056,0.1382337120891202,165666.0,0.9634083034539376,0.3948969613559813,167449.0,0.958178311008128,0.4132959886293737,384862.0,0.9437174883464724,0.326537823947285,297101.0,0.9299261867176484,0.3534353637315256,44074.0,34255.0,36407.0,40542.0,51486.0,68177.0
20,20,2021,531772.0,0.1119145047125459,0.3267095672581482,0.3925667391287996,0.1688091889005062,4273260.0,0.0374877728010933,0.0516287330983839,0.2384706289811525,0.1779323046105315,0.0689969718669119,0.2238415167810992,0.2016420718608275,816525.0,0.9287480481307984,0.4413471724686935,829291.0,0.9097928230259342,0.4804984016467079,1624061.0,0.9122268190665253,0.4183414292936041,1003383.0,0.8950729681487528,0.3786649763848899,56979.0,29480.0,40160.0,48351.0,71896.0,93565.0
21,21,2021,688028.0,0.0964277616608626,0.3039919886981344,0.4068075717848692,0.1927726778561337,4934755.0,0.0451029483733235,0.0438968094667313,0.2277993537673096,0.1407239062526913,0.0763093608497281,0.253456959869335,0.212710661420881,979614.0,0.9525241574742704,0.5800243769484715,899535.0,0.9216195034100952,0.5276059297303607,1839159.0,0.9059167804414952,0.4337226960801105,1216447.0,0.8773937541051933,0.378099497964153,59269.0,30956.0,40724.0,47201.0,71344.0,90944.0
22,22,2021,926979.0,0.1169066397404903,0.3440185807876985,0.4173999626744511,0.12167481679736,6971895.0,0.0250762525826909,0.0552889852758826,0.287334361748133,0.2179951074994675,0.0975807868592398,0.1919366255515896,0.1247878804829963,1314354.0,0.9279752638938976,0.3565957116575899,1214574.0,0.9221809457472332,0.3705966042414871,2619683.0,0.9217928276054774,0.308824770019884,1823284.0,0.9088255038710372,0.2634460676449747,43495.0,26888.0,32639.0,39894.0,59740.0,75841.0
23,23,2021,499667.0,0.115957227513524,0.3133026595712744,0.4365887681195676,0.1341513447956339,3898742.0,0.0264864923095706,0.0322111593944918,0.2332849929541375,0.2011441126394103,0.1179206010554173,0.2549240242108865,0.1340286174360858,742562.0,0.9516444418109196,0.4562124105461901,770652.0,0.940600945692738,0.448389156195014,1426256.0,0.9428328434727006,0.3718210475538753,959272.0,0.9315845766372832,0.3146094121375376,50872.0,30394.0,37474.0,45192.0,63482.0,80120.0
24,24,2021,289913.0,0.1379413824147244,0.3432684977907165,0.4331851279521788,0.0856049918423803,1968167.0,0.0475615128187801,0.0875840312331219,0.2978339744544035,0.2177076437111281,0.1015376235858034,0.1542836558076626,0.0934915583891001,356944.0,0.9010741180689408,0.2678095163386974,383035.0,0.872147453888026,0.263482449384521,731243.0,0.8659392295037355,0.2363318349714117,496945.0,0.8316212055660083,0.2381168942237068,37148.0,26126.0,31810.0,33729.0,45353.0,59223.0
25,25,2021,558016.0,0.1182277927514623,0.3353183421263906,0.4185632670030967,0.1278905981190503,4226634.0,0.0255468062765784,0.0585354681763313,0.3084946555580634,0.2072275479731625,0.0830062408999691,0.194768461144258,0.122420819971637,800642.0,0.9400606013674028,0.3719115409883568,796300.0,0.9210033906819038,0.3643325379881954,1544924.0,0.9152281924547744,0.3066681597282455,1084768.0,0.8953472078822384,0.257177571609782,42084.0,26315.0,33899.0,39481.0,53855.0,65480.0
26,26,2021,102666.0,0.1062377028422262,0.397580503769505,0.3714764381586893,0.1247053552295794,766758.0,0.0141061456156962,0.0423758213151998,0.2680467631247408,0.2369339478688191,0.0905526906794581,0.2235085907157147,0.1244760406803711,139869.0,0.93679085429938,0.3632613373942761,140486.0,0.9491194852156086,0.3999757983001865,269105.0,0.943761728693261,0.3373961836457888,217298.0,0.9439249325810638,0.3176513359533912,40537.0,22977.0,33327.0,36712.0,50126.0,65176.0
27,27,2021,188954.0,0.1179969728081967,0.2969876266181186,0.4358097738073817,0.1492056267663029,1292536.0,0.0373947031262572,0.0409899608212073,0.2515984080907611,0.2174159946028582,0.1081145902319161,0.2216650058489666,0.1228213372780332,252836.0,0.9255208910123558,0.4136792228954737,258269.0,0.91749300148295,0.3990645412341396,458598.0,0.9232399617966062,0.3296067579884779,322833.0,0.9195466386645728,0.2677700235106076,44532.0,31507.0,35527.0,40907.0,53663.0,69714.0
28,28,2021,253546.0,0.1368035780489536,0.4287190490088584,0.3523542079149345,0.0821231650272534,2192826.0,0.0588774485526895,0.0695654830798248,0.2724269960316048,0.2337285311283248,0.089672413588675,0.1793156410950983,0.0964134865237825,451763.0,0.8961557276713675,0.2763373715864292,433819.0,0.8634637948084339,0.295272913357875,787676.0,0.8552006154814924,0.2634788923364429,519568.0,0.8817228928648415,0.2774535768176639,41237.0,30979.0,35697.0,40173.0,52227.0,71112.0
29,29,2021,124420.0,0.0832502813052563,0.343449606172641,0.4272705352837164,0.1460295772383861,1008318.0,0.0209636245708199,0.0346537501066131,0.2656939576601826,0.177778240594733,0.0984431498793039,0.245315465954193,0.1571518112341543,178294.0,0.9645809729996524,0.4459263912414327,166486.0,0.9485422197662264,0.4466441622719027,395797.0,0.9430314024613629,0.3856244488967829,267741.0,0.930343130114551,0.3709555129770935,51953.0,35895.0,41699.0,45391.0,64230.0,78476.0
30,30,2021,771827.0,0.0951521519718797,0.3082698584009111,0.4028221350121206,0.1937558546150886,6474427.0,0.0450402792401551,0.0451504048157466,0.2547595331602318,0.1539011869312913,0.0701226533251514,0.257065683187099,0.1739602593403246,1185697.0,0.9495874578412528,0.5045175959794113,1223127.0,0.91708628785073,0.5065753597132595,2501982.0,0.9106428423545812,0.414534956686339,1563621.0,0.8726193879463118,0.3425868544871168,56121.0,28336.0,37180.0,46071.0,71258.0,94788.0
31,31,2021,193520.0,0.1913290615957007,0.3699927656056221,0.3567383216205043,0.0819398511781728,1450549.0,0.0509724249232532,0.0742174169917734,0.2567972540052077,0.2266672825254438,0.0908180282086299,0.1597636481084058,0.140763945237286,279475.0,0.8978119688702031,0.272181769389033,273961.0,0.8638638346333968,0.2938666452524264,505316.0,0.8719177702665263,0.2996006459324462,391797.0,0.8697871601875461,0.3266002547237472,39826.0,22117.0,32058.0,36168.0,49976.0,69168.0
32,32,2021,1745253.0,0.095390181251658,0.2977436509205255,0.4170277890941886,0.1898383787336277,13987094.0,0.058836524584735,0.0608152057889937,0.2437551359846441,0.1488256960309268,0.0885646439496295,0.2220503415505751,0.1771524521104955,2793961.0,0.9293948627056712,0.4964607594737364,2556851.0,0.891065220460637,0.4654702209866746,5158945.0,0.8754853947851741,0.3648304062167749,3477337.0,0.8402749000168808,0.3233270171973553,50570.0,27130.0,35242.0,42154.0,64928.0,82907.0
33,33,2021,1005784.0,0.1069593471361644,0.3421410561313363,0.4264971405391217,0.1244024561933775,7245632.0,0.0404167641966911,0.0626090312066635,0.2487835429676803,0.198318517970551,0.1007435928294453,0.2171903016879686,0.1319382491409997,1376664.0,0.9256935606654928,0.3871431227953952,1350937.0,0.8906899433504301,0.398814304442028,2721662.0,0.898080658068489,0.341191154522494,1796369.0,0.8780144836612077,0.2946560534055085,42244.0,26097.0,32075.0,37845.0,55494.0,70335.0
34,34,2021,85620.0,0.0966479794440551,0.2835552441018453,0.4878182667601027,0.1319785096939967,506739.0,0.0282788575578354,0.0354758564073418,0.2630861252044938,0.210755438203888,0.1449878537077272,0.2236141287724055,0.093801740146308,110330.0,0.9586875736427084,0.3661651409408139,100570.0,0.9482847767723972,0.3636074376056478,171999.0,0.9366275385322008,0.3077866731783324,123840.0,0.9059431524547804,0.2498465762273901,46025.0,30064.0,39631.0,42412.0,54510.0,67774.0
35,35,2021,1058634.0,0.1169743272934744,0.3741973146526561,0.3847817092592907,0.1240466487945786,8117973.0,0.0270881659744372,0.0554834316398933,0.3282542329224303,0.1923567619650866,0.0896089454842976,0.1892866605986494,0.1179218014152055,1539983.0,0.9323031488009932,0.3607046311550192,1460736.0,0.9237774656063792,0.3675482770329478,3014685.0,0.9208122905046464,0.2937112832684012,2102569.0,0.8972709100153193,0.2454582941154368,43794.0,28017.0,35087.0,40348.0,58453.0,74866.0
36,36,2021,388812.0,0.1496635906299188,0.4019577585053959,0.3694536176866969,0.0789250331779883,2639889.0,0.038728143493912,0.0741606938776592,0.3074602757918988,0.2192952052150677,0.081107955675409,0.1830258772243833,0.0962218487216697,529075.0,0.9012502953267496,0.2846741955299343,528611.0,0.8829876790305158,0.3018552394861249,937029.0,0.8813537254449969,0.2695893083351742,645174.0,0.8872567710416105,0.2703022750451816,40163.0,27597.0,31976.0,37329.0,50771.0,65294.0
37,37,2021,356854.0,0.1272817454757407,0.3602705868506448,0.4123114775230206,0.1001361901505938,3030635.0,0.0327743195732907,0.0484832386612046,0.2192910066702192,0.246464849775707,0.0896762559661589,0.2244763886116276,0.1388339407417917,595688.0,0.9323253112367548,0.3797004472139778,594829.0,0.9148326661948224,0.413584408292131,1050222.0,0.9052076608564664,0.340629885871749,789896.0,0.9294388121980616,0.3432464526975703,45562.0,31335.0,36031.0,40827.0,57419.0,78702.0
38,38,2021,1127884.0,0.1160092704568909,0.3675750343120392,0.3785832585620507,0.1378324366690191,9161945.0,0.0293710560366821,0.0517562591785914,0.3326781594956093,0.1521806777927612,0.0885648189330977,0.2060394381324053,0.1394095904308528,1694898.0,0.9331599895686938,0.4226726328074019,1613651.0,0.9296669478096564,0.4264174843259168,3388493.0,0.9228763347010012,0.3210689825831129,2464903.0,0.8964782792669732,0.2728582017223396,47140.0,28562.0,35528.0,41521.0,61170.0,78261.0
39,39,2021,113825.0,0.1105908192400614,0.3172325938941357,0.4182033823852405,0.1539732044805622,773464.0,0.0475885109067778,0.0610345148578343,0.277234622425866,0.1687163203458725,0.080410982282304,0.2089224579295222,0.1560925912518229,147146.0,0.9291587946665216,0.436416892066383,137307.0,0.9101575302060346,0.3963090009977641,288810.0,0.8852913680274229,0.3468820331705965,200201.0,0.8595061962727459,0.3172311826614252,50500.0,31280.0,40297.0,44680.0,62069.0,81413.0
40,40,2021,476311.0,0.1324113866780318,0.3495090392621627,0.4041624064949161,0.1139171675648893,3598398.0,0.0321898800521787,0.07174442626969,0.2853964458628534,0.1927499403901403,0.1026023247011586,0.1958482635884079,0.1194687191355708,660935.0,0.9118355057607784,0.3323413043642718,651268.0,0.8973709747753613,0.3559963025973946,1318972.0,0.9053732755509594,0.3060716982619798,967223.0,0.8717183110823461,0.2889002846292944,40974.0,27014.0,32587.0,38235.0,51257.0,63545.0
41,41,2021,84378.0,0.1487828580909715,0.3260565550261917,0.4216738960392519,0.1034866908435848,590377.0,0.024467416582963,0.045001753117076,0.2929839746467088,0.2007242829581775,0.1201672829395454,0.2155537902052417,0.1011014995502873,110211.0,0.9292085182059868,0.3410004446017185,112477.0,0.9395165233781128,0.3910488366510486,209806.0,0.9393773295329972,0.3050961364307979,157883.0,0.9132965550439248,0.2620231437203499,42204.0,28754.0,35069.0,40249.0,51375.0,61699.0
42,42,2021,623070.0,0.108093793634744,0.3844463703917697,0.388251721315422,0.1192081146580641,4814533.0,0.037951344398304,0.064664631024442,0.3120624575633815,0.2029769034712193,0.0775423078416951,0.1920028380738069,0.1127995176271509,939035.0,0.9346712316367336,0.3500210322298955,901748.0,0.9084056743125574,0.3429139848383362,1786396.0,0.8948547802390959,0.2917309487929888,1187354.0,0.863329723064899,0.2597624634270824,41181.0,27481.0,32457.0,39041.0,53286.0,67850.0
43,43,2021,2846706.0,0.1395932702569215,0.3654402667504126,0.3856573176155177,0.1093091453771481,19224688.0,0.0759283583691969,0.0701808528700179,0.24569844774594,0.2016354179584084,0.0753974784922387,0.2121137674640025,0.1190456771001953,4239952.0,0.9003479284671148,0.3526780491854624,4142711.0,0.8574315224981902,0.3666193466066061,6949614.0,0.8404268208277467,0.3191443438441329,3892411.0,0.8235561455355048,0.2914314546947894,43802.0,26881.0,32742.0,40333.0,61341.0,77567.0
44,44,2021,381791.0,0.1125720616777242,0.3510218941777046,0.4608123292586781,0.075593714885893,2010727.0,0.0269778045453211,0.0412800942146795,0.2213179611155567,0.2472618112752253,0.0950879955359429,0.2411476048215396,0.1269267284917346,485796.0,0.9552507636950488,0.3828088333374503,467144.0,0.9296983371294504,0.402259260527803,669667.0,0.919800438128204,0.3503084368798224,388120.0,0.9253813253632897,0.3391399567144182,46555.0,34424.0,36870.0,41461.0,56175.0,81947.0
45,45,2021,66098.0,0.090834821023329,0.3078459257466187,0.4593028533389815,0.1420163998910708,462705.0,0.016783911995764,0.0377367869376816,0.2618493424536151,0.1575690774899774,0.0816719075869074,0.2601506359343426,0.1842383376017116,76472.0,0.9651767967360604,0.5031122502353803,78268.0,0.9558184698727448,0.4874533653600449,174792.0,0.9441221566204404,0.4321364822188658,133173.0,0.9298731724899192,0.4014402318788343,45731.0,29953.0,38339.0,41332.0,49075.0,67439.0
46,46,2021,817784.0,0.087247977461041,0.3546890132357688,0.418848987018577,0.139214022284613,5942672.0,0.035236842955492,0.0509149756203943,0.2390505483055433,0.1799259659627857,0.0768004695530899,0.2347218557578139,0.1833493418448805,1156787.0,0.9476022811459672,0.4495174997644337,1178430.0,0.9205680439228464,0.470425905654133,2200975.0,0.9147991231158918,0.418432740035666,1406480.0,0.8789680621125078,0.3477760081906603,51330.0,28780.0,35070.0,42361.0,65495.0,92057.0
47,47,2021,661761.0,0.1272604459918309,0.348013859988727,0.3943145637171124,0.1304111303023297,5401149.0,0.0359245782702902,0.0405971025794696,0.216375441595853,0.2165789168193656,0.1008546514824901,0.2383687248768734,0.1513005843756578,1165183.0,0.9400686415781898,0.4284485784636405,1100352.0,0.923748945791892,0.426811602105508,1883974.0,0.9129043182124594,0.3653176742354194,1251640.0,0.9237120897382634,0.3575700680706912,53232.0,32285.0,40493.0,46249.0,72286.0,96132.0
48,48,2021,156128.0,0.1113957778233244,0.4315881840541094,0.3601468026234884,0.0968692354990776,1265439.0,0.0324227402506165,0.0793708744554261,0.3914143629206939,0.1760266595229007,0.0795937220205794,0.1417500171877111,0.099421623642072,201957.0,0.9046826799764306,0.2761776021628366,222511.0,0.9099640017796872,0.2957426823842417,472196.0,0.8953612482951995,0.2269735448839041,368775.0,0.8568937699139041,0.207253745508779,39449.0,22882.0,31479.0,36032.0,50534.0,64636.0
49,49,2021,544964.0,0.1075098538619064,0.3581777878905762,0.4015439551970405,0.1327684030504767,4076339.0,0.0240301407709221,0.0427145534264937,0.2998661298778143,0.1948601428880179,0.1131198852696009,0.2150132753924538,0.110395872374697,737899.0,0.9439584550189118,0.3766626597949041,747903.0,0.936523854029199,0.3772347483564045,1536290.0,0.933813277441108,0.3113735037004732,1054247.0,0.9226319828275537,0.2732224990917688,46322.0,30530.0,36939.0,42701.0,58745.0,70880.0
50,50,2021,51926.0,0.1098871470939413,0.3700458344567269,0.4200400570041983,0.1000269614451334,395348.0,0.0182725092829608,0.0458633912401226,0.2727065774962817,0.246909052277993,0.1238023209931503,0.1852924512075437,0.1071536975019476,70511.0,0.905376466083306,0.2847640793635035,80122.0,0.9374578767379744,0.3180899128828536,140893.0,0.944049739873521,0.2851312698288772,103822.0,0.9442314730981872,0.287800273545106,41898.0,31988.0,36645.0,37208.0,50596.0,70910.0
1,1,2022,488344.0,0.118950985370968,0.3616712809003489,0.4279647133987517,0.0914130203299313,3474924.0,0.0339673615883397,0.0780630022412001,0.3042239197173809,0.2060891115892031,0.0896528960057831,0.1753465687307118,0.1126571401273812,652152.0,0.9199941118021564,0.3014818631239343,632416.0,0.8901403506552649,0.3198654050498406,1277343.0,0.8866576949182796,0.2859584308991398,913013.0,0.8654268887737634,0.2591682703313096,42463.0,28515.0,34127.0,39501.0,56640.0,70732.0
2,2,2022,68620.0,0.1136840571262022,0.4819003206062373,0.3220198192946663,0.0823958029728942,489218.0,0.0223826596731927,0.0443953411362623,0.291189203994947,0.2372725451639146,0.0988720774787518,0.1924867850324395,0.1134013875204918,113900.0,0.9387269534679544,0.2992010535557506,104911.0,0.942894453393829,0.3238459265472638,168933.0,0.9268585770690156,0.30223816542653,101474.0,0.9276366359855728,0.3009046652344443,53582.0,41145.0,40651.0,51499.0,67321.0,89202.0
3,3,2022,717938.0,0.1421557293248163,0.3568483629505612,0.3915393808378996,0.1094565268867228,5053656.0,0.047780656221951,0.0607047650255577,0.2380348009441086,0.2297220071963742,0.0940679381422083,0.2042188862874718,0.1254709461823282,1018691.0,0.9081124698264734,0.3293982179090617,926470.0,0.8831424654872797,0.3494759679212494,1726541.0,0.8787193585324646,0.3235637033815009,1381954.0,0.9008780321197376,0.3242937174464562,48738.0,31966.0,38547.0,45115.0,63471.0,76587.0
4,4,2022,292181.0,0.1274757770012423,0.3740866106967941,0.4027469274182784,0.0956906848836851,2057624.0,0.0402114283270412,0.0683783820561968,0.3429538146911194,0.2129038152743164,0.0814696951435247,0.1574442172136405,0.0966386472941606,385877.0,0.927663478258616,0.2769950009977273,387640.0,0.9027370756371892,0.2993034774533072,745265.0,0.8799245905818736,0.2395926281255661,538842.0,0.873185460673073,0.2251847480337464,41385.0,30770.0,34517.0,38814.0,53117.0,68769.0
5,5,2022,3663563.0,0.0927247600218694,0.3572115451542665,0.4241744989781805,0.1258891958456835,26866773.0,0.0884663372113949,0.0647222500446927,0.2049689778523085,0.1932816419746428,0.0787381499073223,0.2254148274524819,0.1444078155571568,5744459.0,0.9168123577868692,0.4093690981169854,5395388.0,0.8618605371847214,0.4074131461907836,9568024.0,0.8150494814812338,0.3460240066287459,6158902.0,0.8176804891521249,0.3369787341964525,52520.0,30843.0,38507.0,47535.0,75688.0,103600.0
