state,year,18-24_count,18-24<hs_grad,18-24_hs_grad/equiv,18-24_some_college/associate,18-24_bachelor/higher,25+_count,25+<9th_grade,25+_9th-12th_grade_nongrad,25+_hs_grad/equiv,25+_some_college,25+_associate's,25+_bachelor's,25+>bachelor,25-34_count,25-34_hs_grad/higher,25-34_bachelor/higher,35-44_count,35-44_hs_grad/higher,35-44_bachelor/higher,45-64_count,45-64_hs_grad/higher,45-64_bachelor/higher,65+_count,65+_hs_grad/higher,65+_bachelor/higher,25+_earnings,25+<hs_grad,25+_hs_grad/equiv.1,25+_some_college/associate,25+_bachelor's.1,25+>bachelor.1
North Dakota ,2018,84584.0,0.065,0.274,0.563,0.098,500779.0,0.034,0.043,0.259,0.219,0.149,0.221,0.076,116734.0,0.93,0.356,90872.0,0.955,0.398,176740.0,0.939,0.253,116433.0,0.866,0.224,1.0,29625.0,36576.0,42018.0,50976.0,64310.0
Ohio ,2018,1071971.0,0.129,0.346,0.417,0.109,8027035.0,0.027,0.066,0.327,0.204,0.086,0.178,0.111,1533104.0,0.925,0.338,1396763.0,0.918,0.343,3101005.0,0.918,0.28,1996163.0,0.867,0.231,1.0,22929.0,31372.0,35933.0,52613.0,67945.0
Oklahoma ,2018,379146.0,0.159,0.347,0.422,0.073,2607613.0,0.038,0.078,0.313,0.235,0.08,0.167,0.09,542736.0,0.909,0.261,492077.0,0.887,0.283,953199.0,0.878,0.246,619601.0,0.871,0.246,1.0,24881.0,30193.0,34382.0,46162.0,58154.0
Oregon ,2018,365745.0,0.134,0.32,0.444,0.102,2952380.0,0.036,0.059,0.222,0.252,0.091,0.21,0.129,592655.0,0.918,0.353,556833.0,0.889,0.387,1063281.0,0.899,0.322,739611.0,0.917,0.319,1.0,26327.0,31098.0,36161.0,51699.0,69381.0
Pennsylvania ,2018,1164816.0,0.119,0.355,0.394,0.132,8994627.0,0.031,0.059,0.346,0.159,0.086,0.192,0.127,1695073.0,0.93,0.399,1496113.0,0.922,0.39,3471072.0,0.919,0.298,2332369.0,0.873,0.244,1.0,26096.0,31870.0,37372.0,52668.0,71209.0
Rhode Island ,2018,112712.0,0.087,0.328,0.439,0.147,740695.0,0.047,0.062,0.284,0.18,0.083,0.199,0.145,146349.0,0.952,0.388,123137.0,0.915,0.359,288564.0,0.89,0.34,182645.0,0.829,0.304,1.0,30423.0,35673.0,41218.0,56513.0,71954.0
South Carolina ,2018,487363.0,0.133,0.333,0.445,0.088,3492355.0,0.036,0.08,0.299,0.201,0.102,0.18,0.104,654355.0,0.906,0.31,623363.0,0.897,0.309,1314883.0,0.894,0.271,899754.0,0.846,0.264,1.0,21180.0,27686.0,32980.0,49131.0,58079.0
South Dakota ,2018,84922.0,0.143,0.298,0.451,0.108,582850.0,0.028,0.049,0.31,0.199,0.122,0.202,0.09,116300.0,0.927,0.346,105167.0,0.937,0.343,215025.0,0.928,0.263,146358.0,0.901,0.256,1.0,24899.0,31037.0,35984.0,45177.0,56641.0
Tennessee ,2018,619812.0,0.124,0.347,0.427,0.102,4640823.0,0.045,0.077,0.318,0.21,0.075,0.173,0.102,914783.0,0.921,0.314,846438.0,0.896,0.315,1774805.0,0.883,0.264,1104797.0,0.822,0.23,1.0,22122.0,30074.0,33760.0,48256.0,61543.0
Texas ,2018,2825264.0,0.144,0.343,0.423,0.091,18477097.0,0.08,0.08,0.25,0.214,0.072,0.196,0.107,4181960.0,0.891,0.314,3910623.0,0.842,0.331,6784915.0,0.827,0.296,3599599.0,0.8,0.274,1.0,24047.0,30804.0,37027.0,55437.0,71167.0
Utah ,2018,357372.0,0.114,0.31,0.505,0.071,1871902.0,0.025,0.051,0.226,0.247,0.102,0.228,0.12,463344.0,0.931,0.341,437953.0,0.917,0.383,619308.0,0.924,0.337,351297.0,0.924,0.335,1.0,27432.0,33406.0,37148.0,49238.0,72603.0
Vermont ,2018,64948.0,0.077,0.347,0.441,0.135,445824.0,0.019,0.046,0.286,0.177,0.086,0.231,0.156,75058.0,0.966,0.461,70113.0,0.944,0.429,176778.0,0.939,0.364,123875.0,0.906,0.352,1.0,29376.0,31453.0,36907.0,43198.0,60524.0
Virginia ,2018,826038.0,0.104,0.321,0.44,0.135,5822007.0,0.039,0.062,0.24,0.187,0.078,0.223,0.171,1170188.0,0.934,0.416,1114566.0,0.914,0.454,2219028.0,0.904,0.389,1318225.0,0.847,0.33,1.0,24900.0,31831.0,39440.0,60105.0,82600.0
Washington ,2018,658589.0,0.131,0.314,0.438,0.117,5215063.0,0.035,0.049,0.217,0.23,0.102,0.228,0.139,1153369.0,0.926,0.394,1006328.0,0.904,0.408,1891379.0,0.916,0.345,1163987.0,0.918,0.34,1.0,28613.0,35865.0,40755.0,61135.0,80520.0
West Virginia ,2018,161826.0,0.13,0.375,0.405,0.09,1280781.0,0.039,0.083,0.397,0.192,0.075,0.128,0.085,209002.0,0.921,0.27,218803.0,0.915,0.229,491760.0,0.882,0.204,361216.0,0.825,0.184,1.0,24872.0,30250.0,31250.0,41804.0,55120.0
Wisconsin ,2018,549441.0,0.108,0.313,0.455,0.124,3992022.0,0.027,0.052,0.306,0.205,0.11,0.194,0.106,735765.0,0.935,0.352,706676.0,0.929,0.358,1563098.0,0.924,0.284,986483.0,0.9,0.246,1.0,28345.0,32708.0,38747.0,51879.0,65974.0
Wyoming ,2018,51505.0,0.163,0.366,0.395,0.077,393136.0,0.018,0.049,0.288,0.264,0.112,0.169,0.1,77254.0,0.934,0.274,72405.0,0.934,0.316,146920.0,0.95,0.255,96557.0,0.906,0.248,1.0,25838.0,35160.0,35766.0,47980.0,57555.0
