state,year,median_h_income,poverty_rate,poverty_count,18-24_count,18-24<hs_grad,18-24_hs_grad/equiv,18-24_some_college/associate,18-24_bachelor/higher,25+_count,25+<9th_grade,25+_9th-12th_grade_nongrad,25+_hs_grad/equiv,25+_some_college,25+_associate's,25+_bachelor's,25+>bachelor,25-34_count,25-34_hs_grad/higher,25-34_bachelor/higher,35-44_count,35-44_hs_grad/higher,35-44_bachelor/higher,45-64_count,45-64_hs_grad/higher,45-64_bachelor/higher,65+_count,65+_hs_grad/higher,65+_bachelor/higher
Maryland,2013,72482,0.102,591457,"565,656",0.11699999999999999,0.28,0.47700000000000004,0.125,"4,018,701",0.040999999999999995,0.067,0.257,0.198,0.063,0.203,0.171,"815,577",0.902,0.39799999999999996,"768,746",0.905,0.41600000000000004,"1,640,510",0.91,0.37799999999999995,"793,868",0.83,0.302
Massachusetts,2013,66794,0.119,770922,"695,074",0.107,0.28300000000000003,0.45,0.16,"4,604,795",0.049,0.052000000000000005,0.259,0.16,0.077,0.225,0.17800000000000002,"909,352",0.9329999999999999,0.49,"844,416",0.924,0.466,"1,860,930",0.9109999999999999,0.391,"990,097",0.8240000000000001,0.292
Michigan,2013,48200,0.17,1646038,"1,006,588",0.14,0.27399999999999997,0.494,0.092,"6,645,295",0.033,0.073,0.297,0.239,0.08900000000000001,0.16399999999999998,0.105,"1,180,523",0.9059999999999999,0.307,"1,209,103",0.91,0.312,"2,768,886",0.9129999999999999,0.262,"1,486,783",0.8370000000000001,0.215
Minnesota,2013,60664,0.112,592526,"508,453",0.128,0.261,0.49700000000000005,0.114,"3,629,333",0.031,0.045,0.263,0.21899999999999997,0.106,0.22399999999999998,0.111,"739,072",0.93,0.382,"669,262",0.9329999999999999,0.397,"1,466,281",0.943,0.331,"754,718",0.8740000000000001,0.243
Mississippi,2013,38191,0.239,692058,"323,013",0.188,0.273,0.484,0.055999999999999994,"1,931,054",0.063,0.113,0.306,0.23,0.084,0.129,0.075,"375,578",0.848,0.21100000000000002,"381,092",0.8759999999999999,0.228,"760,019",0.8370000000000001,0.2,"414,365",0.7290000000000001,0.182
Missouri,2013,46905,0.158,928778,"597,813",0.13,0.3,0.46299999999999997,0.107,"4,047,283",0.037000000000000005,0.076,0.315,0.226,0.076,0.16899999999999998,0.1,"796,534",0.9079999999999999,0.32,"723,852",0.909,0.319,"1,618,539",0.905,0.262,"908,358",0.818,0.19899999999999998
Montana,2013,46893,0.161,159248,"101,900",0.16,0.301,0.48200000000000004,0.055999999999999994,"689,169",0.022000000000000002,0.051,0.29100000000000004,0.262,0.085,0.19699999999999998,0.09300000000000001,"126,517",0.929,0.305,"114,827",0.9490000000000001,0.33399999999999996,"282,745",0.9420000000000001,0.272,"165,080",0.884,0.27899999999999997
Nebraska,2013,51502,0.129,234742,"189,556",0.126,0.228,0.556,0.09,"1,215,208",0.044000000000000004,0.054000000000000006,0.271,0.239,0.098,0.196,0.098,"250,749",0.895,0.35100000000000003,"224,561",0.889,0.34299999999999997,"475,270",0.924,0.292,"264,628",0.882,0.19899999999999998
Nevada,2013,51250,0.158,433267,"255,605",0.203,0.35,0.39899999999999997,0.049,"1,872,884",0.06,0.08800000000000001,0.284,0.26,0.081,0.151,0.075,"397,867",0.8540000000000001,0.214,"379,270",0.831,0.221,"714,915",0.8690000000000001,0.23399999999999999,"380,832",0.836,0.225
New Hampshire,2013,64064,0.09,115146,"127,716",0.10400000000000001,0.302,0.461,0.133,"924,568",0.028999999999999998,0.044000000000000004,0.293,0.19399999999999998,0.095,0.21899999999999997,0.126,"150,082",0.9390000000000001,0.342,"162,369",0.953,0.409,"409,157",0.943,0.35100000000000003,"202,960",0.868,0.28600000000000003
New Jersey,2013,70224,0.114,995390,"790,737",0.124,0.295,0.44799999999999995,0.133,"6,086,705",0.055,0.06,0.28800000000000003,0.168,0.064,0.226,0.14,"1,139,704",0.909,0.426,"1,183,903",0.9059999999999999,0.42100000000000004,"2,478,691",0.9059999999999999,0.368,"1,284,407",0.804,0.258
New Mexico,2013,44026,0.214,437923,"215,357",0.188,0.294,0.47100000000000003,0.047,"1,361,846",0.07400000000000001,0.084,0.265,0.235,0.078,0.15,0.114,"270,201",0.863,0.235,"249,017",0.851,0.265,"535,471",0.86,0.272,"307,157",0.7879999999999999,0.273
New York,2013,57255,0.16,3068230,"1,992,555",0.132,0.256,0.46799999999999997,0.14400000000000002,"13,419,310",0.068,0.076,0.268,0.161,0.086,0.193,0.14800000000000002,"2,795,995",0.892,0.429,"2,517,362",0.875,0.38799999999999996,"5,276,110",0.8690000000000001,0.319,"2,829,843",0.779,0.253
North Carolina,2013,45946,0.178,1711331,"995,782",0.159,0.292,0.45399999999999996,0.094,"6,568,110",0.054000000000000006,0.08800000000000001,0.265,0.22,0.08800000000000001,0.184,0.099,"1,269,513",0.868,0.313,"1,320,217",0.8740000000000001,0.325,"2,573,662",0.878,0.282,"1,404,718",0.7929999999999999,0.22399999999999998
North Dakota,2013,56800,0.116,81055,"94,885",0.092,0.272,0.531,0.105,"467,815",0.040999999999999995,0.044000000000000004,0.275,0.231,0.138,0.2,0.07200000000000001,"101,662",0.948,0.313,"81,307",0.95,0.35600000000000004,"182,296",0.9440000000000001,0.265,"102,550",0.802,0.175
Ohio,2013,48138,0.159,1793523,"1,116,768",0.146,0.305,0.45399999999999996,0.095,"7,805,254",0.032,0.078,0.342,0.205,0.08199999999999999,0.16399999999999998,0.09699999999999999,"1,446,230",0.904,0.318,"1,416,469",0.915,0.305,"3,190,592",0.91,0.254,"1,751,963",0.8240000000000001,0.19399999999999998
Oklahoma,2013,45724,0.167,624209,"396,299",0.179,0.32,0.429,0.07200000000000001,"2,506,437",0.044000000000000004,0.08900000000000001,0.32299999999999995,0.235,0.07200000000000001,0.161,0.077,"522,612",0.8740000000000001,0.253,"472,596",0.879,0.26,"963,302",0.879,0.23800000000000002,"547,927",0.8290000000000001,0.204
Oregon,2013,50228,0.165,637505,"366,494",0.138,0.303,0.484,0.075,"2,704,043",0.040999999999999995,0.061,0.243,0.263,0.084,0.193,0.115,"534,850",0.902,0.307,"514,966",0.884,0.35700000000000004,"1,049,631",0.9079999999999999,0.295,"604,596",0.887,0.287
Pennsylvania,2013,52005,0.137,1687854,"1,248,038",0.127,0.318,0.44299999999999995,0.11199999999999999,"8,809,510",0.036000000000000004,0.07200000000000001,0.364,0.162,0.079,0.175,0.11199999999999999,"1,600,329",0.914,0.369,"1,536,491",0.915,0.345,"3,582,718",0.914,0.278,"2,089,972",0.82,0.196
Rhode Island,2013,55015,0.147,148275,"118,708",0.1,0.282,0.488,0.129,"719,956",0.061,0.08,0.266,0.185,0.083,0.198,0.126,"134,876",0.8959999999999999,0.384,"126,983",0.884,0.331,"295,233",0.8909999999999999,0.33299999999999996,"162,864",0.7490000000000001,0.251
South Carolina,2013,44310,0.185,858553,"496,703",0.16699999999999998,0.299,0.456,0.077,"3,198,816",0.05,0.09300000000000001,0.294,0.213,0.08900000000000001,0.166,0.095,"607,844",0.8640000000000001,0.281,"594,855",0.8909999999999999,0.292,"1,271,010",0.8740000000000001,0.255,"725,107",0.79,0.22899999999999998
South Dakota,2013,49200,0.14,114291,"85,437",0.154,0.308,0.462,0.076,"550,959",0.035,0.049,0.313,0.223,0.114,0.18899999999999997,0.076,"110,717",0.9309999999999999,0.3,"96,760",0.937,0.324,"218,979",0.9359999999999999,0.256,"124,503",0.85,0.207
Tennessee,2013,44268,0.178,1128618,"633,862",0.129,0.353,0.434,0.084,"4,370,035",0.055999999999999994,0.08800000000000001,0.32899999999999996,0.212,0.067,0.156,0.092,"842,934",0.892,0.297,"846,939",0.8859999999999999,0.285,"1,729,972",0.871,0.23600000000000002,"950,190",0.768,0.192
Texas,2013,51714,0.175,4531427,"2,733,619",0.171,0.312,0.439,0.079,"16,673,656",0.091,0.09,0.252,0.226,0.065,0.183,0.09300000000000001,"3,804,859",0.8540000000000001,0.284,"3,590,709",0.821,0.294,"6,311,561",0.823,0.27899999999999997,"2,966,527",0.762,0.235
Utah,2013,59715,0.126,360119,"333,592",0.134,0.285,0.52,0.061,"1,670,449",0.028999999999999998,0.055,0.22899999999999998,0.278,0.095,0.209,0.105,"439,707",0.925,0.315,"373,367",0.907,0.32799999999999996,"574,695",0.919,0.305,"282,680",0.905,0.309
Vermont,2013,52511,0.123,73947,"66,326",0.094,0.303,0.47700000000000004,0.127,"436,174",0.032,0.053,0.306,0.16899999999999998,0.08199999999999999,0.214,0.14300000000000002,"70,428",0.9279999999999999,0.386,"72,690",0.94,0.4,"190,398",0.934,0.34700000000000003,"102,658",0.851,0.327
Virginia,2013,62745,0.117,941059,"834,850",0.111,0.316,0.449,0.124,"5,561,224",0.047,0.069,0.248,0.201,0.073,0.21100000000000002,0.151,"1,152,347",0.9179999999999999,0.39,"1,098,291",0.909,0.409,"2,205,777",0.897,0.364,"1,104,809",0.797,0.28
Washington,2013,58431,0.141,963088,"669,118",0.159,0.292,0.452,0.09699999999999999,"4,706,104",0.04,0.059000000000000004,0.233,0.24600000000000002,0.095,0.209,0.11800000000000001,"992,349",0.897,0.332,"919,683",0.899,0.348,"1,843,306",0.915,0.32899999999999996,"950,766",0.882,0.298
West Virginia,2013,41195,0.184,331674,"178,022",0.146,0.363,0.418,0.073,"1,294,025",0.054000000000000006,0.1,0.402,0.18600000000000003,0.068,0.113,0.076,"213,278",0.907,0.245,"233,256",0.893,0.214,"527,478",0.853,0.185,"320,013",0.758,0.142
Wisconsin,2013,51474,0.135,753709,"557,500",0.125,0.308,0.466,0.10099999999999999,"3,879,291",0.031,0.06,0.32,0.21100000000000002,0.1,0.184,0.094,"733,172",0.924,0.32799999999999996,"696,351",0.92,0.325,"1,601,161",0.927,0.268,"848,607",0.853,0.21
Wyoming,2013,58424,0.109,62118,"58,969",0.124,0.315,0.49200000000000005,0.069,"383,914",0.015,0.05,0.284,0.278,0.107,0.17800000000000002,0.08800000000000001,"81,598",0.929,0.308,"70,178",0.966,0.268,"154,584",0.951,0.262,"77,554",0.883,0.226
Alabama,2014,42917,0.192,905682,"484,011",0.161,0.325,0.446,0.068,"3,256,766",0.051,0.102,0.316,0.218,0.079,0.147,0.08800000000000001,"615,948",0.863,0.251,"613,234",0.875,0.262,"1,281,072",0.868,0.24,"746,512",0.775,0.19
Alaska,2014,70898,0.114,81622,"84,814",0.145,0.373,0.41200000000000003,0.07,"465,149",0.027000000000000003,0.044000000000000004,0.284,0.28300000000000003,0.08199999999999999,0.184,0.096,"113,774",0.9329999999999999,0.242,"93,083",0.953,0.306,"188,393",0.94,0.281,"69,899",0.858,0.304
Arizona,2014,50036,0.182,1195889,"673,187",0.17,0.317,0.444,0.069,"4,436,226",0.064,0.075,0.243,0.257,0.085,0.17300000000000001,0.10300000000000001,"895,519",0.87,0.26,"839,439",0.8420000000000001,0.295,"1,630,511",0.867,0.276,"1,070,757",0.857,0.273
Arkansas,2014,41335,0.187,539999,"291,815",0.142,0.327,0.456,0.07400000000000001,"1,968,414",0.055999999999999994,0.09,0.349,0.228,0.063,0.138,0.075,"378,309",0.8909999999999999,0.24100000000000002,"374,567",0.868,0.23800000000000002,"750,526",0.873,0.21100000000000002,"465,012",0.78,0.177
California,2014,61927,0.164,6253423,"3,996,629",0.13,0.28800000000000003,0.488,0.095,"25,654,292",0.1,0.079,0.209,0.217,0.078,0.2,0.11800000000000001,"5,722,924",0.8640000000000001,0.332,"5,184,418",0.813,0.337,"9,756,858",0.816,0.309,"4,990,092",0.789,0.295
Colorado,2014,61324,0.121,632987,"524,258",0.127,0.278,0.483,0.11199999999999999,"3,584,463",0.040999999999999995,0.053,0.21899999999999997,0.221,0.08199999999999999,0.24100000000000002,0.14300000000000002,"798,685",0.9009999999999999,0.377,"724,786",0.903,0.429,"1,381,420",0.9179999999999999,0.385,"679,572",0.888,0.34
Connecticut,2014,70007,0.108,375281,"349,983",0.11800000000000001,0.299,0.44299999999999995,0.141,"2,471,818",0.042,0.057999999999999996,0.275,0.171,0.075,0.213,0.16699999999999998,"438,421",0.917,0.409,"441,421",0.909,0.435,"1,036,448",0.9209999999999999,0.386,"555,528",0.843,0.304
Delaware,2014,59853,0.13,118032,"91,429",0.153,0.31,0.452,0.085,"640,343",0.034,0.077,0.312,0.192,0.079,0.183,0.12300000000000001,"121,964",0.882,0.335,"111,621",0.905,0.355,"252,999",0.904,0.3,"153,759",0.862,0.257
Florida,2014,47439,0.166,3231142,"1,798,078",0.165,0.302,0.451,0.08199999999999999,"14,041,196",0.052000000000000005,0.076,0.29600000000000004,0.207,0.09699999999999999,0.174,0.098,"2,512,629",0.89,0.278,"2,432,609",0.885,0.293,"5,305,004",0.8859999999999999,0.273,"3,790,954",0.833,0.256
Georgia,2014,49240,0.184,1802783,"1,029,514",0.16899999999999998,0.32,0.429,0.08199999999999999,"6,576,408",0.054000000000000006,0.09,0.284,0.21100000000000002,0.07,0.182,0.10800000000000001,"1,375,152",0.866,0.299,"1,384,956",0.868,0.32299999999999995,"2,567,430",0.8759999999999999,0.297,"1,248,870",0.7929999999999999,0.23199999999999998
Hawaii,2014,69549,0.115,158266,"136,621",0.085,0.39399999999999996,0.446,0.075,"974,586",0.04,0.043,0.285,0.217,0.105,0.20600000000000002,0.105,"210,810",0.9420000000000001,0.292,"176,248",0.958,0.354,"359,467",0.93,0.32,"228,061",0.8420000000000001,0.278
Idaho,2014,47572,0.148,237604,"158,006",0.141,0.349,0.455,0.055,"1,045,193",0.039,0.06,0.282,0.276,0.09300000000000001,0.168,0.083,"211,307",0.909,0.235,"202,500",0.893,0.29,"396,407",0.909,0.249,"234,979",0.888,0.231
Illinois,2014,57458,0.143,1802337,"1,256,770",0.128,0.281,0.462,0.129,"8,639,076",0.052000000000000005,0.066,0.267,0.209,0.078,0.201,0.127,"1,777,446",0.91,0.402,"1,681,898",0.8909999999999999,0.37200000000000005,"3,391,878",0.894,0.313,"1,787,854",0.8220000000000001,0.242
Indiana,2014,49384,0.152,968437,"670,265",0.17,0.313,0.42700000000000005,0.09,"4,342,916",0.039,0.077,0.34299999999999997,0.21100000000000002,0.085,0.157,0.08900000000000001,"843,079",0.894,0.29,"832,070",0.894,0.284,"1,726,273",0.9,0.239,"941,494",0.838,0.18899999999999997
Iowa,2014,53816,0.123,368678,"318,801",0.107,0.27899999999999997,0.516,0.098,"2,062,734",0.031,0.048,0.317,0.214,0.113,0.18600000000000003,0.09,"390,194",0.9309999999999999,0.354,"365,753",0.9329999999999999,0.33799999999999997,"816,159",0.9359999999999999,0.258,"490,628",0.88,0.201
Kansas,2014,52392,0.135,381506,"300,013",0.127,0.272,0.498,0.10300000000000001,"1,881,521",0.039,0.057999999999999996,0.265,0.24100000000000002,0.081,0.203,0.113,"387,054",0.9059999999999999,0.337,"349,971",0.897,0.364,"726,963",0.919,0.312,"417,533",0.8759999999999999,0.26
Kentucky,2014,42914,0.19,812803,"430,973",0.133,0.33799999999999997,0.446,0.084,"2,967,181",0.066,0.08900000000000001,0.33799999999999997,0.207,0.077,0.13,0.092,"562,906",0.894,0.271,"559,455",0.8859999999999999,0.259,"1,191,798",0.857,0.21,"653,022",0.7440000000000001,0.171
Louisiana,2014,44680,0.199,898902,"474,204",0.192,0.32,0.41700000000000004,0.07200000000000001,"3,060,688",0.057,0.107,0.33799999999999997,0.215,0.054000000000000006,0.152,0.078,"660,444",0.861,0.26899999999999996,"578,342",0.863,0.252,"1,190,732",0.8420000000000001,0.21,"631,170",0.774,0.203
Maine,2014,49381,0.14,181737,"112,710",0.11900000000000001,0.29600000000000004,0.47600000000000003,0.109,"959,407",0.031,0.052000000000000005,0.32299999999999995,0.203,0.09699999999999999,0.19399999999999998,0.1,"152,283",0.935,0.321,"156,180",0.955,0.318,"408,380",0.934,0.292,"242,564",0.8540000000000001,0.264
Maryland,2014,73851,0.104,604762,"562,419",0.122,0.304,0.447,0.127,"4,062,813",0.040999999999999995,0.063,0.257,0.191,0.065,0.207,0.175,"827,460",0.899,0.41600000000000004,"771,141",0.9009999999999999,0.425,"1,642,041",0.915,0.377,"822,171",0.85,0.319
Massachusetts,2014,69200,0.117,760211,"700,372",0.102,0.276,0.449,0.172,"4,654,351",0.05,0.054000000000000006,0.249,0.157,0.079,0.23199999999999998,0.18,"928,715",0.9259999999999999,0.501,"839,355",0.9179999999999999,0.46799999999999997,"1,870,704",0.909,0.40299999999999997,"1,015,577",0.83,0.3
Michigan,2014,49755,0.162,1567465,"1,005,716",0.131,0.28600000000000003,0.486,0.09699999999999999,"6,680,525",0.032,0.069,0.297,0.23600000000000002,0.09300000000000001,0.165,0.10800000000000001,"1,196,312",0.9129999999999999,0.315,"1,189,934",0.912,0.322,"2,763,212",0.915,0.265,"1,531,067",0.846,0.218
Minnesota,2014,61473,0.114,607870,"501,482",0.12,0.272,0.479,0.128,"3,672,583",0.03,0.045,0.257,0.21600000000000003,0.11,0.22699999999999998,0.11599999999999999,"750,973",0.941,0.396,"672,081",0.93,0.39799999999999996,"1,471,696",0.9420000000000001,0.332,"777,833",0.878,0.262
Mississippi,2014,39738,0.219,634960,"310,816",0.179,0.29100000000000004,0.47200000000000003,0.057,"1,950,710",0.057999999999999996,0.114,0.3,0.231,0.086,0.13,0.08,"383,751",0.862,0.239,"385,978",0.8690000000000001,0.235,"753,668",0.8370000000000001,0.195,"427,313",0.745,0.191
Missouri,2014,48288,0.155,908394,"594,320",0.132,0.292,0.484,0.092,"4,076,767",0.036000000000000004,0.076,0.314,0.225,0.075,0.171,0.10400000000000001,"794,702",0.9079999999999999,0.33299999999999996,"734,449",0.909,0.324,"1,615,726",0.9009999999999999,0.266,"931,890",0.835,0.203
Montana,2014,46608,0.152,151915,"103,107",0.133,0.349,0.451,0.067,"695,850",0.022000000000000002,0.052000000000000005,0.306,0.245,0.08199999999999999,0.195,0.098,"128,275",0.924,0.309,"115,039",0.943,0.327,"282,383",0.94,0.29100000000000004,"170,153",0.893,0.261
Nebraska,2014,52803,0.123,225054,"188,925",0.106,0.27699999999999997,0.508,0.109,"1,224,701",0.043,0.054000000000000006,0.272,0.231,0.10400000000000001,0.20199999999999999,0.09300000000000001,"254,597",0.902,0.366,"227,479",0.892,0.33899999999999997,"471,948",0.922,0.287,"270,677",0.879,0.207
Nevada,2014,51487,0.154,430447,"256,970",0.182,0.36200000000000004,0.401,0.054000000000000006,"1,919,598",0.061,0.08800000000000001,0.282,0.258,0.081,0.152,0.079,"405,679",0.855,0.223,"383,515",0.838,0.231,"729,890",0.855,0.233,"400,514",0.852,0.23600000000000002
New Hampshire,2014,66469,0.092,117822,"128,223",0.114,0.294,0.47100000000000003,0.12,"931,304",0.026000000000000002,0.053,0.28600000000000003,0.188,0.098,0.217,0.133,"154,599",0.934,0.37,"159,569",0.9490000000000001,0.40299999999999997,"407,689",0.937,0.345,"209,447",0.861,0.304
New Jersey,2014,71968,0.111,972441,"798,047",0.121,0.28,0.455,0.14400000000000002,"6,127,931",0.052000000000000005,0.057999999999999996,0.282,0.171,0.064,0.231,0.14300000000000002,"1,147,338",0.9179999999999999,0.425,"1,177,266",0.904,0.43,"2,491,202",0.909,0.376,"1,312,125",0.8190000000000001,0.275
New Mexico,2014,44905,0.206,420388,"211,672",0.183,0.298,0.47,0.05,"1,373,822",0.066,0.092,0.264,0.23399999999999999,0.08,0.151,0.114,"276,256",0.8640000000000001,0.21899999999999997,"245,560",0.835,0.245,"533,920",0.856,0.282,"318,086",0.805,0.28800000000000003
New York,2014,58771,0.16,3082613,"1,981,342",0.128,0.258,0.46299999999999997,0.151,"13,539,612",0.067,0.076,0.266,0.161,0.086,0.196,0.149,"2,845,848",0.8959999999999999,0.434,"2,507,726",0.8759999999999999,0.391,"5,290,358",0.8690000000000001,0.32299999999999995,"2,895,680",0.7829999999999999,0.257
North Carolina,2014,46596,0.172,1663954,"991,459",0.138,0.309,0.45799999999999996,0.095,"6,661,937",0.05,0.085,0.266,0.21899999999999997,0.092,0.18600000000000003,0.10099999999999999,"1,279,666",0.878,0.316,"1,320,250",0.875,0.33,"2,600,872",0.883,0.282,"1,461,149",0.81,0.23199999999999998
North Dakota,2014,60227,0.111,79203,"93,106",0.109,0.233,0.529,0.129,"478,850",0.033,0.045,0.27899999999999997,0.235,0.135,0.198,0.076,"107,993",0.943,0.325,"82,197",0.956,0.342,"183,981",0.946,0.255,"104,679",0.8320000000000001,0.203
Ohio,2014,49349,0.158,1778288,"1,101,063",0.13699999999999998,0.326,0.441,0.095,"7,857,460",0.03,0.077,0.33899999999999997,0.204,0.084,0.166,0.10099999999999999,"1,467,370",0.9109999999999999,0.32299999999999995,"1,418,006",0.912,0.31,"3,175,216",0.909,0.259,"1,796,868",0.8370000000000001,0.19699999999999998
Oklahoma,2014,47524,0.166,623162,"395,873",0.166,0.33299999999999996,0.43,0.071,"2,529,885",0.042,0.085,0.317,0.24100000000000002,0.073,0.16,0.081,"527,616",0.885,0.259,"476,104",0.879,0.262,"964,597",0.8809999999999999,0.239,"561,568",0.8420000000000001,0.213
Oregon,2014,51088,0.164,637156,"364,567",0.136,0.29,0.498,0.076,"2,746,957",0.042,0.061,0.243,0.262,0.084,0.192,0.11599999999999999,"540,740",0.902,0.32,"521,875",0.8859999999999999,0.353,"1,050,116",0.907,0.295,"634,226",0.884,0.28300000000000003
Pennsylvania,2014,53224,0.136,1679008,"1,228,166",0.12,0.32299999999999995,0.436,0.121,"8,858,865",0.035,0.071,0.364,0.162,0.079,0.175,0.114,"1,635,951",0.9109999999999999,0.37200000000000005,"1,518,192",0.9179999999999999,0.344,"3,570,623",0.914,0.281,"2,134,099",0.8320000000000001,0.20199999999999999
Rhode Island,2014,54797,0.148,149825,"116,747",0.11199999999999999,0.292,0.475,0.121,"725,871",0.057,0.085,0.287,0.184,0.08199999999999999,0.18100000000000002,0.12300000000000001,"138,101",0.89,0.348,"126,269",0.903,0.345,"294,321",0.873,0.295,"167,180",0.77,0.254
South Carolina,2014,45337,0.179,838065,"487,869",0.145,0.309,0.462,0.084,"3,260,929",0.045,0.09300000000000001,0.303,0.207,0.08800000000000001,0.16699999999999998,0.096,"618,537",0.8690000000000001,0.275,"603,149",0.885,0.29100000000000004,"1,277,660",0.879,0.258,"761,583",0.807,0.239
South Dakota,2014,51059,0.141,115906,"86,794",0.16,0.306,0.46299999999999997,0.071,"555,488",0.034,0.049,0.306,0.22,0.113,0.2,0.078,"111,603",0.924,0.306,"97,015",0.937,0.331,"217,516",0.946,0.282,"129,354",0.846,0.205
Tennessee,2014,44357,0.182,1165245,"631,942",0.129,0.359,0.423,0.08800000000000001,"4,425,073",0.054000000000000006,0.08800000000000001,0.33299999999999996,0.205,0.067,0.162,0.091,"854,494",0.898,0.293,"846,622",0.892,0.284,"1,737,144",0.871,0.247,"986,813",0.77,0.2
Texas,2014,53067,0.172,4519548,"2,753,234",0.163,0.316,0.442,0.078,"17,087,888",0.09,0.08800000000000001,0.252,0.225,0.067,0.182,0.096,"3,904,730",0.857,0.28800000000000003,"3,660,268",0.8240000000000001,0.3,"6,426,877",0.825,0.276,"3,096,013",0.768,0.243
Utah,2014,60943,0.118,341587,"332,619",0.141,0.292,0.502,0.066,"1,704,734",0.03,0.055999999999999994,0.23,0.27399999999999997,0.099,0.20800000000000002,0.10300000000000001,"436,363",0.914,0.298,"387,456",0.9159999999999999,0.33399999999999996,"585,936",0.915,0.309,"294,979",0.9109999999999999,0.304
Vermont,2014,54153,0.12,72294,"66,473",0.086,0.321,0.466,0.127,"438,279",0.027999999999999997,0.052000000000000005,0.307,0.187,0.078,0.209,0.14,"72,896",0.9470000000000001,0.385,"72,290",0.94,0.391,"186,438",0.9309999999999999,0.336,"106,655",0.8690000000000001,0.318
Virginia,2014,64923,0.118,955541,"835,457",0.10800000000000001,0.301,0.47,0.121,"5,623,295",0.048,0.067,0.24600000000000002,0.19899999999999998,0.073,0.209,0.159,"1,165,651",0.9179999999999999,0.397,"1,100,571",0.909,0.426,"2,210,227",0.895,0.363,"1,146,846",0.8109999999999999,0.289
Washington,2014,61358,0.132,913463,"674,393",0.152,0.316,0.426,0.106,"4,784,484",0.04,0.055,0.228,0.245,0.1,0.21,0.121,"1,012,757",0.909,0.336,"924,373",0.903,0.371,"1,854,838",0.912,0.32299999999999995,"992,516",0.887,0.304
West Virginia,2014,41030,0.183,328734,"170,776",0.142,0.353,0.436,0.069,"1,296,350",0.05,0.099,0.41100000000000003,0.184,0.065,0.11800000000000001,0.07400000000000001,"219,419",0.912,0.244,"227,673",0.902,0.222,"520,203",0.866,0.191,"329,055",0.755,0.13699999999999998
Wisconsin,2014,52632,0.132,737307,"559,900",0.111,0.32,0.465,0.105,"3,898,162",0.03,0.057,0.319,0.207,0.10300000000000001,0.18899999999999997,0.095,"732,093",0.927,0.336,"693,410",0.9259999999999999,0.33,"1,596,939",0.9259999999999999,0.276,"875,720",0.8690000000000001,0.22
Wyoming,2014,58291,0.112,63860,"57,427",0.12,0.33,0.484,0.066,"388,962",0.022000000000000002,0.053,0.27399999999999997,0.27899999999999997,0.107,0.179,0.087,"83,555",0.925,0.267,"71,119",0.9390000000000001,0.259,"153,956",0.9329999999999999,0.271,"80,332",0.9009999999999999,0.26
Alabama,2015,44833,0.185,875853,468319.0,0.152,0.319,0.454,0.075,3282252.0,0.048,0.103,0.31,0.216,0.081,0.154,0.088,624472.0,0.869,0.258,612193.0,0.863,0.27,1283740.0,0.859,0.238,761847.0,0.803,0.212
Alaska,2015,73391,0.104,74941,82518.0,0.151,0.381,0.411,0.058,469523.0,0.026,0.048,0.273,0.275,0.081,0.187,0.11,118778.0,0.929,0.283,91656.0,0.94,0.293,188081.0,0.936,0.306,71008.0,0.878,0.301
Arizona,2015,51473,0.174,1159046,669583.0,0.171,0.304,0.452,0.074,4536954.0,0.06,0.079,0.245,0.255,0.084,0.174,0.103,914761.0,0.87,0.264,845274.0,0.839,0.287,1656915.0,0.865,0.279,1120004.0,0.864,0.278
Arkansas,2015,42046,0.187,540733,284441.0,0.128,0.317,0.483,0.072,1987819.0,0.053,0.093,0.341,0.227,0.068,0.14,0.078,385391.0,0.886,0.241,367499.0,0.879,0.251,756815.0,0.86,0.21,478114.0,0.8,0.186
California,2015,64483,0.154,5896255,3943137.0,0.124,0.296,0.483,0.097,26085263.0,0.099,0.079,0.208,0.215,0.076,0.203,0.12,5832712.0,0.871,0.34,5190370.0,0.813,0.347,9872623.0,0.812,0.311,5189558.0,0.794,0.301
Colorado,2015,63945,0.115,614410,527949.0,0.134,0.299,0.456,0.111,3671853.0,0.037,0.051,0.217,0.22,0.082,0.248,0.145,827137.0,0.921,0.393,737989.0,0.899,0.432,1395155.0,0.922,0.386,711572.0,0.895,0.363
Connecticut,2015,71333,0.106,367867,352843.0,0.108,0.277,0.468,0.147,2474718.0,0.042,0.056,0.274,0.169,0.076,0.217,0.167,442776.0,0.922,0.437,432504.0,0.919,0.418,1034155.0,0.919,0.383,565283.0,0.843,0.313
Delaware,2015,61327,0.126,115655,89098.0,0.141,0.307,0.442,0.11,652636.0,0.038,0.073,0.298,0.201,0.081,0.18,0.129,124348.0,0.88,0.329,110727.0,0.89,0.353,256737.0,0.909,0.311,160824.0,0.864,0.262
Florida,2015,49416,0.158,3129061,1774002.0,0.164,0.297,0.451,0.088,14394281.0,0.052,0.072,0.292,0.204,0.096,0.182,0.102,2593253.0,0.897,0.291,2463472.0,0.886,0.307,5392323.0,0.886,0.283,3945233.0,0.843,0.268
Georgia,2015,51225,0.172,1705831,1028679.0,0.164,0.319,0.437,0.08,6683767.0,0.05,0.089,0.281,0.207,0.074,0.186,0.113,1383268.0,0.874,0.308,1388193.0,0.869,0.333,2609547.0,0.879,0.301,1302759.0,0.805,0.25
