state,year,median_h_income,poverty_rate,poverty_count,18-24_count,18-24<hs_grad,18-24_hs_grad/equiv,18-24_some_college/associate,18-24_bachelor/higher,25+_count,25+<9th_grade,25+_9th-12th_grade_nongrad,25+_hs_grad/equiv,25+_some_college,25+_associate's,25+_bachelor's,25+>bachelor,25-34_count,25-34_hs_grad/higher,25-34_bachelor/higher,35-44_count,35-44_hs_grad/higher,35-44_bachelor/higher,45-64_count,45-64_hs_grad/higher,45-64_bachelor/higher,65+_count,65+_hs_grad/higher,65+_bachelor/higher
New Mexico,2011,42097,0.209,427340,"210,285",0.215,0.275,0.46,0.05,"1,354,186",0.073,0.096,0.266,0.23600000000000002,0.075,0.14400000000000002,0.111,"274,404",0.841,0.21,"245,291",0.838,0.254,"551,434",0.857,0.28,"283,057",0.768,0.254
New York,2011,55147,0.161,3043461,"1,987,871",0.14800000000000002,0.256,0.45799999999999996,0.139,"13,197,704",0.068,0.081,0.275,0.163,0.083,0.187,0.142,"2,708,911",0.883,0.415,"2,566,794",0.872,0.36700000000000005,"5,257,079",0.868,0.316,"2,664,920",0.7609999999999999,0.233
North Carolina,2011,44028,0.178,1673627,"967,902",0.17,0.298,0.45299999999999996,0.078,"6,399,357",0.057,0.095,0.273,0.218,0.087,0.17800000000000002,0.092,"1,246,395",0.8540000000000001,0.295,"1,319,454",0.875,0.309,"2,557,552",0.8759999999999999,0.268,"1,275,956",0.754,0.205
North Dakota,2011,52135,0.12,79124,"84,509",0.09300000000000001,0.278,0.544,0.085,"448,145",0.045,0.048,0.26899999999999996,0.244,0.131,0.193,0.07,"93,441",0.951,0.342,"75,277",0.9440000000000001,0.318,"180,971",0.95,0.261,"98,456",0.758,0.15
Ohio,2011,45803,0.163,1836098,"1,103,343",0.157,0.305,0.45399999999999996,0.084,"7,749,236",0.033,0.084,0.348,0.21100000000000002,0.078,0.154,0.092,"1,421,908",0.903,0.295,"1,451,623",0.915,0.29,"3,227,871",0.905,0.243,"1,647,834",0.795,0.174
Oklahoma,2011,43232,0.173,636083,"386,679",0.187,0.33299999999999996,0.41200000000000003,0.069,"2,469,196",0.048,0.08900000000000001,0.314,0.24100000000000002,0.07,0.16,0.078,"512,454",0.871,0.25,"466,418",0.88,0.261,"972,934",0.883,0.247,"517,390",0.8029999999999999,0.18899999999999997
Oregon,2011,46876,0.173,655245,"365,085",0.155,0.301,0.467,0.077,"2,644,754",0.042,0.065,0.251,0.268,0.08199999999999999,0.184,0.109,"530,964",0.887,0.298,"501,136",0.882,0.317,"1,059,533",0.914,0.295,"553,121",0.87,0.264
Pennsylvania,2011,50221,0.137,1690003,"1,267,737",0.135,0.307,0.447,0.11,"8,714,235",0.036000000000000004,0.077,0.375,0.166,0.076,0.166,0.10400000000000001,"1,536,268",0.915,0.35200000000000004,"1,581,638",0.92,0.32,"3,613,911",0.91,0.266,"1,982,418",0.7929999999999999,0.17300000000000001
Rhode Island,2011,53152,0.147,148079,"119,962",0.11599999999999999,0.259,0.49700000000000005,0.128,"712,266",0.064,0.08800000000000001,0.264,0.18899999999999997,0.084,0.188,0.12300000000000001,"129,313",0.889,0.35200000000000004,"134,224",0.885,0.34,"295,052",0.872,0.331,"153,677",0.733,0.214
South Carolina,2011,42477,0.188,852999,"486,685",0.182,0.316,0.434,0.068,"3,110,532",0.055999999999999994,0.10300000000000001,0.307,0.20800000000000002,0.086,0.156,0.084,"590,872",0.8640000000000001,0.262,"605,218",0.877,0.265,"1,259,555",0.862,0.23199999999999998,"654,887",0.75,0.21600000000000003
South Dakota,2011,48188,0.141,112258,"84,645",0.166,0.278,0.498,0.057999999999999996,"537,588",0.040999999999999995,0.053,0.314,0.231,0.09699999999999999,0.182,0.081,"104,412",0.9159999999999999,0.311,"96,172",0.932,0.28600000000000003,"216,979",0.934,0.261,"120,025",0.826,0.209
Tennessee,2011,41691,0.184,1148161,"618,507",0.138,0.368,0.418,0.075,"4,294,392",0.061,0.09699999999999999,0.33399999999999996,0.212,0.06,0.153,0.083,"831,963",0.887,0.27,"841,710",0.888,0.275,"1,741,686",0.863,0.23399999999999999,"879,033",0.7170000000000001,0.171
Texas,2011,49390,0.185,4627604,"2,642,608",0.193,0.295,0.441,0.071,"16,074,391",0.095,0.094,0.255,0.226,0.065,0.177,0.087,"3,671,399",0.8370000000000001,0.268,"3,512,490",0.816,0.282,"6,182,677",0.8240000000000001,0.273,"2,707,825",0.738,0.217
Utah,2011,55802,0.136,377396,"327,475",0.121,0.28600000000000003,0.536,0.057,"1,608,668",0.032,0.065,0.237,0.27699999999999997,0.092,0.201,0.09699999999999999,"441,878",0.902,0.293,"347,367",0.893,0.315,"561,099",0.9179999999999999,0.305,"258,324",0.889,0.264
Vermont,2011,52033,0.119,71378,"65,858",0.084,0.254,0.5479999999999999,0.114,"434,652",0.027999999999999997,0.055,0.302,0.17800000000000002,0.084,0.214,0.14,"70,364",0.938,0.387,"77,416",0.932,0.38299999999999995,"193,231",0.9390000000000001,0.361,"93,641",0.845,0.29
Virginia,2011,61877,0.116,912779,"824,667",0.12300000000000001,0.294,0.461,0.121,"5,418,844",0.048,0.073,0.256,0.201,0.07,0.205,0.146,"1,102,896",0.912,0.39299999999999996,"1,108,137",0.91,0.402,"2,197,476",0.892,0.34700000000000003,"1,010,335",0.777,0.26
Washington,2011,56811,0.139,931605,"666,370",0.165,0.295,0.451,0.08900000000000001,"4,583,426",0.042,0.055999999999999994,0.23800000000000002,0.247,0.09699999999999999,0.20199999999999999,0.11699999999999999,"959,672",0.9,0.315,"914,023",0.897,0.33799999999999997,"1,848,488",0.9209999999999999,0.327,"861,243",0.866,0.28600000000000003
West Virginia,2011,38587,0.187,336658,"174,335",0.159,0.34600000000000003,0.409,0.087,"1,294,198",0.057999999999999996,0.1,0.41600000000000004,0.177,0.064,0.11699999999999999,0.068,"217,905",0.9,0.233,"233,792",0.8909999999999999,0.231,"541,184",0.861,0.18,"301,317",0.728,0.122
Wisconsin,2011,50401,0.131,728099,"555,994",0.133,0.314,0.465,0.08900000000000001,"3,831,373",0.034,0.063,0.331,0.213,0.096,0.174,0.09,"731,214",0.919,0.309,"709,248",0.917,0.305,"1,598,697",0.9279999999999999,0.264,"792,214",0.828,0.188
Wyoming,2011,56044,0.113,62801,"57,459",0.128,0.301,0.504,0.067,"375,608",0.018000000000000002,0.062,0.308,0.266,0.099,0.165,0.083,"79,318",0.91,0.264,"66,597",0.938,0.266,"157,664",0.935,0.245,"72,029",0.879,0.21600000000000003
Alabama,2012,41610,0.19,896515,"487,402",0.168,0.289,0.47200000000000003,0.071,"3,209,646",0.053,0.107,0.313,0.22,0.07400000000000001,0.147,0.086,"608,843",0.8690000000000001,0.262,"616,420",0.872,0.262,"1,284,024",0.856,0.231,"700,359",0.755,0.184
Alaska,2012,66503,0.108,77494,"79,590",0.14800000000000002,0.406,0.391,0.055,"464,594",0.03,0.05,0.28,0.27699999999999997,0.08199999999999999,0.171,0.109,"109,331",0.9259999999999999,0.24100000000000002,"95,782",0.9329999999999999,0.306,"197,362",0.935,0.293,"62,119",0.843,0.26899999999999996
Arizona,2012,47796,0.187,1195931,"653,206",0.17600000000000002,0.302,0.45299999999999996,0.07,"4,280,464",0.064,0.079,0.243,0.257,0.084,0.172,0.102,"875,914",0.857,0.254,"830,584",0.852,0.297,"1,602,880",0.87,0.27699999999999997,"971,086",0.84,0.265
Arkansas,2012,40151,0.196,560928,"288,120",0.146,0.34,0.44799999999999995,0.066,"1,949,382",0.054000000000000006,0.098,0.35200000000000004,0.225,0.061,0.138,0.07200000000000001,"379,413",0.878,0.22399999999999998,"368,925",0.871,0.251,"759,937",0.863,0.20800000000000002,"441,107",0.775,0.16699999999999998
California,2012,58322,0.17,6323433,"4,022,340",0.147,0.285,0.479,0.08900000000000001,"24,779,784",0.10099999999999999,0.084,0.20600000000000002,0.221,0.079,0.196,0.113,"5,474,318",0.8490000000000001,0.318,"5,175,188",0.804,0.32799999999999996,"9,530,885",0.818,0.308,"4,599,393",0.7809999999999999,0.28
Colorado,2012,56880,0.136,688715,"511,621",0.15,0.28,0.46399999999999997,0.105,"3,444,654",0.04,0.054000000000000006,0.218,0.22899999999999998,0.084,0.23800000000000002,0.13699999999999998,"756,564",0.9,0.375,"708,732",0.902,0.40299999999999997,"1,368,419",0.9209999999999999,0.381,"610,939",0.884,0.32799999999999996
Connecticut,2012,67275,0.106,370537,"339,603",0.124,0.295,0.451,0.13,"2,457,978",0.042,0.06,0.278,0.17600000000000002,0.07400000000000001,0.205,0.166,"432,609",0.922,0.402,"458,041",0.922,0.42200000000000004,"1,035,304",0.919,0.379,"532,024",0.82,0.285
Delaware,2012,58326,0.127,113316,"93,560",0.17,0.304,0.435,0.09,"618,612",0.040999999999999995,0.07400000000000001,0.315,0.203,0.07200000000000001,0.18100000000000002,0.114,"113,848",0.885,0.324,"112,221",0.903,0.327,"251,730",0.907,0.294,"140,813",0.831,0.249
Florida,2012,45006,0.172,3248276,"1,812,848",0.163,0.306,0.45399999999999996,0.077,"13,503,747",0.053,0.08199999999999999,0.298,0.20800000000000002,0.092,0.17300000000000001,0.096,"2,381,017",0.879,0.26899999999999996,"2,408,804",0.885,0.293,"5,205,099",0.883,0.273,"3,508,827",0.815,0.243
Georgia,2012,47125,0.192,1852459,"1,020,360",0.183,0.305,0.44,0.07200000000000001,"6,403,838",0.055999999999999994,0.094,0.28300000000000003,0.214,0.071,0.17800000000000002,0.10400000000000001,"1,349,901",0.85,0.285,"1,392,560",0.882,0.322,"2,522,021",0.87,0.289,"1,139,356",0.7659999999999999,0.215
Hawaii,2012,66086,0.118,159988,"137,151",0.083,0.395,0.435,0.087,"952,281",0.043,0.053,0.28300000000000003,0.22,0.1,0.196,0.105,"199,308",0.9440000000000001,0.293,"175,142",0.932,0.318,"367,408",0.9209999999999999,0.321,"210,423",0.812,0.258
Idaho,2012,45296,0.16,250203,"158,190",0.141,0.331,0.462,0.067,"1,012,786",0.040999999999999995,0.061,0.27699999999999997,0.276,0.09,0.17300000000000001,0.08199999999999999,"210,429",0.9079999999999999,0.244,"196,439",0.907,0.272,"394,886",0.91,0.263,"211,032",0.856,0.23399999999999999
Illinois,2012,55126,0.147,1847371,"1,253,309",0.141,0.27399999999999997,0.466,0.11900000000000001,"8,558,895",0.055999999999999994,0.068,0.27,0.214,0.076,0.19699999999999998,0.12,"1,782,088",0.903,0.38299999999999995,"1,699,779",0.889,0.36200000000000004,"3,381,316",0.893,0.309,"1,695,712",0.8009999999999999,0.215
Indiana,2012,46954,0.155,984948,"668,970",0.179,0.295,0.442,0.084,"4,278,945",0.04,0.084,0.353,0.207,0.081,0.15,0.084,"831,240",0.8859999999999999,0.284,"822,480",0.893,0.27,"1,735,799",0.895,0.225,"889,426",0.812,0.17300000000000001
Iowa,2012,50997,0.127,377110,"314,527",0.115,0.26,0.522,0.10400000000000001,"2,036,993",0.032,0.052000000000000005,0.32299999999999995,0.21899999999999997,0.111,0.18100000000000002,0.08199999999999999,"389,631",0.932,0.32899999999999996,"360,444",0.9279999999999999,0.325,"817,300",0.934,0.25,"469,618",0.861,0.184
Kansas,2012,50140,0.14,392095,"301,404",0.139,0.28,0.501,0.081,"1,863,224",0.037000000000000005,0.061,0.273,0.244,0.08,0.195,0.109,"383,049",0.898,0.331,"345,040",0.9059999999999999,0.344,"740,911",0.919,0.31,"394,224",0.871,0.23199999999999998
Kentucky,2012,41717,0.193,821067,"426,975",0.14400000000000002,0.35200000000000004,0.433,0.07200000000000001,"2,935,461",0.07,0.09300000000000001,0.341,0.207,0.07200000000000001,0.129,0.08900000000000001,"561,750",0.894,0.257,"567,749",0.884,0.256,"1,192,336",0.858,0.214,"613,626",0.7020000000000001,0.154
Louisiana,2012,42998,0.201,900395,"476,164",0.19899999999999998,0.312,0.414,0.075,"3,006,605",0.06,0.11,0.34299999999999997,0.215,0.053,0.14400000000000002,0.075,"644,935",0.845,0.251,"565,163",0.867,0.245,"1,198,757",0.8490000000000001,0.21100000000000002,"597,750",0.741,0.18
Maine,2012,46856,0.144,186484,"116,188",0.115,0.317,0.473,0.095,"947,017",0.03,0.055,0.348,0.198,0.091,0.18100000000000002,0.098,"147,351",0.9390000000000001,0.281,"161,719",0.9420000000000001,0.28600000000000003,"411,974",0.937,0.28800000000000003,"225,973",0.8440000000000001,0.258
Maryland,2012,71169,0.104,597705,"569,493",0.12300000000000001,0.29,0.465,0.12300000000000001,"3,972,135",0.044000000000000004,0.066,0.261,0.198,0.063,0.2,0.16899999999999998,"801,626",0.902,0.39899999999999997,"775,962",0.909,0.41600000000000004,"1,631,866",0.91,0.366,"762,681",0.818,0.297
Massachusetts,2012,65378,0.119,762971,"688,280",0.11,0.28,0.46299999999999997,0.14800000000000002,"4,556,609",0.047,0.057,0.259,0.168,0.076,0.222,0.171,"886,716",0.927,0.484,"856,995",0.9229999999999999,0.447,"1,851,867",0.9109999999999999,0.384,"961,031",0.816,0.27699999999999997
Michigan,2012,46793,0.174,1677776,"994,719",0.14,0.278,0.499,0.084,"6,621,018",0.032,0.076,0.306,0.239,0.087,0.16,0.1,"1,172,289",0.898,0.292,"1,225,386",0.912,0.309,"2,780,720",0.915,0.256,"1,442,623",0.825,0.20199999999999999
Minnesota,2012,58828,0.114,597515,"500,595",0.128,0.254,0.5,0.11800000000000001,"3,600,744",0.031,0.044000000000000004,0.264,0.223,0.106,0.22399999999999998,0.10800000000000001,"737,436",0.9309999999999999,0.385,"671,226",0.934,0.392,"1,462,172",0.948,0.324,"729,910",0.8640000000000001,0.239
Mississippi,2012,37179,0.238,689116,"325,289",0.179,0.293,0.47700000000000004,0.051,"1,911,968",0.057,0.12,0.306,0.22699999999999998,0.084,0.13,0.076,"374,529",0.853,0.21899999999999997,"375,050",0.878,0.23199999999999998,"759,665",0.836,0.203,"402,724",0.721,0.17800000000000002
Missouri,2012,45320,0.162,945435,"594,641",0.138,0.301,0.47600000000000003,0.085,"4,023,641",0.039,0.081,0.316,0.228,0.071,0.16699999999999998,0.09699999999999999,"790,238",0.904,0.315,"731,535",0.898,0.307,"1,617,543",0.897,0.261,"884,325",0.809,0.188
Montana,2012,45030,0.156,153105,"98,231",0.163,0.303,0.462,0.07200000000000001,"686,770",0.02,0.052000000000000005,0.297,0.253,0.084,0.20199999999999999,0.092,"123,950",0.9279999999999999,0.322,"114,594",0.941,0.32,"289,641",0.9470000000000001,0.29,"158,585",0.885,0.26
Nebraska,2012,50766,0.128,230375,"185,815",0.125,0.249,0.517,0.109,"1,206,908",0.04,0.055,0.27699999999999997,0.24100000000000002,0.098,0.193,0.09699999999999999,"249,263",0.902,0.337,"222,995",0.903,0.35200000000000004,"477,678",0.924,0.289,"256,972",0.8740000000000001,0.192
Nevada,2012,49909,0.162,441373,"253,867",0.21100000000000002,0.326,0.40399999999999997,0.059000000000000004,"1,840,642",0.06,0.091,0.28800000000000003,0.262,0.075,0.14800000000000002,0.075,"394,004",0.848,0.22399999999999998,"380,539",0.835,0.222,"706,613",0.8640000000000001,0.221,"359,486",0.835,0.231
New Hampshire,2012,63157,0.097,123773,"125,813",0.10400000000000001,0.299,0.49200000000000005,0.106,"919,883",0.024,0.057999999999999996,0.294,0.184,0.095,0.21899999999999997,0.126,"148,055",0.929,0.384,"168,883",0.9420000000000001,0.376,"408,848",0.9309999999999999,0.35100000000000003,"194,097",0.862,0.27699999999999997
New Jersey,2012,69705,0.107,934277,"788,500",0.12300000000000001,0.287,0.455,0.134,"6,049,352",0.053,0.064,0.287,0.171,0.062,0.225,0.138,"1,128,566",0.907,0.42100000000000004,"1,198,565",0.904,0.42100000000000004,"2,471,907",0.905,0.361,"1,250,314",0.7959999999999999,0.256
New Mexico,2012,42828,0.206,421123,"209,360",0.214,0.27899999999999997,0.45899999999999996,0.048,"1,360,330",0.069,0.087,0.265,0.23600000000000002,0.08199999999999999,0.149,0.11199999999999999,"274,879",0.853,0.215,"248,118",0.862,0.266,"543,075",0.863,0.278,"294,258",0.787,0.26899999999999996
New York,2012,56357,0.159,3040207,"1,999,490",0.13,0.25,0.474,0.146,"13,309,761",0.067,0.08,0.26899999999999996,0.165,0.085,0.19,0.14400000000000002,"2,755,074",0.8859999999999999,0.42100000000000004,"2,537,255",0.871,0.371,"5,257,971",0.8690000000000001,0.317,"2,759,461",0.774,0.245
North Carolina,2012,45195,0.18,1706255,"978,188",0.168,0.28600000000000003,0.461,0.085,"6,489,883",0.057999999999999996,0.091,0.271,0.22,0.087,0.18,0.09300000000000001,"1,252,143",0.8640000000000001,0.305,"1,330,471",0.868,0.304,"2,560,569",0.879,0.273,"1,346,700",0.772,0.21600000000000003
North Dakota,2012,54579,0.112,75251,"87,626",0.08800000000000001,0.268,0.5589999999999999,0.085,"457,904",0.04,0.043,0.28,0.235,0.12300000000000001,0.196,0.084,"98,752",0.956,0.353,"77,584",0.961,0.36200000000000004,"180,606",0.948,0.268,"100,962",0.79,0.16399999999999998
Ohio,2012,46873,0.162,1818886,"1,113,584",0.147,0.301,0.46299999999999997,0.09,"7,770,716",0.031,0.081,0.34600000000000003,0.209,0.081,0.16,0.09300000000000001,"1,430,201",0.905,0.307,"1,429,099",0.9209999999999999,0.29600000000000004,"3,203,848",0.907,0.248,"1,707,568",0.809,0.179
Oklahoma,2012,44336,0.172,636134,"391,080",0.162,0.326,0.44,0.073,"2,487,456",0.046,0.08800000000000001,0.316,0.24,0.073,0.158,0.079,"516,852",0.88,0.254,"467,408",0.8759999999999999,0.253,"967,189",0.8859999999999999,0.243,"536,007",0.812,0.19899999999999998
Oregon,2012,49090,0.17,651302,"366,835",0.125,0.301,0.495,0.078,"2,671,772",0.037000000000000005,0.064,0.251,0.267,0.08199999999999999,0.18600000000000003,0.113,"532,957",0.894,0.31,"505,210",0.893,0.348,"1,051,912",0.9129999999999999,0.289,"581,693",0.882,0.265
Pennsylvania,2012,51225,0.137,1688364,"1,269,765",0.128,0.32299999999999995,0.434,0.115,"8,756,317",0.036000000000000004,0.075,0.368,0.165,0.079,0.17,0.109,"1,572,037",0.9159999999999999,0.36200000000000004,"1,554,970",0.92,0.33,"3,587,380",0.914,0.26899999999999996,"2,041,930",0.802,0.19
Rhode Island,2012,54002,0.142,143625,"121,059",0.115,0.27699999999999997,0.49,0.11800000000000001,"712,271",0.064,0.075,0.27899999999999997,0.18100000000000002,0.08800000000000001,0.187,0.128,"128,901",0.903,0.34600000000000003,"129,835",0.894,0.374,"294,710",0.883,0.31,"158,825",0.7609999999999999,0.24600000000000002
South Carolina,2012,43290,0.183,837327,"491,131",0.161,0.311,0.45399999999999996,0.07400000000000001,"3,151,616",0.052000000000000005,0.1,0.298,0.21100000000000002,0.08900000000000001,0.16,0.091,"599,125",0.873,0.27,"600,579",0.884,0.276,"1,257,136",0.868,0.249,"694,776",0.762,0.217
South Dakota,2012,48439,0.136,109661,"84,840",0.159,0.27699999999999997,0.488,0.077,"544,292",0.043,0.052000000000000005,0.327,0.217,0.099,0.18100000000000002,0.081,"110,630",0.924,0.292,"93,882",0.9279999999999999,0.309,"218,688",0.935,0.261,"121,092",0.8170000000000001,0.20199999999999999
Tennessee,2012,42743,0.18,1135205,"625,553",0.126,0.35200000000000004,0.435,0.087,"4,336,473",0.057,0.091,0.331,0.213,0.065,0.157,0.086,"843,449",0.888,0.28300000000000003,"848,687",0.89,0.27899999999999997,"1,723,616",0.871,0.23800000000000002,"920,721",0.746,0.18100000000000002
Texas,2012,50747,0.179,4565185,"2,687,649",0.17800000000000002,0.301,0.446,0.075,"16,390,379",0.092,0.094,0.252,0.22899999999999998,0.066,0.177,0.09,"3,751,515",0.845,0.268,"3,559,090",0.8170000000000001,0.28600000000000003,"6,242,052",0.82,0.272,"2,837,722",0.758,0.233
Utah,2012,57067,0.13,364124,"326,764",0.127,0.289,0.513,0.071,"1,641,335",0.03,0.06,0.231,0.275,0.09699999999999999,0.203,0.10400000000000001,"445,114",0.915,0.301,"356,774",0.9009999999999999,0.33,"567,565",0.917,0.303,"271,882",0.9,0.298
Vermont,2012,52700,0.119,71626,"67,174",0.1,0.259,0.537,0.10400000000000001,"434,948",0.028999999999999998,0.054000000000000006,0.305,0.16399999999999998,0.09,0.21899999999999997,0.139,"70,300",0.9209999999999999,0.358,"73,424",0.95,0.41100000000000003,"192,735",0.9359999999999999,0.366,"98,489",0.85,0.301
Virginia,2012,61782,0.118,936384,"826,469",0.115,0.309,0.46399999999999997,0.113,"5,504,766",0.05,0.071,0.253,0.2,0.07200000000000001,0.20600000000000002,0.149,"1,138,612",0.9179999999999999,0.391,"1,103,601",0.9079999999999999,0.4,"2,200,420",0.89,0.353,"1,062,133",0.7829999999999999,0.271
Washington,2012,57574,0.136,916976,"666,124",0.157,0.3,0.445,0.098,"4,645,859",0.04,0.055999999999999994,0.237,0.254,0.096,0.203,0.113,"970,606",0.903,0.317,"915,538",0.899,0.34,"1,852,097",0.919,0.317,"907,618",0.879,0.292
West Virginia,2012,40188,0.18,323978,"174,992",0.13699999999999998,0.358,0.42700000000000005,0.078,"1,296,201",0.055999999999999994,0.099,0.406,0.19,0.063,0.114,0.073,"218,051",0.9009999999999999,0.24100000000000002,"230,967",0.8909999999999999,0.214,"536,079",0.8640000000000001,0.185,"311,104",0.7390000000000001,0.131
Wisconsin,2012,51063,0.132,738226,"555,478",0.126,0.302,0.47700000000000004,0.096,"3,854,170",0.033,0.059000000000000004,0.324,0.212,0.1,0.179,0.09300000000000001,"734,480",0.92,0.317,"698,135",0.927,0.324,"1,597,525",0.929,0.26899999999999996,"824,030",0.838,0.192
Wyoming,2012,55104,0.119,66879,"58,860",0.151,0.307,0.48100000000000004,0.062,"380,942",0.023,0.06,0.304,0.266,0.1,0.16899999999999998,0.078,"80,079",0.9259999999999999,0.23399999999999999,"68,921",0.927,0.264,"156,892",0.9359999999999999,0.266,"75,050",0.8590000000000001,0.207
Alabama,2013,42882,0.189,889091,"498,384",0.175,0.303,0.449,0.073,"3,225,447",0.049,0.106,0.31,0.22,0.08,0.14800000000000002,0.087,"612,773",0.865,0.24600000000000002,"608,333",0.866,0.256,"1,282,803",0.867,0.24100000000000002,"721,538",0.774,0.196
Alaska,2013,70058,0.101,72643,"84,107",0.20199999999999999,0.354,0.396,0.049,"462,659",0.031,0.053,0.27899999999999997,0.275,0.083,0.182,0.098,"114,008",0.925,0.27,"89,946",0.9570000000000001,0.301,"193,121",0.9209999999999999,0.271,"65,584",0.833,0.294
Arizona,2013,48504,0.186,1206948,"665,925",0.179,0.313,0.431,0.076,"4,344,737",0.064,0.077,0.248,0.251,0.086,0.171,0.10300000000000001,"880,940",0.853,0.264,"832,886",0.847,0.285,"1,612,187",0.87,0.27699999999999997,"1,018,724",0.858,0.267
Arkansas,2013,40605,0.194,557399,"287,248",0.138,0.32799999999999996,0.467,0.067,"1,960,503",0.055999999999999994,0.1,0.353,0.22399999999999998,0.061,0.134,0.07200000000000001,"383,853",0.873,0.23199999999999998,"367,589",0.877,0.237,"755,519",0.858,0.201,"453,542",0.7709999999999999,0.168
California,2013,60185,0.168,6328064,"4,011,105",0.139,0.28800000000000003,0.48100000000000004,0.092,"25,147,232",0.10099999999999999,0.08199999999999999,0.20800000000000002,0.22,0.079,0.195,0.115,"5,582,572",0.8540000000000001,0.321,"5,159,912",0.804,0.327,"9,610,640",0.8170000000000001,0.306,"4,794,108",0.7859999999999999,0.28800000000000003
Colorado,2013,58942,0.129,665351,"512,807",0.158,0.257,0.47700000000000004,0.109,"3,514,235",0.037000000000000005,0.057999999999999996,0.217,0.228,0.083,0.23800000000000002,0.14,"776,660",0.905,0.37,"720,347",0.894,0.415,"1,372,285",0.9209999999999999,0.381,"644,943",0.887,0.341
Connecticut,2013,67262,0.107,373387,"345,423",0.129,0.272,0.469,0.13,"2,465,315",0.045,0.059000000000000004,0.273,0.177,0.075,0.20600000000000002,0.166,"439,149",0.9179999999999999,0.41200000000000003,"448,157",0.915,0.42,"1,033,503",0.917,0.382,"544,506",0.826,0.28300000000000003
Delaware,2013,58244,0.129,115774,"92,331",0.139,0.35,0.382,0.13,"629,730",0.039,0.077,0.312,0.19699999999999998,0.077,0.172,0.126,"119,039",0.879,0.34600000000000003,"111,785",0.884,0.344,"251,961",0.9109999999999999,0.292,"146,945",0.8390000000000001,0.233
Florida,2013,46021,0.171,3268130,"1,797,134",0.16699999999999998,0.306,0.45,0.078,"13,726,996",0.053,0.079,0.295,0.207,0.095,0.17600000000000002,0.09699999999999999,"2,435,386",0.879,0.273,"2,409,505",0.88,0.295,"5,237,822",0.887,0.27399999999999997,"3,644,283",0.8270000000000001,0.253
Georgia,2013,47765,0.19,1849944,"1,029,614",0.18,0.29600000000000004,0.44299999999999995,0.081,"6,472,172",0.055999999999999994,0.09,0.28600000000000003,0.212,0.07400000000000001,0.17800000000000002,0.106,"1,347,160",0.862,0.29600000000000004,"1,391,341",0.871,0.319,"2,542,898",0.8759999999999999,0.282,"1,190,773",0.782,0.23
Hawaii,2013,67798,0.112,153375,"136,925",0.087,0.33399999999999996,0.485,0.09300000000000001,"959,903",0.039,0.051,0.27399999999999997,0.22,0.10400000000000001,0.20800000000000002,0.10400000000000001,"204,167",0.955,0.316,"177,174",0.9520000000000001,0.35,"358,454",0.9159999999999999,0.322,"220,108",0.826,0.26
Idaho,2013,46621,0.156,246708,"158,393",0.138,0.348,0.439,0.07400000000000001,"1,026,889",0.043,0.063,0.27399999999999997,0.267,0.091,0.18,0.08199999999999999,"207,643",0.907,0.257,"195,107",0.899,0.3,"401,035",0.902,0.261,"223,104",0.863,0.237
Illinois,2013,56212,0.146,1841996,"1,266,315",0.136,0.27699999999999997,0.46399999999999997,0.12300000000000001,"8,593,665",0.055,0.066,0.27,0.21100000000000002,0.076,0.198,0.124,"1,779,710",0.903,0.38799999999999996,"1,689,992",0.883,0.364,"3,383,875",0.894,0.313,"1,740,088",0.818,0.226
Indiana,2013,47508,0.158,1008411,"670,468",0.171,0.313,0.428,0.08800000000000001,"4,312,892",0.040999999999999995,0.083,0.34299999999999997,0.213,0.08199999999999999,0.152,0.086,"840,482",0.872,0.27399999999999997,"826,166",0.9009999999999999,0.272,"1,730,411",0.897,0.237,"915,833",0.815,0.17600000000000002
Iowa,2013,52286,0.126,377037,"318,680",0.115,0.24600000000000002,0.532,0.107,"2,048,270",0.031,0.053,0.327,0.214,0.111,0.18100000000000002,0.084,"389,750",0.927,0.32899999999999996,"363,546",0.93,0.316,"815,349",0.9309999999999999,0.257,"479,625",0.871,0.18600000000000003
Kansas,2013,50892,0.139,391718,"300,970",0.13,0.261,0.515,0.095,"1,872,445",0.04,0.059000000000000004,0.266,0.24600000000000002,0.078,0.2,0.111,"387,558",0.9009999999999999,0.335,"347,137",0.9009999999999999,0.34600000000000003,"731,525",0.917,0.319,"406,225",0.87,0.243
Kentucky,2013,43307,0.188,803044,"427,057",0.145,0.335,0.442,0.078,"2,953,653",0.066,0.09300000000000001,0.331,0.20800000000000002,0.076,0.133,0.09300000000000001,"564,634",0.885,0.264,"565,930",0.89,0.265,"1,187,031",0.855,0.22,"636,058",0.731,0.16699999999999998
Louisiana,2013,44234,0.2,897284,"477,823",0.207,0.314,0.409,0.069,"3,034,973",0.057999999999999996,0.111,0.336,0.215,0.054000000000000006,0.149,0.076,"659,092",0.85,0.255,"565,847",0.862,0.251,"1,203,076",0.843,0.21600000000000003,"606,958",0.757,0.188
Maine,2013,47095,0.14,181386,"114,005",0.11699999999999999,0.306,0.501,0.077,"953,962",0.028999999999999998,0.052000000000000005,0.33799999999999997,0.20199999999999999,0.096,0.18100000000000002,0.10099999999999999,"150,177",0.946,0.312,"157,792",0.9420000000000001,0.298,"410,009",0.9359999999999999,0.276,"235,984",0.8540000000000001,0.264
