state,year,18-24_count,18-24<hs_grad,18-24_hs_grad/equiv,18-24_some_college/associate,18-24_bachelor/higher,25+_count,25+<9th_grade,25+_9th-12th_grade_nongrad,25+_hs_grad/equiv,25+_some_college,25+_associate's,25+_bachelor's,25+>bachelor,25-34_count,25-34_hs_grad/higher,25-34_bachelor/higher,35-44_count,35-44_hs_grad/higher,35-44_bachelor/higher,45-64_count,45-64_hs_grad/higher,45-64_bachelor/higher,65+_count,65+_hs_grad/higher,65+_bachelor/higher,25+_earnings,25+<hs_grad,25+_hs_grad/equiv.1,25+_some_college/associate,25+_bachelor's.1,25+>bachelor.1
Alabama ,2021,468727.0,0.1343681929993365,0.36273353145861026,0.41192207830997574,0.09097619723207752,3451208.0,0.036813776509558395,0.08385904297857445,0.31272673220507136,0.2044681166710323,0.08780345896277478,0.16581904075326667,0.10850983191972202,633583.0,0.9065142214989985,0.29211800190346016,637640.0,0.8841556364092591,0.31144846621918326,1294176.0,0.8777090596642187,0.26877951685087653,885809.0,0.858769779941274,0.2429925638597034,40362.0,25395.0,31997.0,36662.0,52385.0,65470.0
Alaska ,2021,67493.0,0.1320877720652512,0.4991776925014446,0.33351606833301234,0.03521846710029188,485779.0,0.021713577573340963,0.04516868781894648,0.2788778436284813,0.24342344975801752,0.08291012991504368,0.2087821828444622,0.11912412846170789,112341.0,0.9375027817092602,0.29615189467781133,102955.0,0.9466563061531738,0.3470156864649604,172073.0,0.9296635730184283,0.327430799718724,98410.0,0.9199878061172645,0.3449954272939742,50554.0,31565.0,39150.0,44785.0,60141.0,80892.0
Arizona ,2021,681735.0,0.14697793130761952,0.3587508342684474,0.389287626423757,0.10498360800017602,4980297.0,0.04691246325269356,0.06339481360248193,0.23453561102882017,0.23703224928151875,0.09383074945128775,0.1979145018861325,0.12637961149706534,1000536.0,0.9112015959445737,0.3268508079669297,915424.0,0.8873964414304192,0.3468993602964309,1730352.0,0.8734997272231315,0.31181401240903583,1333985.0,0.8961405113250899,0.3230523581599493,44330.0,30289.0,35309.0,41543.0,57474.0,74205.0
Arkansas ,2021,284335.0,0.11483637258867181,0.40048885997151246,0.38784180632000986,0.09683296111980587,2037763.0,0.044489962767996084,0.0688156571691605,0.34109069602304093,0.21358470047792605,0.07927418448563449,0.15906511208614543,0.09367968699009649,384776.0,0.9184564525854003,0.27068476204337066,383984.0,0.8935502520938372,0.29266584024334347,743850.0,0.8810553202930699,0.23724003495328358,525153.0,0.866397030960501,0.23237228007837715,37936.0,28714.0,31600.0,35644.0,51046.0,63107.0
California ,2021,3558188.0,0.09540305346429137,0.34147577362410303,0.44093145162650205,0.12218972128510354,26909869.0,0.08846780339213096,0.06704685184457791,0.20732159640019057,0.19650415243567332,0.07879172507305778,0.22140687492755912,0.14046099592681036,5827869.0,0.9144100527997455,0.3981733288788749,5414686.0,0.8532912157787174,0.39695616698733777,9702788.0,0.8130233289648295,0.33946109097715005,5964526.0,0.8193494336347934,0.33099076104287245,50014.0,28501.0,36311.0,43044.0,71142.0,99341.0
Colorado ,2021,525940.0,0.12312050804274252,0.35154390234627525,0.3844621059436438,0.14087348366733848,4044182.0,0.033388952327071335,0.04226886920519403,0.20136902839684268,0.1961924562247693,0.08262659791275467,0.27380295941181676,0.1703511365215512,901297.0,0.9432917229281802,0.4746016019136866,850293.0,0.9146153149561387,0.4705095772868882,1412425.0,0.9163969768306282,0.43688266633626566,880167.0,0.9270842919582306,0.3991833367985848,51409.0,32220.0,39362.0,42459.0,63777.0,79017.0
Connecticut ,2021,343982.0,0.08954538318865522,0.3085364931885971,0.4201324487909251,0.1817856748318226,2534376.0,0.042786863511965076,0.04606775001025894,0.2552012803151545,0.1604607998181801,0.07420761560242048,0.23188745474231132,0.18938823599970958,450863.0,0.9460900539631772,0.4652921175612104,451126.0,0.9081210127547514,0.47904576548458744,983215.0,0.9158068174305721,0.4166362392762519,649172.0,0.8819172730801698,0.3575862791371162,53008.0,30190.0,39819.0,45344.0,69915.0,88250.0
Delaware ,2021,83763.0,0.1238255554361711,0.3619378484533744,0.42004226209662976,0.09419433401382472,711104.0,0.03280110926109261,0.05363631761317613,0.2831737692376924,0.18124353118531186,0.09294983574835748,0.20572940104401044,0.1504660359103591,128564.0,0.9134750007778227,0.35902741047260506,122088.0,0.9077304894829958,0.39273311054321475,258901.0,0.9118273007829247,0.35153977775288625,201551.0,0.9193802064986033,0.33823697227996885,47422.0,30387.0,34262.0,43479.0,61378.0,73888.0
Florida ,2021,1731183.0,0.13233667382362235,0.3389456804970936,0.4134224977948605,0.11529514788442354,15762122.0,0.043846824685153434,0.05820434583617612,0.2768323960441367,0.18910924556985412,0.10039917214192354,0.2060776461443453,0.12553036957841082,2738541.0,0.9201578504758555,0.33599168316267675,2728862.0,0.899498398966309,0.36963650048994784,5695723.0,0.8985526508223802,0.32435197427964807,4598996.0,0.8830568671944921,0.3154194959073676,40465.0,25755.0,31711.0,37236.0,51381.0,67954.0
Georgia ,2021,1043171.0,0.14259598857713643,0.37380065205033497,0.3731928897563295,0.11041046961619908,7234271.0,0.04201847014025325,0.06827280869074437,0.26683766754106947,0.19233064395845828,0.08426142730898524,0.20928356153646996,0.13699542082401944,1464846.0,0.9134257116447736,0.36621460549436596,1448368.0,0.8924824354031572,0.3839265987649548,2735370.0,0.8916365976083674,0.3426881920910151,1585687.0,0.8619399667147426,0.2996694807991741,43055.0,27341.0,32398.0,38476.0,60454.0,72973.0
Hawaii ,2021,115665.0,0.06586262049885445,0.43238663381316733,0.36406000086456575,0.13769074482341245,1021687.0,0.03320684319170157,0.037471358645064484,0.26338301260562186,0.202499395607461,0.11041444199642356,0.22203375397749017,0.13099119397623735,197767.0,0.9551239590022602,0.3451991484929235,190893.0,0.95447187691534,0.40621709544090145,350460.0,0.9287507846829881,0.34496946869828227,282567.0,0.8949806594542179,0.332558295908581,44841.0,28885.0,35586.0,41095.0,55171.0,73122.0
Idaho ,2021,173371.0,0.13264617496582473,0.40803248524839797,0.392482018330632,0.06683932145514532,1257566.0,0.031664342070316785,0.05573703487530674,0.2689974124618509,0.23583891422000913,0.10061022642151585,0.20178821628447333,0.10536385366652724,246440.0,0.9285505599740302,0.30775442298328193,253434.0,0.9168106883843525,0.3271581555750215,443682.0,0.9007419728544318,0.3008663862856731,314010.0,0.9134326932263304,0.2994140314002739,40800.0,30768.0,32925.0,37877.0,50581.0,68649.0
Illinois ,2021,1140595.0,0.10591314182510006,0.32492865565779266,0.4061502987475835,0.1630079037695238,8730697.0,0.04570917991999952,0.052565219019741496,0.25141096982291333,0.1956069486777516,0.08330789626532681,0.2213204741843635,0.15007931210990372,1705429.0,0.9379135689612408,0.4413147659621128,1684439.0,0.9056320828477612,0.4371870990875894,3237520.0,0.8953646618399269,0.34778225308260646,2103309.0,0.8790458273130577,0.2983779368604423,48354.0,29695.0,35334.0,41652.0,63725.0,81737.0
Indiana ,2021,660956.0,0.13405128329268515,0.3661015256688796,0.3818816986304686,0.11796549240796664,4559631.0,0.03622376459849492,0.057365826313576694,0.3329207999506978,0.19381085881730342,0.09088630198364736,0.18489851481402772,0.10389393352225212,882725.0,0.9178215185929933,0.32816335778413436,871732.0,0.9020490242413953,0.3458987395208619,1689595.0,0.910943746874251,0.27698649676401743,1115579.0,0.8939232452385711,0.230896243116803,42955.0,30634.0,36144.0,40528.0,54525.0,70183.0
