state,year,18-24_count,18-24<hs_grad,18-24_hs_grad/equiv,18-24_some_college/associate,18-24_bachelor/higher,25+_count,25+<9th_grade,25+_9th-12th_grade_nongrad,25+_hs_grad/equiv,25+_some_college,25+_associate's,25+_bachelor's,25+>bachelor,25-34_count,25-34_hs_grad/higher,25-34_bachelor/higher,35-44_count,35-44_hs_grad/higher,35-44_bachelor/higher,45-64_count,45-64_hs_grad/higher,45-64_bachelor/higher,65+_count,65+_hs_grad/higher,65+_bachelor/higher,25+_earnings,25+<hs_grad,25+_hs_grad/equiv.1,25+_some_college/associate,25+_bachelor's.1,25+>bachelor.1
Hawaii ,2017,123797.0,0.065,0.406,0.445,0.084,997744.0,0.035,0.043,0.281,0.205,0.107,0.217,0.112,206064.0,0.957,0.307,181837.0,0.954,0.371,356093.0,0.922,0.329,253750.0,0.873,0.318,1.0,27415.0,32674.0,40163.0,50803.0,67836.0
Idaho ,2017,161870.0,0.143,0.358,0.432,0.067,1111788.0,0.033,0.059,0.282,0.263,0.097,0.182,0.085,221528.0,0.922,0.257,215657.0,0.913,0.308,412009.0,0.907,0.259,262594.0,0.896,0.257,1.0,25230.0,28642.0,30813.0,42188.0,60976.0
Illinois ,2017,1199876.0,0.13,0.292,0.451,0.127,8707057.0,0.049,0.06,0.261,0.206,0.08,0.21,0.134,1765429.0,0.924,0.412,1647140.0,0.897,0.387,3346893.0,0.892,0.33,1947595.0,0.853,0.271,1.0,24957.0,31161.0,36756.0,56643.0,73296.0
Indiana ,2017,657470.0,0.15,0.335,0.413,0.102,4435317.0,0.036,0.077,0.327,0.202,0.089,0.17,0.098,868016.0,0.9,0.321,818483.0,0.886,0.302,1724932.0,0.898,0.256,1023886.0,0.855,0.216,1.0,24213.0,31363.0,35770.0,50294.0,62356.0
Iowa ,2017,321452.0,0.105,0.283,0.496,0.115,2093909.0,0.031,0.048,0.305,0.21,0.116,0.194,0.095,392787.0,0.931,0.35,374473.0,0.921,0.355,802025.0,0.931,0.271,524624.0,0.897,0.226,1.0,26975.0,31973.0,36707.0,50840.0,64908.0
Kansas ,2017,296020.0,0.119,0.291,0.483,0.106,1904528.0,0.035,0.055,0.258,0.227,0.088,0.212,0.126,384111.0,0.915,0.357,354624.0,0.904,0.383,718342.0,0.917,0.331,447451.0,0.899,0.295,1.0,26056.0,30111.0,34570.0,49257.0,61088.0
Kentucky ,2017,420632.0,0.116,0.376,0.419,0.089,3018953.0,0.054,0.082,0.33,0.213,0.08,0.14,0.099,573771.0,0.92,0.279,555670.0,0.891,0.284,1180464.0,0.867,0.228,709048.0,0.789,0.193,1.0,21842.0,30002.0,32483.0,46881.0,56704.0
Louisiana ,2017,454814.0,0.179,0.326,0.416,0.078,3120277.0,0.049,0.1,0.34,0.214,0.059,0.155,0.083,654476.0,0.877,0.262,588273.0,0.866,0.278,1181417.0,0.854,0.221,696111.0,0.811,0.21,1.0,21789.0,28026.0,32157.0,48795.0,58960.0
Maine ,2017,109965.0,0.115,0.334,0.452,0.099,971740.0,0.026,0.051,0.309,0.19,0.103,0.199,0.121,158713.0,0.948,0.349,151118.0,0.947,0.352,395168.0,0.933,0.304,266741.0,0.88,0.31,1.0,23092.0,28193.0,34563.0,44118.0,58537.0
Maryland ,2017,537623.0,0.105,0.311,0.449,0.135,4167604.0,0.04,0.061,0.245,0.189,0.068,0.213,0.183,837271.0,0.912,0.416,772536.0,0.901,0.451,1655211.0,0.91,0.389,902586.0,0.865,0.345,1.0,26309.0,35409.0,42707.0,61640.0,82432.0
Massachusetts ,2017,700662.0,0.109,0.265,0.445,0.181,4788573.0,0.043,0.049,0.243,0.155,0.075,0.239,0.195,972147.0,0.937,0.52,835762.0,0.919,0.484,1872840.0,0.918,0.418,1107824.0,0.856,0.349,1.0,25757.0,36055.0,41187.0,62167.0,79988.0
Michigan ,2017,967140.0,0.124,0.315,0.455,0.106,6819310.0,0.028,0.063,0.289,0.234,0.095,0.176,0.115,1266361.0,0.922,0.335,1157393.0,0.916,0.335,2730443.0,0.921,0.281,1665113.0,0.875,0.244,1.0,21773.0,30065.0,34761.0,51527.0,70518.0
Minnesota ,2017,500408.0,0.12,0.277,0.46,0.143,3778416.0,0.03,0.039,0.248,0.209,0.113,0.235,0.125,758807.0,0.938,0.422,701136.0,0.931,0.412,1459569.0,0.941,0.346,858904.0,0.906,0.289,1.0,25012.0,31965.0,40043.0,56347.0,72143.0
Mississippi ,2017,310206.0,0.155,0.307,0.466,0.072,1959341.0,0.048,0.108,0.304,0.22,0.101,0.135,0.083,362723.0,0.861,0.219,377902.0,0.875,0.247,752997.0,0.86,0.217,465719.0,0.779,0.199,1.0,22273.0,26845.0,31594.0,41706.0,54539.0
Missouri ,2017,575596.0,0.12,0.33,0.445,0.105,4150275.0,0.031,0.072,0.308,0.22,0.079,0.179,0.111,814462.0,0.917,0.336,729164.0,0.91,0.341,1596380.0,0.904,0.283,1010269.0,0.86,0.229,1.0,21779.0,30097.0,33653.0,48238.0,60056.0
Montana ,2017,96932.0,0.122,0.384,0.401,0.094,723666.0,0.022,0.048,0.281,0.235,0.091,0.217,0.106,132667.0,0.925,0.32,125034.0,0.933,0.359,275749.0,0.94,0.314,190216.0,0.917,0.314,1.0,21588.0,28378.0,30736.0,40244.0,57421.0
Nebraska ,2017,186225.0,0.101,0.293,0.493,0.112,1259254.0,0.039,0.048,0.263,0.231,0.102,0.209,0.108,259071.0,0.917,0.373,235957.0,0.906,0.373,469321.0,0.921,0.297,294905.0,0.903,0.253,1.0,25515.0,31296.0,36349.0,50138.0,61324.0
Nevada ,2017,250902.0,0.149,0.404,0.39,0.057,2063180.0,0.052,0.08,0.287,0.251,0.08,0.165,0.084,436060.0,0.884,0.24,400006.0,0.86,0.254,768435.0,0.861,0.245,458679.0,0.87,0.259,1.0,26840.0,31208.0,36581.0,48974.0,65557.0
New Hampshire ,2017,126595.0,0.097,0.325,0.45,0.128,958005.0,0.019,0.051,0.28,0.179,0.102,0.226,0.143,163877.0,0.938,0.417,151687.0,0.949,0.401,406120.0,0.94,0.365,236321.0,0.898,0.323,1.0,27050.0,35018.0,41023.0,56249.0,70295.0
New Jersey ,2017,792310.0,0.108,0.287,0.441,0.164,6234538.0,0.048,0.053,0.272,0.163,0.067,0.242,0.156,1162394.0,0.937,0.464,1159791.0,0.909,0.462,2495881.0,0.91,0.388,1416472.0,0.841,0.305,1.0,22930.0,34137.0,41178.0,63545.0,86548.0
New Mexico ,2017,206873.0,0.176,0.327,0.438,0.059,1391475.0,0.058,0.081,0.266,0.24,0.084,0.152,0.118,274063.0,0.903,0.247,250144.0,0.846,0.244,517339.0,0.862,0.273,349929.0,0.837,0.304,1.0,20428.0,26822.0,31378.0,42379.0,60401.0
New York ,2017,1874770.0,0.114,0.263,0.455,0.169,13821132.0,0.061,0.073,0.263,0.154,0.088,0.202,0.158,2923367.0,0.907,0.449,2471713.0,0.88,0.412,5265003.0,0.871,0.332,3161049.0,0.808,0.285,1.0,22323.0,31190.0,38580.0,60027.0,75012.0
North Carolina ,2017,981044.0,0.136,0.31,0.455,0.099,6991185.0,0.045,0.077,0.258,0.213,0.094,0.201,0.112,1352154.0,0.902,0.346,1305272.0,0.88,0.358,2703761.0,0.891,0.307,1629998.0,0.835,0.26,1.0,21705.0,27936.0,32357.0,50105.0,61504.0
North Dakota ,2017,86353.0,0.084,0.319,0.457,0.14,495904.0,0.028,0.043,0.264,0.224,0.134,0.218,0.09,114379.0,0.958,0.389,89406.0,0.959,0.388,179450.0,0.942,0.274,112669.0,0.857,0.215,1.0,29167.0,36102.0,39714.0,50270.0,61798.0
Ohio ,2017,1074727.0,0.131,0.34,0.429,0.1,7981885.0,0.027,0.07,0.333,0.202,0.088,0.173,0.106,1525401.0,0.922,0.329,1383026.0,0.918,0.336,3133842.0,0.911,0.264,1939616.0,0.863,0.225,1.0,22520.0,30480.0,35295.0,51684.0,66321.0
Oklahoma ,2017,382967.0,0.152,0.342,0.433,0.073,2586414.0,0.041,0.079,0.311,0.233,0.081,0.169,0.086,538461.0,0.899,0.267,486405.0,0.881,0.27,960416.0,0.884,0.252,601132.0,0.858,0.238,1.0,24007.0,27987.0,32900.0,46203.0,56850.0
Oregon ,2017,367807.0,0.152,0.318,0.445,0.086,2901195.0,0.035,0.055,0.232,0.252,0.088,0.21,0.127,578534.0,0.918,0.367,549489.0,0.894,0.384,1064304.0,0.91,0.313,708868.0,0.914,0.313,1.0,24475.0,30352.0,35272.0,48567.0,64380.0
Pennsylvania ,2017,1179724.0,0.12,0.339,0.411,0.13,8960842.0,0.032,0.063,0.35,0.158,0.083,0.189,0.125,1681722.0,0.931,0.393,1489221.0,0.92,0.38,3513356.0,0.918,0.297,2276543.0,0.859,0.241,1.0,24849.0,31485.0,36835.0,51950.0,70080.0
Rhode Island ,2017,115698.0,0.083,0.322,0.488,0.107,736969.0,0.051,0.066,0.299,0.169,0.08,0.203,0.131,145756.0,0.927,0.363,123187.0,0.923,0.401,291454.0,0.882,0.323,176572.0,0.82,0.284,1.0,24243.0,34055.0,39598.0,55749.0,75258.0
South Carolina ,2017,478798.0,0.13,0.334,0.446,0.09,3443851.0,0.04,0.086,0.295,0.203,0.096,0.176,0.104,648479.0,0.892,0.289,619763.0,0.883,0.308,1309792.0,0.885,0.267,865817.0,0.837,0.273,1.0,20823.0,27178.0,31865.0,46928.0,56616.0
South Dakota ,2017,81879.0,0.142,0.286,0.453,0.119,574559.0,0.029,0.054,0.308,0.22,0.108,0.191,0.09,116061.0,0.92,0.305,99981.0,0.923,0.311,216631.0,0.934,0.273,141886.0,0.885,0.254,1.0,25976.0,30721.0,34346.0,44805.0,57922.0
Tennessee ,2017,619279.0,0.124,0.355,0.426,0.095,4588453.0,0.044,0.078,0.324,0.208,0.072,0.172,0.101,905358.0,0.922,0.323,841848.0,0.897,0.314,1770847.0,0.88,0.255,1070400.0,0.822,0.229,1.0,21842.0,28641.0,33632.0,46779.0,60242.0
Texas ,2017,2790087.0,0.15,0.332,0.432,0.086,18149346.0,0.081,0.082,0.251,0.217,0.073,0.193,0.103,4122739.0,0.883,0.31,3833039.0,0.833,0.316,6728076.0,0.831,0.29,3465492.0,0.795,0.27,1.0,22860.0,30398.0,36452.0,54211.0,70427.0
Utah ,2017,349704.0,0.103,0.316,0.515,0.067,1827035.0,0.027,0.051,0.223,0.257,0.095,0.228,0.118,453438.0,0.931,0.343,424179.0,0.923,0.385,614223.0,0.915,0.336,335195.0,0.92,0.32,1.0,27134.0,31280.0,34534.0,47092.0,70156.0
Vermont ,2017,66635.0,0.101,0.337,0.442,0.12,439267.0,0.022,0.052,0.29,0.168,0.085,0.225,0.158,73864.0,0.933,0.399,69237.0,0.931,0.425,179016.0,0.938,0.367,117150.0,0.901,0.372,1.0,25372.0,30991.0,35381.0,40592.0,58628.0
Virginia ,2017,822718.0,0.097,0.309,0.461,0.134,5779221.0,0.042,0.061,0.242,0.19,0.079,0.22,0.167,1165166.0,0.931,0.418,1107730.0,0.911,0.436,2234721.0,0.904,0.383,1271604.0,0.843,0.324,1.0,24777.0,31165.0,37428.0,58191.0,80946.0
Washington ,2017,657042.0,0.14,0.314,0.434,0.112,5101968.0,0.037,0.05,0.221,0.236,0.101,0.222,0.133,1105343.0,0.925,0.379,977367.0,0.903,0.389,1901499.0,0.917,0.34,1117759.0,0.903,0.326,1.0,25668.0,34196.0,39947.0,59662.0,76407.0
West Virginia ,2017,163104.0,0.124,0.395,0.413,0.067,1279350.0,0.045,0.084,0.412,0.186,0.071,0.122,0.08,208597.0,0.914,0.248,220633.0,0.913,0.23,499548.0,0.88,0.193,350572.0,0.806,0.171,1.0,20106.0,27296.0,32200.0,43516.0,53919.0
Wisconsin ,2017,557891.0,0.108,0.326,0.456,0.11,3958231.0,0.026,0.051,0.307,0.203,0.109,0.198,0.106,727114.0,0.942,0.364,698926.0,0.929,0.354,1576007.0,0.932,0.287,956184.0,0.893,0.248,1.0,26564.0,32020.0,37359.0,51162.0,65006.0
Wyoming ,2017,53553.0,0.139,0.382,0.413,0.065,387700.0,0.02,0.051,0.296,0.253,0.104,0.174,0.103,79822.0,0.936,0.271,70601.0,0.918,0.304,146840.0,0.935,0.267,90437.0,0.924,0.273,1.0,31014.0,31147.0,36220.0,47546.0,58518.0
