state,year,18-24_count,18-24<hs_grad,18-24_hs_grad/equiv,18-24_some_college/associate,18-24_bachelor/higher,25+_count,25+<9th_grade,25+_9th-12th_grade_nongrad,25+_hs_grad/equiv,25+_some_college,25+_associate's,25+_bachelor's,25+>bachelor,25-34_count,25-34_hs_grad/higher,25-34_bachelor/higher,35-44_count,35-44_hs_grad/higher,35-44_bachelor/higher,45-64_count,45-64_hs_grad/higher,45-64_bachelor/higher,65+_count,65+_hs_grad/higher,65+_bachelor/higher,25+_earnings,25+<hs_grad,25+_hs_grad/equiv.1,25+_some_college/associate,25+_bachelor's.1,25+>bachelor.1
Louisiana ,2019,423707.0,0.158,0.351,0.406,0.085,3140201.0,0.044,0.096,0.339,0.206,0.064,0.16,0.089,643422.0,0.878,0.283,606785.0,0.872,0.279,1147800.0,0.863,0.231,742194.0,0.829,0.227,1.0,22913.0,30786.0,35064.0,50699.0,60992.0
Maine ,2019,106707.0,0.108,0.346,0.417,0.128,991152.0,0.021,0.047,0.314,0.186,0.1,0.208,0.124,164231.0,0.949,0.355,153615.0,0.963,0.374,387328.0,0.94,0.314,285978.0,0.896,0.32,1.0,25504.0,31798.0,36274.0,47375.0,60347.0
Maryland ,2019,529535.0,0.118,0.306,0.415,0.16,4183858.0,0.04,0.056,0.246,0.18,0.069,0.218,0.191,820575.0,0.932,0.433,786924.0,0.898,0.454,1616472.0,0.916,0.405,959887.0,0.865,0.357,1.0,30300.0,36700.0,44022.0,65193.0,89066.0
Massachusetts ,2019,690150.0,0.092,0.271,0.442,0.195,4850576.0,0.042,0.045,0.239,0.15,0.074,0.247,0.203,992607.0,0.944,0.543,849654.0,0.93,0.512,1836022.0,0.917,0.432,1172293.0,0.869,0.354,1.0,30693.0,39463.0,42066.0,65373.0,85717.0
Michigan ,2019,949408.0,0.127,0.324,0.433,0.116,6894627.0,0.027,0.06,0.291,0.228,0.094,0.182,0.119,1302017.0,0.928,0.34,1174029.0,0.914,0.349,2652172.0,0.921,0.29,1766409.0,0.891,0.255,1.0,23192.0,31028.0,36272.0,54634.0,71623.0
Minnesota ,2019,489751.0,0.121,0.296,0.432,0.151,3847212.0,0.027,0.037,0.244,0.204,0.115,0.245,0.127,765578.0,0.947,0.431,730399.0,0.941,0.434,1429744.0,0.942,0.358,921491.0,0.914,0.298,1.0,28327.0,35337.0,41858.0,60316.0,75925.0
Mississippi ,2019,298065.0,0.15,0.284,0.498,0.068,1979664.0,0.046,0.101,0.302,0.223,0.105,0.137,0.086,368227.0,0.885,0.228,379610.0,0.875,0.233,745023.0,0.864,0.221,486804.0,0.795,0.216,1.0,20764.0,27158.0,31459.0,44148.0,56208.0
Missouri ,2019,558571.0,0.113,0.338,0.432,0.117,4206162.0,0.029,0.064,0.311,0.214,0.079,0.184,0.118,823722.0,0.932,0.355,756709.0,0.92,0.355,1567788.0,0.908,0.291,1057943.0,0.876,0.24,1.0,24831.0,31297.0,36127.0,51217.0,63368.0
Montana ,2019,100304.0,0.14,0.352,0.413,0.095,741950.0,0.016,0.041,0.284,0.229,0.094,0.231,0.105,133119.0,0.941,0.375,132472.0,0.951,0.395,268450.0,0.953,0.313,207909.0,0.924,0.302,1.0,27804.0,30843.0,33040.0,42150.0,58287.0
Nebraska ,2019,187542.0,0.092,0.291,0.474,0.144,1271770.0,0.034,0.045,0.257,0.22,0.111,0.218,0.114,257931.0,0.934,0.394,243052.0,0.924,0.415,458492.0,0.914,0.307,312295.0,0.915,0.254,1.0,30298.0,32174.0,38209.0,50779.0,61853.0
Nevada ,2019,252953.0,0.136,0.422,0.377,0.065,2136466.0,0.051,0.08,0.278,0.246,0.088,0.167,0.09,449055.0,0.887,0.242,410321.0,0.843,0.269,778871.0,0.86,0.249,498219.0,0.885,0.273,1.0,29609.0,32879.0,40057.0,50293.0,66105.0
New Hampshire ,2019,123941.0,0.113,0.321,0.442,0.125,979750.0,0.02,0.047,0.281,0.178,0.099,0.229,0.147,170730.0,0.949,0.404,158985.0,0.944,0.445,396888.0,0.936,0.354,253147.0,0.909,0.347,1.0,30119.0,37820.0,42368.0,60544.0,71884.0
New Jersey ,2019,752937.0,0.095,0.293,0.425,0.187,6191229.0,0.047,0.05,0.269,0.157,0.064,0.251,0.161,1148458.0,0.94,0.478,1144104.0,0.908,0.483,2423592.0,0.913,0.402,1475075.0,0.855,0.322,1.0,28427.0,35048.0,44983.0,67038.0,92098.0
New Mexico ,2019,196991.0,0.155,0.365,0.404,0.077,1425988.0,0.058,0.083,0.264,0.227,0.091,0.155,0.122,278627.0,0.891,0.241,261847.0,0.85,0.269,507784.0,0.863,0.271,377730.0,0.835,0.316,1.0,21016.0,29002.0,32187.0,45109.0,62501.0
New York ,2019,1766731.0,0.103,0.282,0.432,0.184,13664734.0,0.058,0.066,0.258,0.152,0.088,0.212,0.166,2865401.0,0.923,0.472,2430106.0,0.894,0.439,5073259.0,0.877,0.347,3295968.0,0.821,0.3,1.0,26036.0,33491.0,41421.0,62699.0,81041.0
North Carolina ,2019,1007035.0,0.12,0.318,0.453,0.108,7187077.0,0.042,0.072,0.256,0.206,0.101,0.205,0.118,1401663.0,0.905,0.356,1312661.0,0.882,0.366,2721818.0,0.895,0.319,1750935.0,0.86,0.272,1.0,23976.0,30369.0,34861.0,50977.0,65620.0
North Dakota ,2019,80981.0,0.092,0.265,0.515,0.128,504375.0,0.026,0.039,0.267,0.224,0.14,0.215,0.089,117574.0,0.946,0.334,96037.0,0.953,0.381,170587.0,0.955,0.287,120177.0,0.88,0.238,1.0,28756.0,34343.0,41818.0,51854.0,61288.0
Ohio ,2019,1064448.0,0.128,0.357,0.414,0.101,8049805.0,0.027,0.065,0.326,0.201,0.087,0.182,0.111,1544717.0,0.926,0.342,1404148.0,0.919,0.347,3057392.0,0.917,0.281,2043548.0,0.874,0.236,1.0,24836.0,31514.0,36821.0,53680.0,71180.0
Oklahoma ,2019,385498.0,0.144,0.354,0.417,0.085,2619244.0,0.039,0.077,0.315,0.228,0.079,0.171,0.091,536999.0,0.899,0.257,501516.0,0.879,0.292,945507.0,0.887,0.258,635222.0,0.872,0.248,1.0,24760.0,31766.0,35955.0,47828.0,61092.0
Oregon ,2019,366803.0,0.133,0.312,0.448,0.107,2988118.0,0.033,0.054,0.23,0.248,0.09,0.21,0.135,594585.0,0.928,0.351,578846.0,0.902,0.399,1047191.0,0.906,0.328,767496.0,0.921,0.325,1.0,27408.0,31451.0,36817.0,52498.0,70854.0
Pennsylvania ,2019,1141628.0,0.12,0.349,0.397,0.135,9028036.0,0.03,0.06,0.344,0.157,0.086,0.195,0.128,1704848.0,0.931,0.4,1520179.0,0.922,0.389,3414791.0,0.917,0.305,2388218.0,0.878,0.252,1.0,26343.0,32567.0,39075.0,55326.0,73805.0
Rhode Island ,2019,108834.0,0.093,0.323,0.459,0.125,746952.0,0.05,0.057,0.284,0.174,0.086,0.209,0.139,148180.0,0.928,0.426,124433.0,0.921,0.383,287184.0,0.894,0.33,187155.0,0.844,0.294,1.0,31893.0,36883.0,40363.0,57398.0,76827.0
South Carolina ,2019,473210.0,0.126,0.351,0.428,0.094,3563204.0,0.037,0.079,0.285,0.204,0.099,0.184,0.112,670757.0,0.902,0.318,628604.0,0.893,0.324,1328305.0,0.889,0.282,935538.0,0.856,0.281,1.0,23085.0,30592.0,35994.0,50734.0,60788.0
South Dakota ,2019,81361.0,0.138,0.343,0.415,0.105,588029.0,0.028,0.051,0.3,0.205,0.119,0.206,0.091,114420.0,0.923,0.35,106071.0,0.932,0.326,213739.0,0.929,0.29,153799.0,0.901,0.248,1.0,22131.0,31306.0,36732.0,47630.0,57244.0
Tennessee ,2019,624460.0,0.109,0.347,0.43,0.114,4693962.0,0.043,0.077,0.315,0.203,0.074,0.18,0.107,934878.0,0.923,0.336,849159.0,0.894,0.328,1770960.0,0.883,0.278,1138965.0,0.829,0.231,1.0,25365.0,30596.0,35518.0,50633.0,62832.0
Texas ,2019,2826700.0,0.139,0.346,0.421,0.095,18772550.0,0.077,0.077,0.252,0.212,0.075,0.2,0.108,4242661.0,0.896,0.328,3959419.0,0.85,0.335,6831743.0,0.836,0.298,3738727.0,0.805,0.274,1.0,25282.0,31234.0,38121.0,56853.0,72195.0
Utah ,2019,364058.0,0.107,0.33,0.493,0.07,1911592.0,0.024,0.045,0.231,0.255,0.097,0.234,0.113,472153.0,0.942,0.35,443692.0,0.938,0.381,630549.0,0.916,0.338,365198.0,0.93,0.321,1.0,28028.0,34667.0,37247.0,51611.0,76099.0
Vermont ,2019,64872.0,0.08,0.328,0.472,0.121,445558.0,0.021,0.048,0.29,0.167,0.087,0.227,0.16,76649.0,0.937,0.422,70815.0,0.939,0.445,172893.0,0.934,0.367,125201.0,0.917,0.359,1.0,27052.0,32425.0,39882.0,47170.0,61617.0
Virginia ,2019,805157.0,0.097,0.34,0.431,0.131,5872757.0,0.038,0.062,0.236,0.189,0.08,0.224,0.172,1174655.0,0.934,0.424,1128152.0,0.913,0.447,2211614.0,0.904,0.395,1358336.0,0.856,0.332,1.0,23892.0,32366.0,40071.0,61529.0,85582.0
Washington ,2019,661604.0,0.142,0.328,0.413,0.117,5290324.0,0.035,0.048,0.221,0.227,0.1,0.228,0.142,1164010.0,0.929,0.398,1032245.0,0.908,0.402,1886384.0,0.916,0.351,1207685.0,0.915,0.344,1.0,30627.0,36441.0,42030.0,62447.0,86167.0
West Virginia ,2019,152243.0,0.123,0.39,0.388,0.1,1281086.0,0.042,0.087,0.402,0.179,0.079,0.126,0.084,211267.0,0.918,0.245,219899.0,0.913,0.27,482520.0,0.88,0.196,367400.0,0.808,0.174,1.0,20200.0,30573.0,32380.0,45304.0,58802.0
Wisconsin ,2019,543737.0,0.103,0.334,0.445,0.118,4015285.0,0.025,0.048,0.305,0.2,0.109,0.207,0.107,737315.0,0.946,0.372,714436.0,0.929,0.376,1543638.0,0.931,0.297,1019896.0,0.909,0.253,1.0,29561.0,33547.0,40482.0,52425.0,67112.0
Wyoming ,2019,54723.0,0.114,0.337,0.46,0.089,389847.0,0.017,0.038,0.301,0.24,0.113,0.188,0.104,76649.0,0.938,0.264,73671.0,0.949,0.335,140738.0,0.952,0.269,98789.0,0.94,0.312,1.0,29982.0,36929.0,36885.0,47962.0,61288.0
