state,year,18-24_count,18-24<hs_grad,18-24_hs_grad/equiv,18-24_some_college/associate,18-24_bachelor/higher,25+_count,25+<9th_grade,25+_9th-12th_grade_nongrad,25+_hs_grad/equiv,25+_some_college,25+_associate's,25+_bachelor's,25+>bachelor,25-34_count,25-34_hs_grad/higher,25-34_bachelor/higher,35-44_count,35-44_hs_grad/higher,35-44_bachelor/higher,45-64_count,45-64_hs_grad/higher,45-64_bachelor/higher,65+_count,65+_hs_grad/higher,65+_bachelor/higher,25+_earnings,25+<hs_grad,25+_hs_grad/equiv.1,25+_some_college/associate,25+_bachelor's.1,25+>bachelor.1
Hawaii ,2016,129855.0,0.073,0.413,0.417,0.098,990937.0,0.036,0.044,0.28,0.215,0.105,0.214,0.106,205844.0,0.953,0.307,179339.0,0.955,0.356,362213.0,0.928,0.325,243541.0,0.854,0.295,1.0,23401.0,31361.0,38200.0,49440.0,64283.0
Idaho ,2016,159418.0,0.12,0.361,0.458,0.061,1087265.0,0.032,0.064,0.279,0.253,0.096,0.187,0.089,220555.0,0.912,0.263,205831.0,0.898,0.328,404717.0,0.912,0.267,256162.0,0.89,0.26,1.0,23004.0,27114.0,31468.0,41343.0,60084.0
Illinois ,2016,1213601.0,0.12,0.288,0.453,0.138,8665219.0,0.05,0.062,0.26,0.21,0.079,0.209,0.13,1765751.0,0.921,0.417,1654483.0,0.897,0.386,3372155.0,0.895,0.324,1872830.0,0.839,0.254,1.0,22282.0,30526.0,36054.0,55161.0,70924.0
Indiana ,2016,662944.0,0.159,0.306,0.436,0.098,4392576.0,0.038,0.079,0.337,0.205,0.085,0.163,0.093,857485.0,0.89,0.306,813214.0,0.89,0.297,1728538.0,0.9,0.246,993339.0,0.844,0.198,1.0,22415.0,30846.0,33681.0,48790.0,60620.0
Iowa ,2016,320706.0,0.112,0.273,0.507,0.108,2087020.0,0.032,0.051,0.311,0.21,0.112,0.191,0.093,395052.0,0.925,0.345,369788.0,0.923,0.353,808438.0,0.926,0.266,513742.0,0.894,0.217,1.0,26151.0,31515.0,35749.0,48207.0,64417.0
Kansas ,2016,300434.0,0.125,0.287,0.485,0.103,1891936.0,0.036,0.058,0.262,0.232,0.083,0.207,0.122,377168.0,0.913,0.356,353348.0,0.896,0.361,723749.0,0.911,0.333,437671.0,0.898,0.27,1.0,23425.0,28685.0,32765.0,46772.0,57533.0
Kentucky ,2016,429008.0,0.134,0.336,0.443,0.087,2995509.0,0.057,0.086,0.323,0.214,0.086,0.14,0.095,564723.0,0.9,0.273,556258.0,0.901,0.281,1187003.0,0.861,0.222,687525.0,0.78,0.187,1.0,20974.0,28372.0,32301.0,47610.0,56285.0
Louisiana ,2016,449365.0,0.175,0.355,0.397,0.074,3115020.0,0.052,0.104,0.34,0.21,0.06,0.152,0.082,671108.0,0.858,0.264,583366.0,0.867,0.254,1186367.0,0.851,0.219,674179.0,0.797,0.212,1.0,20766.0,27996.0,32309.0,46163.0,57210.0
Maine ,2016,109959.0,0.116,0.321,0.454,0.109,966569.0,0.027,0.05,0.329,0.194,0.098,0.188,0.113,157452.0,0.946,0.34,151647.0,0.951,0.34,400818.0,0.931,0.284,256652.0,0.88,0.281,1.0,19634.0,27934.0,33302.0,43559.0,56855.0
Maryland ,2016,547787.0,0.117,0.294,0.447,0.142,4122508.0,0.04,0.058,0.254,0.189,0.065,0.209,0.185,832284.0,0.917,0.415,765502.0,0.905,0.448,1648274.0,0.913,0.385,876448.0,0.861,0.34,1.0,26170.0,32982.0,41813.0,61049.0,82479.0
Massachusetts ,2016,705317.0,0.109,0.271,0.444,0.176,4727515.0,0.045,0.051,0.245,0.155,0.077,0.238,0.19,950957.0,0.929,0.513,826713.0,0.923,0.492,1875420.0,0.913,0.405,1074425.0,0.852,0.341,1.0,25717.0,35003.0,40706.0,60503.0,76972.0
Michigan ,2016,976715.0,0.134,0.292,0.476,0.098,6760402.0,0.03,0.066,0.293,0.236,0.093,0.172,0.111,1248301.0,0.915,0.318,1158269.0,0.915,0.332,2744767.0,0.915,0.271,1609065.0,0.869,0.239,1.0,20512.0,27202.0,32435.0,50821.0,68906.0
Minnesota ,2016,506046.0,0.119,0.272,0.475,0.134,3725283.0,0.03,0.041,0.252,0.214,0.115,0.231,0.117,744809.0,0.937,0.401,680392.0,0.928,0.408,1469747.0,0.943,0.335,830335.0,0.899,0.275,1.0,23823.0,31535.0,38355.0,54749.0,70728.0
Mississippi ,2016,308551.0,0.152,0.305,0.489,0.054,1957022.0,0.048,0.11,0.308,0.224,0.091,0.135,0.082,378612.0,0.88,0.23,374600.0,0.878,0.243,754176.0,0.844,0.208,449634.0,0.773,0.203,1.0,20057.0,26693.0,30838.0,42130.0,51943.0
Missouri ,2016,581922.0,0.134,0.308,0.46,0.098,4121014.0,0.033,0.071,0.307,0.225,0.079,0.177,0.108,799577.0,0.921,0.337,737255.0,0.909,0.334,1607203.0,0.903,0.271,976979.0,0.852,0.227,1.0,21505.0,29902.0,32334.0,45701.0,57229.0
Montana ,2016,101230.0,0.111,0.355,0.45,0.084,712616.0,0.019,0.053,0.29,0.236,0.093,0.209,0.101,126836.0,0.924,0.321,120268.0,0.944,0.35,281631.0,0.938,0.3,183881.0,0.906,0.29,1.0,18782.0,26475.0,30816.0,39650.0,52319.0
Nebraska ,2016,189211.0,0.104,0.288,0.508,0.101,1243820.0,0.041,0.05,0.264,0.226,0.104,0.211,0.104,255384.0,0.905,0.374,233281.0,0.903,0.374,469865.0,0.918,0.292,285290.0,0.902,0.249,1.0,25292.0,30482.0,35209.0,46260.0,61459.0
Nevada ,2016,251946.0,0.17,0.366,0.41,0.054,2010610.0,0.061,0.078,0.291,0.257,0.078,0.153,0.081,424305.0,0.873,0.227,390373.0,0.841,0.233,754171.0,0.859,0.228,441761.0,0.869,0.255,1.0,25444.0,30968.0,35351.0,46908.0,62224.0
New Hampshire ,2016,127368.0,0.104,0.317,0.424,0.155,947586.0,0.022,0.05,0.27,0.189,0.103,0.225,0.141,160594.0,0.94,0.416,152488.0,0.941,0.403,407572.0,0.939,0.35,226932.0,0.892,0.333,1.0,27896.0,32290.0,39245.0,51823.0,67970.0
New Jersey ,2016,788858.0,0.114,0.286,0.437,0.163,6171172.0,0.051,0.056,0.276,0.166,0.065,0.237,0.149,1157062.0,0.927,0.445,1151388.0,0.909,0.442,2490567.0,0.904,0.381,1372155.0,0.83,0.296,1.0,22319.0,31941.0,41074.0,62300.0,87104.0
New Mexico ,2016,200120.0,0.171,0.3,0.467,0.062,1391381.0,0.061,0.085,0.266,0.232,0.084,0.155,0.117,276979.0,0.879,0.237,249353.0,0.848,0.26,522988.0,0.865,0.277,342061.0,0.823,0.302,1.0,18979.0,25622.0,30487.0,42021.0,56325.0
New York ,2016,1912311.0,0.117,0.263,0.458,0.163,13653592.0,0.063,0.073,0.262,0.158,0.087,0.201,0.155,2886788.0,0.903,0.445,2460284.0,0.876,0.406,5275739.0,0.871,0.329,3030781.0,0.801,0.28,1.0,21133.0,30742.0,37005.0,56868.0,73504.0
North Carolina ,2016,972709.0,0.14,0.319,0.439,0.103,6877185.0,0.046,0.081,0.258,0.216,0.095,0.196,0.108,1321286.0,0.896,0.329,1304270.0,0.877,0.352,2683038.0,0.889,0.302,1568591.0,0.822,0.247,1.0,20664.0,26922.0,31666.0,47143.0,60374.0
North Dakota ,2016,88343.0,0.07,0.313,0.495,0.122,495015.0,0.028,0.048,0.271,0.221,0.136,0.217,0.078,116058.0,0.952,0.364,86296.0,0.938,0.36,182810.0,0.944,0.271,109851.0,0.85,0.214,1.0,29430.0,32689.0,39346.0,46865.0,61079.0
Ohio ,2016,1083341.0,0.137,0.338,0.424,0.101,7922061.0,0.028,0.072,0.333,0.206,0.086,0.172,0.103,1500872.0,0.917,0.326,1380616.0,0.914,0.328,3155659.0,0.916,0.264,1884914.0,0.851,0.215,1.0,20969.0,30230.0,33825.0,50830.0,65773.0
Oklahoma ,2016,389969.0,0.16,0.349,0.425,0.067,2571636.0,0.04,0.082,0.312,0.235,0.079,0.168,0.084,536769.0,0.892,0.268,477591.0,0.875,0.272,968984.0,0.888,0.251,588292.0,0.852,0.225,1.0,21968.0,28144.0,33012.0,44977.0,57433.0
Oregon ,2016,367267.0,0.127,0.308,0.465,0.1,2857952.0,0.037,0.06,0.229,0.261,0.086,0.2,0.127,573033.0,0.916,0.349,533772.0,0.892,0.361,1062259.0,0.901,0.314,688888.0,0.902,0.302,1.0,22194.0,29816.0,32004.0,46942.0,63868.0
Pennsylvania ,2016,1187407.0,0.121,0.337,0.421,0.122,8921975.0,0.032,0.066,0.351,0.16,0.082,0.188,0.12,1674043.0,0.925,0.39,1481365.0,0.92,0.376,3544806.0,0.915,0.291,2221761.0,0.848,0.228,1.0,22805.0,30508.0,35886.0,51199.0,69691.0
Rhode Island ,2016,113741.0,0.111,0.299,0.454,0.136,734045.0,0.052,0.062,0.278,0.184,0.082,0.206,0.135,142792.0,0.946,0.406,123033.0,0.905,0.38,294165.0,0.895,0.324,174055.0,0.806,0.288,1.0,25603.0,32759.0,37040.0,52045.0,71414.0
South Carolina ,2016,472679.0,0.136,0.329,0.445,0.09,3388476.0,0.044,0.09,0.29,0.21,0.094,0.174,0.098,646998.0,0.884,0.29,611528.0,0.868,0.299,1299803.0,0.885,0.263,830147.0,0.821,0.254,1.0,20566.0,27031.0,31621.0,46083.0,55218.0
South Dakota ,2016,85659.0,0.142,0.291,0.47,0.098,565894.0,0.032,0.056,0.29,0.218,0.115,0.196,0.092,111536.0,0.906,0.343,98662.0,0.929,0.312,218127.0,0.931,0.276,137569.0,0.874,0.247,1.0,22805.0,30297.0,35083.0,42054.0,51902.0
Tennessee ,2016,620744.0,0.116,0.355,0.429,0.099,4527198.0,0.048,0.083,0.324,0.212,0.073,0.167,0.094,886029.0,0.911,0.311,837897.0,0.9,0.288,1758017.0,0.878,0.255,1045255.0,0.797,0.209,1.0,21156.0,27292.0,32327.0,46065.0,56454.0
Texas ,2016,2795622.0,0.151,0.324,0.437,0.089,17775280.0,0.086,0.085,0.252,0.218,0.071,0.189,0.1,4061590.0,0.873,0.302,3748838.0,0.828,0.31,6612009.0,0.827,0.284,3352843.0,0.782,0.258,1.0,21720.0,27774.0,35933.0,52967.0,69803.0
Utah ,2016,346126.0,0.122,0.306,0.506,0.066,1783244.0,0.029,0.054,0.227,0.265,0.1,0.214,0.112,448034.0,0.928,0.336,410026.0,0.909,0.358,605694.0,0.916,0.302,319490.0,0.916,0.316,1.0,25501.0,30923.0,34015.0,47164.0,70026.0
Vermont ,2016,66347.0,0.094,0.316,0.474,0.116,439563.0,0.025,0.053,0.293,0.173,0.092,0.211,0.152,71885.0,0.916,0.394,70519.0,0.939,0.413,183559.0,0.933,0.345,113600.0,0.895,0.345,1.0,26125.0,31471.0,35937.0,42338.0,57297.0
Virginia ,2016,823075.0,0.107,0.306,0.458,0.129,5721173.0,0.043,0.064,0.24,0.195,0.077,0.217,0.164,1152326.0,0.925,0.411,1094657.0,0.913,0.43,2246145.0,0.897,0.379,1228045.0,0.836,0.313,1.0,23061.0,30524.0,36778.0,56324.0,80559.0
Washington ,2016,662384.0,0.152,0.305,0.424,0.12,4996555.0,0.038,0.053,0.223,0.236,0.098,0.22,0.132,1074803.0,0.919,0.373,944034.0,0.897,0.385,1898905.0,0.913,0.338,1078813.0,0.9,0.324,1.0,25151.0,32077.0,37295.0,58262.0,72335.0
West Virginia ,2016,162462.0,0.125,0.349,0.445,0.081,1291757.0,0.044,0.096,0.397,0.181,0.074,0.126,0.082,216104.0,0.901,0.257,222599.0,0.899,0.249,509279.0,0.871,0.196,343775.0,0.792,0.169,1.0,20512.0,26122.0,31038.0,42318.0,54743.0
Wisconsin ,2016,560389.0,0.107,0.316,0.461,0.115,3933329.0,0.027,0.054,0.311,0.207,0.107,0.193,0.102,730022.0,0.934,0.357,685711.0,0.925,0.346,1590335.0,0.93,0.277,927261.0,0.886,0.24,1.0,24238.0,31233.0,36035.0,50323.0,62487.0
Wyoming ,2016,53847.0,0.159,0.324,0.45,0.067,390794.0,0.015,0.054,0.293,0.251,0.117,0.174,0.097,80974.0,0.944,0.272,72132.0,0.943,0.296,150105.0,0.938,0.261,87583.0,0.9,0.266,1.0,23969.0,31491.0,34750.0,47322.0,59833.0
